/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
1.0
/*Number of Nodes*/
20
/*The Depot*/
22.282854335359705 14.517300708743228 depot
/*The Locations (x_coor y_coor name)*/
-46.61415328869231 27.324048967311768 v1
135.41976877239694 -32.517232790862764 u2
50.91262130395421 128.56241091741094 v3
23.629396900665803 8.844354166037373 v4
192.04186115717994 33.96480110151593 u5
36.45298740163057 -1.3779031972346947 v6
15.531767128019151 8.059806306609158 v7
194.07433831437555 -2.3599278096357095 u8
-10.916062721696585 -3.1010518495431865 v9
200.76325112046214 1.7712698655320054 u10
188.35512879855125 -6.535126943120105 u11
-13.199777038936386 -15.542007548993151 v12
147.19590133871407 32.233880905699436 u13
193.5009549359149 -21.415726220905444 u14
212.40607691239222 22.388283602689892 u15
222.01647674471747 68.18825689351583 u16
201.89981596361847 -31.692047476988105 u17
7.416455497829623 5.343882983878157 v18
161.1359325796654 49.68635920507035 u19
