/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
375
/*The Depot*/
15.44934036083395 -2.6990822158669365 depot
/*The Locations (x_coor y_coor name)*/
-34.785195239980105 -42.24502384872993 v1
165.18897761448818 57.72344674726898 u2
-9.745800671730422 2.704795142254849 v3
193.55140816409752 -20.763628123256876 u4
-22.8466656363898 51.463606541245476 v5
212.02233932127945 32.1831660974674 u6
1.458895508120532 25.821390431582156 v7
223.1966373820467 -6.295961338732381 u8
153.58195752722273 -11.208192790091616 u9
1.0125827649705632 -2.137995423558794 v10
2.3549152939386726 -8.186380198272795 v11
201.19029920024911 -3.647354244884054 u12
199.78894669443864 -0.05944559662378288 u13
223.73992054868918 18.652543403811162 u14
-28.072002393648155 7.569031773949012 v15
-6.274440968209367 -9.02719622853286 v16
235.19067058992272 -4.949973371883188 u17
170.9234547774782 -40.13519772254471 u18
24.983323727229532 46.38007990550071 v19
-47.245211136527956 -26.533378271332584 v20
-3.0507300934287733 34.2905489727963 v21
2.429134429494407 1.9125043223218625 v22
-53.921720998116925 -7.1293589785186136 v23
193.97179209538038 -3.5364019670585067 u24
-35.92491119515667 -2.2043479224827704 v25
244.11746432039436 44.71089642170293 u26
169.3372234160171 -77.6973933234893 u27
168.77971886761804 -0.01279987292071346 u28
224.24745221820135 13.868548288097331 u29
178.07812063607892 -47.23464517830768 u30
10.344161303224263 6.723044012975104 v31
265.75219610077045 -30.658357709957496 u32
4.017544747147443 -2.736826184302566 v33
168.60159394887893 -22.51125108087965 u34
-34.56472023081693 71.03561440123467 v35
-62.07759207820868 -12.408639676131676 v36
2.7380290158569816 28.46706315010925 v37
298.28041672218706 -38.06504105107245 u38
-37.447333267680946 -0.12401544722770277 v39
206.90147956914146 1.999210177015538 u40
160.39069046975567 -8.600763277391094 u41
-7.2976733228645765 -12.149910999274436 v42
127.36159033223915 -53.281315395345544 u43
194.50186459651067 2.7100526731328674 u44
174.72634736304977 -71.87898477614827 u45
216.7941680142625 -75.30851409794178 u46
6.409259307647435 -38.016908063677526 v47
41.9873479690444 -43.89567150156858 v48
0.8201905160325483 -0.7228321851499043 v49
128.6068193989326 53.736745973854724 u50
42.55466116796169 -68.57432805968263 v51
148.32701048659413 -28.59131512256352 u52
1.3415434520432892 19.374114316038337 v53
210.68859141809048 -4.290452181702569 u54
202.4299727906663 -0.051015046506282274 u55
184.78369704692872 -10.210860175873623 u56
87.93254059533618 2.236867859791352 u57
66.06814963336177 -23.374803580081306 v58
279.29948487517555 48.34918865004487 u59
180.22530172684296 -37.978186982974464 u60
172.68892038653667 42.38115181168492 u61
135.07989794415522 -26.39680696204133 u62
29.510779267329188 19.775415052524906 v63
26.26262950623656 -15.753408167005919 v64
121.13736453846437 -6.792460281257762 u65
213.65474830970345 -36.4805929577582 u66
3.2389173275450394 -2.122226148802909 v67
11.503035679043602 -13.374777255654388 v68
-6.242502701867452 6.120688990477589 v69
-50.33521620485873 87.72789202083871 v70
18.616368740816583 -40.681981774628845 v71
193.02596908488798 -53.90338706101034 u72
21.242879411990018 10.809760974856179 v73
199.7844686103542 -5.025996974585488 u74
27.580328938067456 6.154480998581749 v75
200.00954227764214 -0.6130586943767727 u76
114.58162759857686 65.8443663764551 u77
58.62760539302734 40.08549661379877 v78
192.60256913001402 -47.970284241841476 u79
211.58563400811045 -0.7664289408390405 u80
9.555541632504784 -27.45749620614266 v81
214.8415604428279 16.164536527647734 u82
-30.50174031500167 34.73045071989712 v83
191.8118432383694 -14.972780271091585 u84
199.42176632044215 0.5606239836657498 u85
0.5138394696206161 3.3325064020486233 v86
-105.49910284233731 37.26479957066796 v87
207.70166447721027 21.63462054619684 u88
30.25374045666412 -8.842788948931458 v89
171.80709478954907 11.661387306281199 u90
-3.9429158217485516 -95.07490225763802 v91
18.536454811861034 -8.801430240118387 v92
205.83993359893387 -56.365141766750554 u93
-34.938150832196534 -4.828860660327813 v94
187.74398041580716 -22.42393281463506 u95
184.68248408839975 25.273341442990898 u96
73.3158362285592 -73.43796599682936 v97
198.85849090011186 0.4443500615850153 u98
-44.70442924565826 -35.618142398659785 v99
208.26307548184099 -3.8285439890616075 u100
233.97986078042695 -6.044705005866831 u101
-54.199312342442475 21.533781224888397 v102
6.735948237852029 -9.221227408373155 v103
250.22664772170094 -78.92069973681032 u104
35.94818034387757 -32.49479475094024 v105
140.77521613082064 25.378657413382367 u106
-2.9554008191603542 24.717741440671965 v107
-24.779695030468375 16.925069580333734 v108
27.860024662933895 29.92782450985035 v109
218.10016255126425 -8.138825554830555 u110
23.21855857229961 -56.831977761525344 v111
328.4714277950831 -32.90940708441271 u112
-43.654423062714436 -79.84581331799481 v113
-35.05875846560882 10.589866392498271 v114
-17.332594657012326 -2.405458811682506 v115
167.47939606866157 4.661188911729813 u116
256.7410545784486 -37.45496139798627 u117
-2.6693919629831595 -11.521788472854166 v118
19.005767452176617 24.7776694021352 v119
-21.512086895950805 -2.8828616188945295 v120
17.05349984763059 29.121268683724406 v121
202.12886159374833 1.2947234941993986 u122
151.31201305421996 3.0659760345293265 u123
-12.232749886817796 18.084528899953384 v124
2.911737548900129 -44.45565990070604 v125
218.14745394660616 -6.851762995189209 u126
-2.275250071932843 2.6370929104199283 v127
198.48748618388828 -4.170862389645352 u128
184.39464149960315 53.83557861092309 u129
196.78991193259418 -64.25148342124282 u130
218.78430991697275 -9.854514297401247 u131
269.03972807130106 87.98849609085741 u132
200.9560545996562 -39.691257118754265 u133
271.8626367400848 4.977320138223795 u134
-0.026913058011756318 0.309327546143706 v135
183.2815476943486 12.208629302817467 u136
210.8415911669017 6.949190910267857 u137
-24.95287662898652 10.546030060378547 v138
20.027525086618603 -6.269970187135532 v139
-14.349702396014074 38.40056148000322 v140
-2.2326738173891205 0.4718973175415222 v141
94.64354492701459 -27.875989399764098 v142
-42.58961539501465 71.83839032516778 v143
31.17886504907183 43.89001650790654 v144
