/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
1.0
/*Number of Nodes*/
250
/*The Depot*/
0.27425368494356983 0.7745340889031407 depot
/*The Locations (x_coor y_coor name)*/
92.0 32.0 loc1
80.0 26.0 loc2
0.0 36.0 loc3
32.0 40.0 loc4
25.0 10.0 loc5
36.0 29.0 loc6
43.0 84.0 loc7
43.0 0.0 loc8
67.0 41.0 loc9
92.0 83.0 loc10
9.0 50.0 loc11
69.0 70.0 loc12
89.0 75.0 loc13
40.0 35.0 loc14
19.0 40.0 loc15
91.0 24.0 loc16
78.0 58.0 loc17
31.0 78.0 loc18
27.0 14.0 loc19
77.0 38.0 loc20
53.0 97.0 loc21
40.0 91.0 loc22
55.0 10.0 loc23
80.0 95.0 loc24
94.0 40.0 loc25
56.0 7.0 loc26
66.0 75.0 loc27
8.0 26.0 loc28
44.0 90.0 loc29
73.0 42.0 loc30
56.0 55.0 loc31
21.0 56.0 loc32
0.0 36.0 loc33
1.0 38.0 loc34
61.0 91.0 loc35
70.0 98.0 loc36
32.0 93.0 loc37
36.0 29.0 loc38
66.0 31.0 loc39
65.0 5.0 loc40
33.0 17.0 loc41
33.0 57.0 loc42
45.0 52.0 loc43
20.0 64.0 loc44
87.0 68.0 loc45
25.0 45.0 loc46
81.0 75.0 loc47
78.0 53.0 loc48
36.0 65.0 loc49
29.0 10.0 loc50
88.0 33.0 loc51
93.0 73.0 loc52
45.0 29.0 loc53
80.0 68.0 loc54
99.0 95.0 loc55
90.0 87.0 loc56
27.0 60.0 loc57
2.0 40.0 loc58
21.0 45.0 loc59
76.0 57.0 loc60
94.0 40.0 loc61
81.0 18.0 loc62
44.0 96.0 loc63
96.0 56.0 loc64
97.0 99.0 loc65
12.0 38.0 loc66
57.0 78.0 loc67
8.0 86.0 loc68
12.0 14.0 loc69
31.0 20.0 loc70
79.0 22.0 loc71
67.0 84.0 loc72
24.0 52.0 loc73
71.0 25.0 loc74
5.0 54.0 loc75
22.0 51.0 loc76
14.0 71.0 loc77
24.0 18.0 loc78
55.0 27.0 loc79
25.0 8.0 loc80
64.0 11.0 loc81
69.0 10.0 loc82
28.0 69.0 loc83
46.0 50.0 loc84
65.0 76.0 loc85
37.0 93.0 loc86
98.0 48.0 loc87
96.0 40.0 loc88
33.0 18.0 loc89
53.0 89.0 loc90
84.0 12.0 loc91
56.0 46.0 loc92
74.0 68.0 loc93
84.0 0.0 loc94
26.0 66.0 loc95
23.0 18.0 loc96
95.0 4.0 loc97
73.0 73.0 loc98
45.0 78.0 loc99
22.0 56.0 loc100
