/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
250
/*The Depot*/
0.9109767983474275 0.19428341341570132 depot
/*The Locations (x_coor y_coor name)*/
71.0 85.0 loc1
60.0 7.0 loc2
98.0 70.0 loc3
53.0 79.0 loc4
0.0 66.0 loc5
7.0 38.0 loc6
45.0 89.0 loc7
36.0 36.0 loc8
84.0 17.0 loc9
59.0 9.0 loc10
60.0 16.0 loc11
7.0 77.0 loc12
97.0 69.0 loc13
28.0 87.0 loc14
0.0 94.0 loc15
83.0 77.0 loc16
53.0 96.0 loc17
43.0 63.0 loc18
63.0 84.0 loc19
36.0 42.0 loc20
63.0 63.0 loc21
1.0 57.0 loc22
91.0 81.0 loc23
63.0 72.0 loc24
10.0 20.0 loc25
60.0 34.0 loc26
56.0 16.0 loc27
10.0 21.0 loc28
12.0 3.0 loc29
91.0 84.0 loc30
46.0 11.0 loc31
11.0 65.0 loc32
39.0 59.0 loc33
14.0 92.0 loc34
48.0 72.0 loc35
72.0 41.0 loc36
95.0 52.0 loc37
3.0 6.0 loc38
50.0 65.0 loc39
99.0 49.0 loc40
78.0 12.0 loc41
74.0 78.0 loc42
11.0 77.0 loc43
71.0 84.0 loc44
37.0 56.0 loc45
41.0 58.0 loc46
39.0 62.0 loc47
40.0 32.0 loc48
14.0 62.0 loc49
8.0 68.0 loc50
42.0 25.0 loc51
67.0 24.0 loc52
68.0 1.0 loc53
85.0 34.0 loc54
70.0 27.0 loc55
84.0 8.0 loc56
91.0 14.0 loc57
49.0 25.0 loc58
13.0 17.0 loc59
9.0 73.0 loc60
6.0 87.0 loc61
77.0 21.0 loc62
80.0 65.0 loc63
65.0 95.0 loc64
48.0 56.0 loc65
93.0 97.0 loc66
28.0 9.0 loc67
70.0 56.0 loc68
98.0 11.0 loc69
76.0 80.0 loc70
36.0 45.0 loc71
73.0 11.0 loc72
47.0 73.0 loc73
85.0 89.0 loc74
33.0 21.0 loc75
26.0 87.0 loc76
6.0 60.0 loc77
83.0 28.0 loc78
0.0 1.0 loc79
0.0 64.0 loc80
82.0 57.0 loc81
49.0 83.0 loc82
95.0 27.0 loc83
77.0 27.0 loc84
52.0 37.0 loc85
47.0 94.0 loc86
68.0 77.0 loc87
91.0 20.0 loc88
17.0 90.0 loc89
95.0 59.0 loc90
99.0 37.0 loc91
48.0 49.0 loc92
81.0 4.0 loc93
96.0 20.0 loc94
88.0 98.0 loc95
27.0 41.0 loc96
4.0 6.0 loc97
1.0 88.0 loc98
22.0 50.0 loc99
95.0 11.0 loc100
4.0 76.0 loc101
54.0 53.0 loc102
81.0 48.0 loc103
94.0 46.0 loc104
93.0 96.0 loc105
2.0 90.0 loc106
4.0 73.0 loc107
67.0 68.0 loc108
75.0 83.0 loc109
71.0 24.0 loc110
27.0 0.0 loc111
31.0 33.0 loc112
79.0 6.0 loc113
68.0 69.0 loc114
86.0 96.0 loc115
33.0 30.0 loc116
69.0 91.0 loc117
50.0 92.0 loc118
12.0 14.0 loc119
6.0 61.0 loc120
7.0 27.0 loc121
58.0 8.0 loc122
20.0 37.0 loc123
93.0 49.0 loc124
72.0 23.0 loc125
0.0 6.0 loc126
