/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
375
/*The Depot*/
0.4857655659693567 0.7132821531500452 depot
/*The Locations (x_coor y_coor name)*/
75.0 53.0 loc1
18.0 70.0 loc2
22.0 26.0 loc3
84.0 2.0 loc4
62.0 20.0 loc5
13.0 88.0 loc6
12.0 17.0 loc7
47.0 80.0 loc8
70.0 0.0 loc9
91.0 12.0 loc10
39.0 81.0 loc11
42.0 96.0 loc12
71.0 62.0 loc13
10.0 48.0 loc14
17.0 63.0 loc15
11.0 28.0 loc16
63.0 72.0 loc17
21.0 0.0 loc18
72.0 66.0 loc19
88.0 52.0 loc20
86.0 40.0 loc21
26.0 4.0 loc22
15.0 16.0 loc23
25.0 68.0 loc24
54.0 75.0 loc25
27.0 32.0 loc26
86.0 6.0 loc27
96.0 39.0 loc28
82.0 40.0 loc29
34.0 54.0 loc30
93.0 9.0 loc31
27.0 91.0 loc32
47.0 8.0 loc33
22.0 95.0 loc34
37.0 1.0 loc35
81.0 18.0 loc36
61.0 69.0 loc37
1.0 83.0 loc38
33.0 11.0 loc39
84.0 40.0 loc40
14.0 17.0 loc41
19.0 72.0 loc42
38.0 48.0 loc43
40.0 23.0 loc44
63.0 93.0 loc45
32.0 7.0 loc46
83.0 10.0 loc47
50.0 9.0 loc48
88.0 60.0 loc49
35.0 96.0 loc50
25.0 91.0 loc51
62.0 6.0 loc52
72.0 24.0 loc53
23.0 88.0 loc54
16.0 58.0 loc55
32.0 9.0 loc56
62.0 29.0 loc57
94.0 78.0 loc58
63.0 32.0 loc59
86.0 77.0 loc60
32.0 46.0 loc61
76.0 72.0 loc62
79.0 48.0 loc63
64.0 66.0 loc64
84.0 90.0 loc65
48.0 37.0 loc66
40.0 45.0 loc67
10.0 43.0 loc68
66.0 20.0 loc69
74.0 78.0 loc70
90.0 18.0 loc71
78.0 98.0 loc72
74.0 92.0 loc73
14.0 43.0 loc74
9.0 72.0 loc75
70.0 9.0 loc76
91.0 3.0 loc77
59.0 13.0 loc78
16.0 57.0 loc79
61.0 89.0 loc80
58.0 31.0 loc81
28.0 43.0 loc82
26.0 85.0 loc83
31.0 94.0 loc84
87.0 14.0 loc85
6.0 62.0 loc86
60.0 1.0 loc87
48.0 0.0 loc88
3.0 66.0 loc89
55.0 59.0 loc90
23.0 10.0 loc91
36.0 17.0 loc92
16.0 52.0 loc93
20.0 62.0 loc94
36.0 64.0 loc95
98.0 82.0 loc96
54.0 30.0 loc97
80.0 42.0 loc98
74.0 77.0 loc99
88.0 21.0 loc100
27.0 86.0 loc101
98.0 13.0 loc102
37.0 1.0 loc103
23.0 6.0 loc104
84.0 38.0 loc105
50.0 66.0 loc106
14.0 25.0 loc107
61.0 60.0 loc108
77.0 16.0 loc109
80.0 30.0 loc110
85.0 34.0 loc111
93.0 73.0 loc112
28.0 77.0 loc113
39.0 2.0 loc114
37.0 12.0 loc115
4.0 32.0 loc116
23.0 51.0 loc117
55.0 69.0 loc118
71.0 81.0 loc119
28.0 0.0 loc120
69.0 81.0 loc121
87.0 76.0 loc122
18.0 97.0 loc123
35.0 67.0 loc124
76.0 63.0 loc125
51.0 79.0 loc126
32.0 69.0 loc127
76.0 4.0 loc128
65.0 73.0 loc129
30.0 54.0 loc130
43.0 78.0 loc131
97.0 57.0 loc132
30.0 50.0 loc133
16.0 15.0 loc134
92.0 89.0 loc135
13.0 35.0 loc136
2.0 43.0 loc137
85.0 60.0 loc138
79.0 6.0 loc139
23.0 32.0 loc140
4.0 35.0 loc141
64.0 8.0 loc142
8.0 79.0 loc143
65.0 44.0 loc144
60.0 25.0 loc145
56.0 92.0 loc146
32.0 3.0 loc147
30.0 2.0 loc148
40.0 83.0 loc149
14.0 59.0 loc150
25.0 17.0 loc151
20.0 26.0 loc152
12.0 55.0 loc153
8.0 88.0 loc154
65.0 16.0 loc155
5.0 79.0 loc156
82.0 98.0 loc157
60.0 64.0 loc158
35.0 86.0 loc159
21.0 19.0 loc160
2.0 51.0 loc161
6.0 23.0 loc162
23.0 39.0 loc163
51.0 99.0 loc164
78.0 82.0 loc165
97.0 21.0 loc166
10.0 73.0 loc167
35.0 13.0 loc168
98.0 30.0 loc169
66.0 95.0 loc170
35.0 55.0 loc171
22.0 46.0 loc172
57.0 41.0 loc173
46.0 25.0 loc174
51.0 84.0 loc175
9.0 92.0 loc176
17.0 92.0 loc177
39.0 34.0 loc178
69.0 99.0 loc179
8.0 83.0 loc180
79.0 94.0 loc181
87.0 21.0 loc182
34.0 14.0 loc183
67.0 17.0 loc184
52.0 60.0 loc185
48.0 4.0 loc186
46.0 84.0 loc187
0.0 36.0 loc188
33.0 95.0 loc189
70.0 1.0 loc190
1.0 32.0 loc191
39.0 0.0 loc192
39.0 83.0 loc193
44.0 3.0 loc194
86.0 50.0 loc195
32.0 35.0 loc196
55.0 83.0 loc197
75.0 79.0 loc198
39.0 30.0 loc199
13.0 34.0 loc200
51.0 8.0 loc201
96.0 64.0 loc202
54.0 54.0 loc203
77.0 38.0 loc204
26.0 81.0 loc205
29.0 1.0 loc206
16.0 54.0 loc207
73.0 62.0 loc208
28.0 10.0 loc209
69.0 44.0 loc210
14.0 51.0 loc211
53.0 5.0 loc212
2.0 3.0 loc213
35.0 86.0 loc214
11.0 51.0 loc215
3.0 87.0 loc216
82.0 19.0 loc217
62.0 0.0 loc218
3.0 5.0 loc219
87.0 98.0 loc220
24.0 55.0 loc221
15.0 77.0 loc222
90.0 91.0 loc223
61.0 42.0 loc224
90.0 30.0 loc225
17.0 38.0 loc226
77.0 16.0 loc227
94.0 12.0 loc228
81.0 76.0 loc229
23.0 0.0 loc230
79.0 44.0 loc231
35.0 20.0 loc232
29.0 1.0 loc233
1.0 78.0 loc234
32.0 53.0 loc235
39.0 44.0 loc236
88.0 52.0 loc237
51.0 73.0 loc238
17.0 25.0 loc239
85.0 21.0 loc240
55.0 66.0 loc241
92.0 81.0 loc242
86.0 41.0 loc243
87.0 13.0 loc244
87.0 15.0 loc245
4.0 87.0 loc246
26.0 93.0 loc247
36.0 49.0 loc248
84.0 37.0 loc249
58.0 31.0 loc250
31.0 26.0 loc251
22.0 59.0 loc252
65.0 45.0 loc253
38.0 21.0 loc254
22.0 30.0 loc255
84.0 35.0 loc256
98.0 55.0 loc257
31.0 49.0 loc258
70.0 24.0 loc259
68.0 42.0 loc260
52.0 83.0 loc261
66.0 85.0 loc262
54.0 6.0 loc263
57.0 4.0 loc264
60.0 20.0 loc265
76.0 7.0 loc266
94.0 68.0 loc267
94.0 79.0 loc268
28.0 66.0 loc269
67.0 77.0 loc270
45.0 49.0 loc271
85.0 10.0 loc272
75.0 53.0 loc273
46.0 18.0 loc274
1.0 54.0 loc275
5.0 59.0 loc276
41.0 1.0 loc277
52.0 48.0 loc278
37.0 20.0 loc279
8.0 6.0 loc280
84.0 97.0 loc281
4.0 70.0 loc282
21.0 12.0 loc283
45.0 60.0 loc284
75.0 2.0 loc285
51.0 41.0 loc286
70.0 14.0 loc287
34.0 33.0 loc288
63.0 63.0 loc289
60.0 24.0 loc290
23.0 32.0 loc291
38.0 59.0 loc292
21.0 89.0 loc293
78.0 45.0 loc294
0.0 69.0 loc295
64.0 77.0 loc296
36.0 73.0 loc297
82.0 16.0 loc298
50.0 17.0 loc299
46.0 95.0 loc300
28.0 98.0 loc301
74.0 48.0 loc302
16.0 89.0 loc303
10.0 49.0 loc304
85.0 74.0 loc305
34.0 31.0 loc306
95.0 21.0 loc307
11.0 70.0 loc308
16.0 70.0 loc309
86.0 4.0 loc310
95.0 59.0 loc311
12.0 52.0 loc312
85.0 0.0 loc313
72.0 56.0 loc314
95.0 19.0 loc315
44.0 80.0 loc316
75.0 6.0 loc317
55.0 80.0 loc318
56.0 70.0 loc319
36.0 4.0 loc320
9.0 94.0 loc321
19.0 94.0 loc322
43.0 61.0 loc323
77.0 92.0 loc324
6.0 93.0 loc325
69.0 17.0 loc326
9.0 9.0 loc327
90.0 88.0 loc328
2.0 66.0 loc329
61.0 72.0 loc330
22.0 94.0 loc331
93.0 42.0 loc332
46.0 93.0 loc333
82.0 31.0 loc334
66.0 77.0 loc335
50.0 13.0 loc336
91.0 26.0 loc337
63.0 83.0 loc338
49.0 80.0 loc339
14.0 27.0 loc340
52.0 18.0 loc341
77.0 72.0 loc342
76.0 83.0 loc343
81.0 20.0 loc344
31.0 42.0 loc345
67.0 6.0 loc346
24.0 94.0 loc347
72.0 21.0 loc348
11.0 68.0 loc349
68.0 75.0 loc350
98.0 91.0 loc351
3.0 25.0 loc352
80.0 23.0 loc353
72.0 96.0 loc354
29.0 62.0 loc355
95.0 48.0 loc356
9.0 88.0 loc357
58.0 53.0 loc358
94.0 9.0 loc359
21.0 64.0 loc360
84.0 25.0 loc361
10.0 52.0 loc362
84.0 39.0 loc363
48.0 46.0 loc364
57.0 79.0 loc365
60.0 10.0 loc366
72.0 87.0 loc367
67.0 63.0 loc368
3.0 29.0 loc369
59.0 83.0 loc370
81.0 75.0 loc371
64.0 61.0 loc372
65.0 36.0 loc373
23.0 44.0 loc374
