/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
375
/*The Depot*/
0.38378746836200617 0.8959568019366597 depot
/*The Locations (x_coor y_coor name)*/
37.0 69.0 loc1
83.0 47.0 loc2
94.0 76.0 loc3
25.0 76.0 loc4
90.0 36.0 loc5
33.0 97.0 loc6
85.0 89.0 loc7
42.0 86.0 loc8
19.0 51.0 loc9
52.0 74.0 loc10
64.0 23.0 loc11
96.0 35.0 loc12
12.0 76.0 loc13
39.0 68.0 loc14
28.0 17.0 loc15
69.0 80.0 loc16
8.0 82.0 loc17
57.0 77.0 loc18
84.0 96.0 loc19
29.0 6.0 loc20
66.0 2.0 loc21
99.0 21.0 loc22
33.0 30.0 loc23
3.0 66.0 loc24
92.0 77.0 loc25
40.0 76.0 loc26
95.0 39.0 loc27
78.0 53.0 loc28
23.0 75.0 loc29
3.0 79.0 loc30
38.0 87.0 loc31
57.0 82.0 loc32
29.0 96.0 loc33
28.0 89.0 loc34
46.0 21.0 loc35
85.0 20.0 loc36
25.0 14.0 loc37
14.0 51.0 loc38
95.0 4.0 loc39
95.0 46.0 loc40
39.0 16.0 loc41
74.0 43.0 loc42
76.0 29.0 loc43
67.0 18.0 loc44
9.0 90.0 loc45
35.0 26.0 loc46
27.0 54.0 loc47
93.0 27.0 loc48
86.0 83.0 loc49
7.0 95.0 loc50
55.0 90.0 loc51
39.0 11.0 loc52
18.0 69.0 loc53
35.0 9.0 loc54
29.0 95.0 loc55
57.0 29.0 loc56
58.0 70.0 loc57
23.0 85.0 loc58
55.0 22.0 loc59
87.0 48.0 loc60
92.0 90.0 loc61
82.0 75.0 loc62
43.0 91.0 loc63
89.0 35.0 loc64
30.0 41.0 loc65
3.0 99.0 loc66
12.0 35.0 loc67
2.0 35.0 loc68
78.0 87.0 loc69
2.0 41.0 loc70
55.0 59.0 loc71
48.0 56.0 loc72
24.0 87.0 loc73
51.0 7.0 loc74
39.0 57.0 loc75
66.0 66.0 loc76
38.0 27.0 loc77
53.0 32.0 loc78
70.0 47.0 loc79
54.0 79.0 loc80
45.0 12.0 loc81
99.0 37.0 loc82
89.0 25.0 loc83
50.0 27.0 loc84
91.0 0.0 loc85
34.0 97.0 loc86
31.0 85.0 loc87
98.0 49.0 loc88
86.0 96.0 loc89
69.0 53.0 loc90
38.0 42.0 loc91
92.0 93.0 loc92
71.0 84.0 loc93
59.0 74.0 loc94
83.0 71.0 loc95
38.0 2.0 loc96
3.0 24.0 loc97
80.0 96.0 loc98
58.0 38.0 loc99
51.0 79.0 loc100
48.0 83.0 loc101
48.0 15.0 loc102
31.0 11.0 loc103
78.0 88.0 loc104
66.0 69.0 loc105
65.0 40.0 loc106
62.0 37.0 loc107
20.0 83.0 loc108
57.0 10.0 loc109
61.0 9.0 loc110
35.0 65.0 loc111
22.0 85.0 loc112
41.0 46.0 loc113
69.0 18.0 loc114
14.0 76.0 loc115
25.0 52.0 loc116
85.0 41.0 loc117
71.0 92.0 loc118
52.0 11.0 loc119
84.0 4.0 loc120
55.0 10.0 loc121
33.0 38.0 loc122
36.0 58.0 loc123
44.0 95.0 loc124
82.0 97.0 loc125
14.0 41.0 loc126
22.0 75.0 loc127
11.0 95.0 loc128
82.0 70.0 loc129
59.0 21.0 loc130
79.0 10.0 loc131
0.0 41.0 loc132
74.0 89.0 loc133
35.0 44.0 loc134
30.0 40.0 loc135
83.0 21.0 loc136
37.0 86.0 loc137
86.0 7.0 loc138
99.0 65.0 loc139
87.0 90.0 loc140
85.0 88.0 loc141
11.0 90.0 loc142
84.0 96.0 loc143
35.0 49.0 loc144
95.0 84.0 loc145
14.0 31.0 loc146
43.0 47.0 loc147
28.0 86.0 loc148
96.0 40.0 loc149
17.0 43.0 loc150
49.0 6.0 loc151
89.0 52.0 loc152
44.0 86.0 loc153
78.0 17.0 loc154
1.0 91.0 loc155
49.0 79.0 loc156
43.0 84.0 loc157
75.0 12.0 loc158
72.0 5.0 loc159
39.0 37.0 loc160
18.0 67.0 loc161
9.0 66.0 loc162
50.0 58.0 loc163
1.0 36.0 loc164
50.0 82.0 loc165
93.0 65.0 loc166
76.0 50.0 loc167
13.0 56.0 loc168
29.0 94.0 loc169
45.0 55.0 loc170
64.0 78.0 loc171
62.0 91.0 loc172
63.0 69.0 loc173
91.0 11.0 loc174
32.0 88.0 loc175
96.0 70.0 loc176
1.0 80.0 loc177
92.0 71.0 loc178
18.0 56.0 loc179
99.0 6.0 loc180
21.0 14.0 loc181
62.0 46.0 loc182
16.0 78.0 loc183
35.0 37.0 loc184
99.0 21.0 loc185
10.0 45.0 loc186
33.0 52.0 loc187
62.0 37.0 loc188
21.0 86.0 loc189
11.0 23.0 loc190
70.0 30.0 loc191
40.0 90.0 loc192
95.0 47.0 loc193
84.0 86.0 loc194
85.0 94.0 loc195
14.0 81.0 loc196
23.0 74.0 loc197
17.0 61.0 loc198
37.0 44.0 loc199
31.0 52.0 loc200
38.0 36.0 loc201
18.0 54.0 loc202
36.0 8.0 loc203
41.0 57.0 loc204
13.0 0.0 loc205
74.0 67.0 loc206
47.0 84.0 loc207
33.0 41.0 loc208
5.0 99.0 loc209
1.0 75.0 loc210
25.0 9.0 loc211
58.0 72.0 loc212
38.0 75.0 loc213
89.0 12.0 loc214
15.0 54.0 loc215
17.0 85.0 loc216
95.0 66.0 loc217
68.0 91.0 loc218
72.0 58.0 loc219
64.0 48.0 loc220
8.0 34.0 loc221
52.0 41.0 loc222
22.0 17.0 loc223
61.0 19.0 loc224
10.0 25.0 loc225
2.0 22.0 loc226
60.0 35.0 loc227
11.0 68.0 loc228
41.0 24.0 loc229
3.0 25.0 loc230
37.0 22.0 loc231
61.0 50.0 loc232
37.0 80.0 loc233
85.0 57.0 loc234
91.0 27.0 loc235
53.0 29.0 loc236
88.0 70.0 loc237
82.0 27.0 loc238
49.0 37.0 loc239
50.0 81.0 loc240
82.0 52.0 loc241
43.0 71.0 loc242
86.0 18.0 loc243
49.0 84.0 loc244
85.0 19.0 loc245
78.0 14.0 loc246
89.0 15.0 loc247
99.0 30.0 loc248
36.0 50.0 loc249
88.0 26.0 loc250
67.0 85.0 loc251
53.0 49.0 loc252
71.0 94.0 loc253
52.0 23.0 loc254
30.0 4.0 loc255
14.0 74.0 loc256
69.0 93.0 loc257
73.0 33.0 loc258
93.0 97.0 loc259
48.0 12.0 loc260
41.0 8.0 loc261
63.0 65.0 loc262
57.0 77.0 loc263
87.0 34.0 loc264
69.0 8.0 loc265
94.0 87.0 loc266
85.0 86.0 loc267
0.0 15.0 loc268
57.0 74.0 loc269
73.0 67.0 loc270
26.0 2.0 loc271
75.0 23.0 loc272
88.0 12.0 loc273
40.0 94.0 loc274
91.0 37.0 loc275
25.0 9.0 loc276
69.0 33.0 loc277
10.0 19.0 loc278
82.0 17.0 loc279
77.0 44.0 loc280
46.0 49.0 loc281
23.0 28.0 loc282
20.0 48.0 loc283
82.0 28.0 loc284
1.0 95.0 loc285
78.0 16.0 loc286
37.0 52.0 loc287
11.0 47.0 loc288
81.0 45.0 loc289
55.0 36.0 loc290
5.0 72.0 loc291
70.0 54.0 loc292
97.0 0.0 loc293
26.0 84.0 loc294
67.0 53.0 loc295
14.0 88.0 loc296
9.0 18.0 loc297
34.0 1.0 loc298
14.0 25.0 loc299
4.0 22.0 loc300
67.0 37.0 loc301
26.0 18.0 loc302
58.0 96.0 loc303
88.0 83.0 loc304
71.0 15.0 loc305
15.0 65.0 loc306
47.0 11.0 loc307
56.0 20.0 loc308
66.0 10.0 loc309
27.0 52.0 loc310
14.0 87.0 loc311
40.0 80.0 loc312
46.0 66.0 loc313
23.0 46.0 loc314
57.0 92.0 loc315
28.0 76.0 loc316
63.0 96.0 loc317
58.0 45.0 loc318
30.0 64.0 loc319
9.0 26.0 loc320
35.0 39.0 loc321
63.0 75.0 loc322
21.0 99.0 loc323
72.0 81.0 loc324
95.0 26.0 loc325
62.0 79.0 loc326
13.0 74.0 loc327
56.0 18.0 loc328
83.0 94.0 loc329
31.0 59.0 loc330
18.0 46.0 loc331
83.0 79.0 loc332
57.0 43.0 loc333
97.0 17.0 loc334
14.0 59.0 loc335
38.0 96.0 loc336
87.0 20.0 loc337
76.0 19.0 loc338
14.0 39.0 loc339
48.0 36.0 loc340
4.0 65.0 loc341
82.0 77.0 loc342
25.0 30.0 loc343
62.0 78.0 loc344
58.0 82.0 loc345
38.0 43.0 loc346
81.0 93.0 loc347
2.0 5.0 loc348
98.0 3.0 loc349
92.0 38.0 loc350
35.0 33.0 loc351
18.0 62.0 loc352
18.0 47.0 loc353
41.0 77.0 loc354
91.0 67.0 loc355
77.0 3.0 loc356
61.0 62.0 loc357
37.0 30.0 loc358
10.0 31.0 loc359
58.0 59.0 loc360
94.0 34.0 loc361
99.0 16.0 loc362
14.0 91.0 loc363
67.0 46.0 loc364
53.0 47.0 loc365
30.0 23.0 loc366
44.0 78.0 loc367
47.0 83.0 loc368
40.0 24.0 loc369
43.0 26.0 loc370
60.0 47.0 loc371
84.0 94.0 loc372
43.0 95.0 loc373
72.0 13.0 loc374
