/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
50
/*The Depot*/
0.5599138104655044 0.05991707070433183 depot
/*The Locations (x_coor y_coor name)*/
84.0 17.0 loc1
66.0 74.0 loc2
86.0 39.0 loc3
11.0 67.0 loc4
14.0 37.0 loc5
25.0 81.0 loc6
21.0 97.0 loc7
10.0 96.0 loc8
69.0 73.0 loc9
32.0 62.0 loc10
55.0 98.0 loc11
79.0 5.0 loc12
93.0 56.0 loc13
54.0 19.0 loc14
83.0 64.0 loc15
11.0 95.0 loc16
27.0 11.0 loc17
17.0 24.0 loc18
0.0 64.0 loc19
6.0 4.0 loc20
36.0 25.0 loc21
55.0 19.0 loc22
97.0 66.0 loc23
43.0 70.0 loc24
22.0 0.0 loc25
97.0 79.0 loc26
79.0 50.0 loc27
6.0 79.0 loc28
66.0 39.0 loc29
66.0 68.0 loc30
78.0 99.0 loc31
92.0 0.0 loc32
94.0 91.0 loc33
61.0 98.0 loc34
80.0 72.0 loc35
58.0 4.0 loc36
88.0 8.0 loc37
21.0 38.0 loc38
31.0 53.0 loc39
37.0 27.0 loc40
69.0 51.0 loc41
44.0 51.0 loc42
66.0 73.0 loc43
23.0 13.0 loc44
54.0 51.0 loc45
29.0 47.0 loc46
65.0 23.0 loc47
64.0 27.0 loc48
90.0 45.0 loc49
