/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.3333333333333333
/*Number of Nodes*/
175
/*The Depot*/
0.667308554702693 0.4152136829929589 depot
/*The Locations (x_coor y_coor name)*/
92.0 18.0 loc1
10.0 29.0 loc2
86.0 21.0 loc3
29.0 8.0 loc4
16.0 3.0 loc5
96.0 92.0 loc6
99.0 44.0 loc7
27.0 12.0 loc8
91.0 59.0 loc9
71.0 24.0 loc10
45.0 92.0 loc11
4.0 43.0 loc12
23.0 16.0 loc13
88.0 12.0 loc14
88.0 37.0 loc15
72.0 83.0 loc16
98.0 36.0 loc17
79.0 60.0 loc18
21.0 87.0 loc19
95.0 3.0 loc20
70.0 31.0 loc21
41.0 66.0 loc22
70.0 29.0 loc23
17.0 12.0 loc24
2.0 32.0 loc25
39.0 23.0 loc26
47.0 35.0 loc27
68.0 98.0 loc28
27.0 58.0 loc29
79.0 9.0 loc30
50.0 65.0 loc31
93.0 89.0 loc32
96.0 34.0 loc33
1.0 67.0 loc34
99.0 79.0 loc35
43.0 1.0 loc36
65.0 33.0 loc37
88.0 18.0 loc38
57.0 9.0 loc39
22.0 12.0 loc40
59.0 16.0 loc41
25.0 64.0 loc42
87.0 34.0 loc43
24.0 97.0 loc44
62.0 75.0 loc45
35.0 60.0 loc46
64.0 67.0 loc47
23.0 89.0 loc48
77.0 52.0 loc49
65.0 35.0 loc50
62.0 71.0 loc51
61.0 83.0 loc52
77.0 51.0 loc53
9.0 11.0 loc54
26.0 18.0 loc55
1.0 36.0 loc56
82.0 10.0 loc57
50.0 31.0 loc58
58.0 63.0 loc59
16.0 53.0 loc60
28.0 7.0 loc61
39.0 12.0 loc62
76.0 91.0 loc63
9.0 30.0 loc64
26.0 86.0 loc65
85.0 63.0 loc66
2.0 13.0 loc67
55.0 19.0 loc68
94.0 95.0 loc69
76.0 57.0 loc70
52.0 41.0 loc71
59.0 28.0 loc72
82.0 89.0 loc73
74.0 97.0 loc74
35.0 19.0 loc75
59.0 34.0 loc76
36.0 75.0 loc77
50.0 2.0 loc78
93.0 84.0 loc79
12.0 65.0 loc80
39.0 65.0 loc81
6.0 23.0 loc82
41.0 49.0 loc83
12.0 14.0 loc84
51.0 3.0 loc85
21.0 17.0 loc86
19.0 89.0 loc87
36.0 76.0 loc88
5.0 24.0 loc89
90.0 65.0 loc90
54.0 21.0 loc91
78.0 64.0 loc92
36.0 50.0 loc93
46.0 80.0 loc94
36.0 67.0 loc95
59.0 43.0 loc96
76.0 80.0 loc97
41.0 24.0 loc98
41.0 49.0 loc99
98.0 4.0 loc100
70.0 17.0 loc101
45.0 58.0 loc102
76.0 68.0 loc103
7.0 12.0 loc104
81.0 40.0 loc105
20.0 32.0 loc106
64.0 75.0 loc107
12.0 59.0 loc108
34.0 28.0 loc109
46.0 30.0 loc110
23.0 43.0 loc111
23.0 74.0 loc112
52.0 74.0 loc113
24.0 58.0 loc114
73.0 7.0 loc115
29.0 16.0 loc116
33.0 24.0 loc117
42.0 81.0 loc118
70.0 15.0 loc119
68.0 24.0 loc120
18.0 26.0 loc121
53.0 65.0 loc122
7.0 34.0 loc123
46.0 47.0 loc124
47.0 53.0 loc125
66.0 14.0 loc126
49.0 77.0 loc127
47.0 39.0 loc128
56.0 37.0 loc129
36.0 8.0 loc130
14.0 35.0 loc131
22.0 4.0 loc132
44.0 48.0 loc133
97.0 21.0 loc134
97.0 69.0 loc135
28.0 91.0 loc136
70.0 95.0 loc137
30.0 16.0 loc138
42.0 53.0 loc139
15.0 99.0 loc140
34.0 45.0 loc141
85.0 47.0 loc142
34.0 77.0 loc143
64.0 74.0 loc144
32.0 21.0 loc145
18.0 98.0 loc146
31.0 59.0 loc147
69.0 27.0 loc148
53.0 41.0 loc149
87.0 42.0 loc150
41.0 35.0 loc151
63.0 87.0 loc152
63.0 77.0 loc153
65.0 30.0 loc154
14.0 62.0 loc155
88.0 89.0 loc156
57.0 84.0 loc157
69.0 58.0 loc158
75.0 6.0 loc159
1.0 31.0 loc160
68.0 44.0 loc161
44.0 44.0 loc162
72.0 53.0 loc163
57.0 16.0 loc164
54.0 96.0 loc165
98.0 1.0 loc166
51.0 57.0 loc167
0.0 58.0 loc168
19.0 86.0 loc169
32.0 86.0 loc170
37.0 42.0 loc171
13.0 91.0 loc172
78.0 31.0 loc173
21.0 49.0 loc174
