/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
1.0
/*Number of Nodes*/
375
/*The Depot*/
0.3150644971532732 0.578337822317513 depot
/*The Locations (x_coor y_coor name)*/
49.0 67.0 loc1
21.0 40.0 loc2
27.0 39.0 loc3
29.0 89.0 loc4
67.0 20.0 loc5
76.0 20.0 loc6
55.0 74.0 loc7
31.0 48.0 loc8
68.0 36.0 loc9
91.0 52.0 loc10
93.0 22.0 loc11
73.0 88.0 loc12
60.0 73.0 loc13
45.0 94.0 loc14
82.0 77.0 loc15
23.0 93.0 loc16
78.0 6.0 loc17
63.0 37.0 loc18
4.0 54.0 loc19
6.0 26.0 loc20
80.0 98.0 loc21
63.0 6.0 loc22
54.0 76.0 loc23
96.0 3.0 loc24
91.0 70.0 loc25
82.0 25.0 loc26
10.0 85.0 loc27
14.0 50.0 loc28
60.0 89.0 loc29
61.0 39.0 loc30
53.0 53.0 loc31
1.0 27.0 loc32
51.0 31.0 loc33
79.0 60.0 loc34
66.0 90.0 loc35
34.0 1.0 loc36
35.0 76.0 loc37
4.0 80.0 loc38
11.0 67.0 loc39
27.0 24.0 loc40
91.0 80.0 loc41
7.0 23.0 loc42
26.0 52.0 loc43
76.0 67.0 loc44
22.0 14.0 loc45
65.0 59.0 loc46
24.0 29.0 loc47
19.0 61.0 loc48
48.0 23.0 loc49
52.0 98.0 loc50
17.0 96.0 loc51
71.0 34.0 loc52
3.0 86.0 loc53
40.0 6.0 loc54
78.0 29.0 loc55
69.0 96.0 loc56
90.0 59.0 loc57
56.0 22.0 loc58
64.0 49.0 loc59
74.0 92.0 loc60
5.0 78.0 loc61
62.0 4.0 loc62
59.0 2.0 loc63
70.0 44.0 loc64
46.0 30.0 loc65
58.0 23.0 loc66
12.0 79.0 loc67
70.0 16.0 loc68
32.0 52.0 loc69
50.0 16.0 loc70
42.0 53.0 loc71
10.0 30.0 loc72
36.0 70.0 loc73
5.0 38.0 loc74
97.0 14.0 loc75
39.0 96.0 loc76
6.0 26.0 loc77
91.0 72.0 loc78
38.0 31.0 loc79
30.0 86.0 loc80
84.0 95.0 loc81
54.0 7.0 loc82
0.0 30.0 loc83
39.0 43.0 loc84
11.0 9.0 loc85
67.0 18.0 loc86
96.0 16.0 loc87
83.0 35.0 loc88
15.0 26.0 loc89
93.0 87.0 loc90
21.0 26.0 loc91
89.0 51.0 loc92
99.0 93.0 loc93
9.0 41.0 loc94
72.0 31.0 loc95
28.0 14.0 loc96
90.0 35.0 loc97
48.0 98.0 loc98
17.0 91.0 loc99
38.0 83.0 loc100
63.0 57.0 loc101
27.0 71.0 loc102
32.0 48.0 loc103
70.0 6.0 loc104
9.0 7.0 loc105
9.0 53.0 loc106
20.0 93.0 loc107
91.0 2.0 loc108
31.0 29.0 loc109
27.0 40.0 loc110
82.0 44.0 loc111
62.0 50.0 loc112
96.0 42.0 loc113
3.0 3.0 loc114
55.0 6.0 loc115
24.0 69.0 loc116
60.0 50.0 loc117
17.0 37.0 loc118
29.0 59.0 loc119
49.0 3.0 loc120
5.0 33.0 loc121
16.0 84.0 loc122
18.0 95.0 loc123
57.0 20.0 loc124
78.0 63.0 loc125
50.0 33.0 loc126
36.0 5.0 loc127
50.0 10.0 loc128
43.0 83.0 loc129
91.0 56.0 loc130
6.0 17.0 loc131
83.0 73.0 loc132
30.0 58.0 loc133
46.0 94.0 loc134
93.0 91.0 loc135
74.0 23.0 loc136
7.0 99.0 loc137
43.0 75.0 loc138
42.0 29.0 loc139
7.0 70.0 loc140
17.0 66.0 loc141
81.0 68.0 loc142
6.0 15.0 loc143
10.0 34.0 loc144
18.0 59.0 loc145
21.0 76.0 loc146
61.0 97.0 loc147
0.0 6.0 loc148
90.0 62.0 loc149
45.0 76.0 loc150
34.0 98.0 loc151
34.0 94.0 loc152
60.0 66.0 loc153
42.0 20.0 loc154
46.0 89.0 loc155
12.0 95.0 loc156
35.0 55.0 loc157
17.0 21.0 loc158
28.0 36.0 loc159
68.0 79.0 loc160
94.0 17.0 loc161
53.0 90.0 loc162
45.0 79.0 loc163
16.0 56.0 loc164
55.0 41.0 loc165
22.0 73.0 loc166
21.0 79.0 loc167
62.0 70.0 loc168
59.0 69.0 loc169
80.0 33.0 loc170
28.0 89.0 loc171
62.0 3.0 loc172
36.0 30.0 loc173
17.0 51.0 loc174
89.0 82.0 loc175
54.0 37.0 loc176
49.0 91.0 loc177
2.0 95.0 loc178
54.0 10.0 loc179
29.0 87.0 loc180
73.0 20.0 loc181
82.0 14.0 loc182
1.0 50.0 loc183
