/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.3333333333333333
/*Number of Nodes*/
375
/*The Depot*/
0.6160114542354039 0.8025763616319144 depot
/*The Locations (x_coor y_coor name)*/
95.0 19.0 loc1
85.0 15.0 loc2
52.0 65.0 loc3
78.0 54.0 loc4
0.0 28.0 loc5
91.0 29.0 loc6
6.0 23.0 loc7
98.0 38.0 loc8
84.0 79.0 loc9
64.0 30.0 loc10
8.0 49.0 loc11
77.0 33.0 loc12
53.0 91.0 loc13
39.0 34.0 loc14
13.0 69.0 loc15
67.0 90.0 loc16
67.0 30.0 loc17
16.0 42.0 loc18
18.0 36.0 loc19
58.0 62.0 loc20
92.0 89.0 loc21
30.0 21.0 loc22
13.0 50.0 loc23
48.0 34.0 loc24
92.0 34.0 loc25
97.0 28.0 loc26
12.0 81.0 loc27
68.0 31.0 loc28
69.0 79.0 loc29
89.0 84.0 loc30
87.0 13.0 loc31
40.0 23.0 loc32
36.0 75.0 loc33
61.0 7.0 loc34
21.0 83.0 loc35
12.0 91.0 loc36
45.0 66.0 loc37
56.0 93.0 loc38
66.0 88.0 loc39
97.0 64.0 loc40
82.0 2.0 loc41
62.0 27.0 loc42
11.0 37.0 loc43
86.0 20.0 loc44
97.0 78.0 loc45
20.0 39.0 loc46
64.0 54.0 loc47
90.0 56.0 loc48
49.0 67.0 loc49
55.0 68.0 loc50
13.0 52.0 loc51
20.0 93.0 loc52
96.0 82.0 loc53
52.0 20.0 loc54
73.0 4.0 loc55
61.0 65.0 loc56
71.0 87.0 loc57
79.0 10.0 loc58
45.0 91.0 loc59
61.0 20.0 loc60
88.0 38.0 loc61
27.0 27.0 loc62
45.0 55.0 loc63
49.0 46.0 loc64
14.0 1.0 loc65
31.0 23.0 loc66
1.0 62.0 loc67
78.0 69.0 loc68
56.0 66.0 loc69
43.0 87.0 loc70
13.0 7.0 loc71
32.0 0.0 loc72
86.0 32.0 loc73
23.0 74.0 loc74
9.0 81.0 loc75
83.0 28.0 loc76
14.0 71.0 loc77
50.0 78.0 loc78
66.0 96.0 loc79
94.0 88.0 loc80
71.0 50.0 loc81
40.0 94.0 loc82
42.0 49.0 loc83
6.0 98.0 loc84
45.0 78.0 loc85
40.0 95.0 loc86
39.0 15.0 loc87
54.0 42.0 loc88
31.0 2.0 loc89
70.0 24.0 loc90
93.0 67.0 loc91
90.0 12.0 loc92
63.0 10.0 loc93
46.0 19.0 loc94
14.0 93.0 loc95
67.0 42.0 loc96
21.0 58.0 loc97
43.0 19.0 loc98
52.0 21.0 loc99
24.0 80.0 loc100
16.0 18.0 loc101
44.0 54.0 loc102
71.0 82.0 loc103
12.0 6.0 loc104
10.0 0.0 loc105
38.0 94.0 loc106
83.0 27.0 loc107
29.0 99.0 loc108
48.0 71.0 loc109
95.0 61.0 loc110
54.0 18.0 loc111
73.0 21.0 loc112
47.0 76.0 loc113
99.0 47.0 loc114
87.0 94.0 loc115
44.0 76.0 loc116
83.0 61.0 loc117
27.0 29.0 loc118
29.0 11.0 loc119
40.0 52.0 loc120
56.0 24.0 loc121
80.0 13.0 loc122
63.0 82.0 loc123
79.0 69.0 loc124
71.0 61.0 loc125
92.0 30.0 loc126
54.0 47.0 loc127
36.0 12.0 loc128
2.0 9.0 loc129
85.0 66.0 loc130
99.0 9.0 loc131
18.0 58.0 loc132
92.0 80.0 loc133
16.0 80.0 loc134
36.0 30.0 loc135
63.0 85.0 loc136
56.0 15.0 loc137
34.0 69.0 loc138
39.0 97.0 loc139
38.0 34.0 loc140
43.0 86.0 loc141
6.0 92.0 loc142
82.0 21.0 loc143
97.0 23.0 loc144
24.0 49.0 loc145
53.0 76.0 loc146
91.0 9.0 loc147
59.0 1.0 loc148
95.0 42.0 loc149
63.0 35.0 loc150
53.0 35.0 loc151
45.0 76.0 loc152
82.0 76.0 loc153
52.0 66.0 loc154
37.0 43.0 loc155
37.0 95.0 loc156
25.0 75.0 loc157
84.0 17.0 loc158
66.0 74.0 loc159
86.0 39.0 loc160
11.0 67.0 loc161
14.0 37.0 loc162
25.0 81.0 loc163
21.0 97.0 loc164
10.0 96.0 loc165
69.0 73.0 loc166
32.0 62.0 loc167
55.0 98.0 loc168
79.0 5.0 loc169
93.0 56.0 loc170
54.0 19.0 loc171
83.0 64.0 loc172
11.0 95.0 loc173
27.0 11.0 loc174
17.0 24.0 loc175
0.0 64.0 loc176
6.0 4.0 loc177
36.0 25.0 loc178
55.0 19.0 loc179
97.0 66.0 loc180
43.0 70.0 loc181
22.0 0.0 loc182
97.0 79.0 loc183
79.0 50.0 loc184
6.0 79.0 loc185
66.0 39.0 loc186
66.0 68.0 loc187
78.0 99.0 loc188
92.0 0.0 loc189
94.0 91.0 loc190
61.0 98.0 loc191
80.0 72.0 loc192
58.0 4.0 loc193
88.0 8.0 loc194
21.0 38.0 loc195
31.0 53.0 loc196
37.0 27.0 loc197
69.0 51.0 loc198
44.0 51.0 loc199
66.0 73.0 loc200
23.0 13.0 loc201
54.0 51.0 loc202
29.0 47.0 loc203
65.0 23.0 loc204
64.0 27.0 loc205
90.0 45.0 loc206
36.0 4.0 loc207
52.0 6.0 loc208
89.0 2.0 loc209
58.0 69.0 loc210
37.0 71.0 loc211
36.0 70.0 loc212
93.0 28.0 loc213
94.0 13.0 loc214
88.0 64.0 loc215
77.0 94.0 loc216
90.0 77.0 loc217
66.0 63.0 loc218
22.0 57.0 loc219
96.0 33.0 loc220
0.0 43.0 loc221
82.0 1.0 loc222
98.0 70.0 loc223
26.0 15.0 loc224
89.0 15.0 loc225
25.0 74.0 loc226
97.0 20.0 loc227
86.0 36.0 loc228
65.0 93.0 loc229
58.0 79.0 loc230
98.0 88.0 loc231
30.0 9.0 loc232
64.0 12.0 loc233
54.0 21.0 loc234
47.0 7.0 loc235
35.0 91.0 loc236
27.0 25.0 loc237
99.0 71.0 loc238
5.0 29.0 loc239
8.0 93.0 loc240
10.0 27.0 loc241
45.0 9.0 loc242
74.0 19.0 loc243
22.0 35.0 loc244
23.0 70.0 loc245
73.0 42.0 loc246
54.0 54.0 loc247
35.0 50.0 loc248
56.0 37.0 loc249
53.0 3.0 loc250
30.0 59.0 loc251
37.0 89.0 loc252
73.0 41.0 loc253
49.0 75.0 loc254
35.0 83.0 loc255
3.0 31.0 loc256
98.0 65.0 loc257
8.0 80.0 loc258
4.0 27.0 loc259
21.0 71.0 loc260
87.0 18.0 loc261
74.0 44.0 loc262
24.0 91.0 loc263
86.0 43.0 loc264
26.0 78.0 loc265
59.0 50.0 loc266
3.0 95.0 loc267
96.0 5.0 loc268
22.0 10.0 loc269
87.0 48.0 loc270
97.0 2.0 loc271
4.0 82.0 loc272
11.0 50.0 loc273
23.0 81.0 loc274
67.0 15.0 loc275
13.0 13.0 loc276
83.0 89.0 loc277
78.0 66.0 loc278
24.0 53.0 loc279
81.0 89.0 loc280
54.0 0.0 loc281
13.0 34.0 loc282
48.0 62.0 loc283
71.0 62.0 loc284
15.0 29.0 loc285
41.0 32.0 loc286
83.0 5.0 loc287
54.0 17.0 loc288
40.0 70.0 loc289
69.0 61.0 loc290
22.0 42.0 loc291
0.0 81.0 loc292
41.0 61.0 loc293
44.0 68.0 loc294
5.0 61.0 loc295
3.0 42.0 loc296
41.0 70.0 loc297
23.0 40.0 loc298
51.0 48.0 loc299
98.0 57.0 loc300
19.0 70.0 loc301
88.0 97.0 loc302
45.0 76.0 loc303
96.0 41.0 loc304
10.0 68.0 loc305
39.0 28.0 loc306
19.0 69.0 loc307
44.0 34.0 loc308
72.0 84.0 loc309
9.0 50.0 loc310
0.0 56.0 loc311
35.0 69.0 loc312
86.0 53.0 loc313
96.0 30.0 loc314
61.0 34.0 loc315
77.0 16.0 loc316
70.0 36.0 loc317
84.0 1.0 loc318
82.0 67.0 loc319
20.0 33.0 loc320
67.0 21.0 loc321
20.0 90.0 loc322
68.0 65.0 loc323
55.0 68.0 loc324
65.0 34.0 loc325
88.0 48.0 loc326
17.0 85.0 loc327
91.0 43.0 loc328
42.0 97.0 loc329
8.0 33.0 loc330
50.0 70.0 loc331
16.0 51.0 loc332
97.0 96.0 loc333
8.0 14.0 loc334
32.0 27.0 loc335
65.0 62.0 loc336
33.0 80.0 loc337
61.0 35.0 loc338
42.0 11.0 loc339
27.0 72.0 loc340
70.0 9.0 loc341
94.0 37.0 loc342
87.0 60.0 loc343
58.0 19.0 loc344
47.0 57.0 loc345
32.0 60.0 loc346
42.0 86.0 loc347
87.0 81.0 loc348
82.0 30.0 loc349
56.0 1.0 loc350
41.0 22.0 loc351
74.0 82.0 loc352
64.0 42.0 loc353
61.0 99.0 loc354
92.0 69.0 loc355
86.0 21.0 loc356
29.0 47.0 loc357
79.0 3.0 loc358
8.0 69.0 loc359
63.0 10.0 loc360
99.0 10.0 loc361
56.0 93.0 loc362
81.0 72.0 loc363
70.0 6.0 loc364
8.0 53.0 loc365
81.0 66.0 loc366
25.0 38.0 loc367
85.0 36.0 loc368
78.0 47.0 loc369
82.0 74.0 loc370
28.0 29.0 loc371
14.0 43.0 loc372
2.0 44.0 loc373
25.0 49.0 loc374
