/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
75
/*The Depot*/
0.17764354767093782 0.231772295406649 depot
/*The Locations (x_coor y_coor name)*/
52.0 30.0 loc1
16.0 0.0 loc2
56.0 55.0 loc3
2.0 44.0 loc4
82.0 65.0 loc5
25.0 75.0 loc6
29.0 80.0 loc7
27.0 0.0 loc8
28.0 52.0 loc9
20.0 96.0 loc10
94.0 40.0 loc11
18.0 17.0 loc12
48.0 94.0 loc13
8.0 83.0 loc14
40.0 45.0 loc15
1.0 1.0 loc16
69.0 6.0 loc17
72.0 3.0 loc18
89.0 0.0 loc19
69.0 16.0 loc20
14.0 71.0 loc21
31.0 47.0 loc22
20.0 81.0 loc23
80.0 91.0 loc24
90.0 20.0 loc25
49.0 96.0 loc26
33.0 99.0 loc27
10.0 48.0 loc28
50.0 76.0 loc29
28.0 75.0 loc30
11.0 39.0 loc31
64.0 95.0 loc32
8.0 65.0 loc33
95.0 33.0 loc34
52.0 95.0 loc35
48.0 61.0 loc36
7.0 18.0 loc37
81.0 84.0 loc38
28.0 24.0 loc39
86.0 9.0 loc40
20.0 2.0 loc41
28.0 49.0 loc42
18.0 63.0 loc43
25.0 80.0 loc44
50.0 60.0 loc45
62.0 2.0 loc46
77.0 73.0 loc47
54.0 6.0 loc48
18.0 75.0 loc49
31.0 34.0 loc50
71.0 32.0 loc51
12.0 4.0 loc52
51.0 37.0 loc53
56.0 94.0 loc54
68.0 6.0 loc55
57.0 34.0 loc56
67.0 77.0 loc57
97.0 48.0 loc58
60.0 81.0 loc59
47.0 48.0 loc60
4.0 98.0 loc61
32.0 67.0 loc62
28.0 84.0 loc63
60.0 38.0 loc64
95.0 48.0 loc65
51.0 23.0 loc66
9.0 34.0 loc67
80.0 29.0 loc68
48.0 19.0 loc69
1.0 87.0 loc70
73.0 27.0 loc71
18.0 41.0 loc72
71.0 25.0 loc73
0.0 52.0 loc74
