/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.3333333333333333
/*Number of Nodes*/
250
/*The Depot*/
0.34129991822453065 0.7894351410286806 depot
/*The Locations (x_coor y_coor name)*/
78.0 54.0 loc1
0.0 28.0 loc2
91.0 29.0 loc3
6.0 23.0 loc4
98.0 38.0 loc5
84.0 79.0 loc6
64.0 30.0 loc7
8.0 49.0 loc8
77.0 33.0 loc9
53.0 91.0 loc10
39.0 34.0 loc11
13.0 69.0 loc12
67.0 90.0 loc13
67.0 30.0 loc14
16.0 42.0 loc15
18.0 36.0 loc16
58.0 62.0 loc17
92.0 89.0 loc18
30.0 21.0 loc19
13.0 50.0 loc20
48.0 34.0 loc21
92.0 34.0 loc22
97.0 28.0 loc23
12.0 81.0 loc24
68.0 31.0 loc25
69.0 79.0 loc26
89.0 84.0 loc27
87.0 13.0 loc28
40.0 23.0 loc29
36.0 75.0 loc30
61.0 7.0 loc31
21.0 83.0 loc32
12.0 91.0 loc33
45.0 66.0 loc34
56.0 93.0 loc35
66.0 88.0 loc36
97.0 64.0 loc37
82.0 2.0 loc38
62.0 27.0 loc39
11.0 37.0 loc40
86.0 20.0 loc41
97.0 78.0 loc42
20.0 39.0 loc43
64.0 54.0 loc44
90.0 56.0 loc45
49.0 67.0 loc46
55.0 68.0 loc47
13.0 52.0 loc48
20.0 93.0 loc49
96.0 82.0 loc50
52.0 20.0 loc51
73.0 4.0 loc52
61.0 65.0 loc53
71.0 87.0 loc54
79.0 10.0 loc55
45.0 91.0 loc56
61.0 20.0 loc57
88.0 38.0 loc58
27.0 27.0 loc59
45.0 55.0 loc60
49.0 46.0 loc61
14.0 1.0 loc62
31.0 23.0 loc63
1.0 62.0 loc64
78.0 69.0 loc65
56.0 66.0 loc66
43.0 87.0 loc67
13.0 7.0 loc68
32.0 0.0 loc69
86.0 32.0 loc70
23.0 74.0 loc71
9.0 81.0 loc72
83.0 28.0 loc73
14.0 71.0 loc74
50.0 78.0 loc75
66.0 96.0 loc76
94.0 88.0 loc77
71.0 50.0 loc78
40.0 94.0 loc79
42.0 49.0 loc80
6.0 98.0 loc81
45.0 78.0 loc82
40.0 95.0 loc83
39.0 15.0 loc84
54.0 42.0 loc85
31.0 2.0 loc86
70.0 24.0 loc87
93.0 67.0 loc88
90.0 12.0 loc89
63.0 10.0 loc90
46.0 19.0 loc91
14.0 93.0 loc92
67.0 42.0 loc93
21.0 58.0 loc94
43.0 19.0 loc95
52.0 21.0 loc96
24.0 80.0 loc97
16.0 18.0 loc98
44.0 54.0 loc99
71.0 82.0 loc100
12.0 6.0 loc101
10.0 0.0 loc102
38.0 94.0 loc103
83.0 27.0 loc104
29.0 99.0 loc105
48.0 71.0 loc106
95.0 61.0 loc107
54.0 18.0 loc108
73.0 21.0 loc109
47.0 76.0 loc110
99.0 47.0 loc111
87.0 94.0 loc112
44.0 76.0 loc113
83.0 61.0 loc114
27.0 29.0 loc115
29.0 11.0 loc116
40.0 52.0 loc117
56.0 24.0 loc118
80.0 13.0 loc119
63.0 82.0 loc120
79.0 69.0 loc121
71.0 61.0 loc122
92.0 30.0 loc123
54.0 47.0 loc124
36.0 12.0 loc125
2.0 9.0 loc126
85.0 66.0 loc127
99.0 9.0 loc128
18.0 58.0 loc129
92.0 80.0 loc130
16.0 80.0 loc131
36.0 30.0 loc132
63.0 85.0 loc133
56.0 15.0 loc134
34.0 69.0 loc135
39.0 97.0 loc136
38.0 34.0 loc137
43.0 86.0 loc138
6.0 92.0 loc139
82.0 21.0 loc140
97.0 23.0 loc141
24.0 49.0 loc142
53.0 76.0 loc143
91.0 9.0 loc144
59.0 1.0 loc145
95.0 42.0 loc146
63.0 35.0 loc147
53.0 35.0 loc148
45.0 76.0 loc149
82.0 76.0 loc150
52.0 66.0 loc151
37.0 43.0 loc152
37.0 95.0 loc153
25.0 75.0 loc154
84.0 17.0 loc155
66.0 74.0 loc156
86.0 39.0 loc157
11.0 67.0 loc158
14.0 37.0 loc159
25.0 81.0 loc160
21.0 97.0 loc161
10.0 96.0 loc162
69.0 73.0 loc163
32.0 62.0 loc164
55.0 98.0 loc165
79.0 5.0 loc166
93.0 56.0 loc167
54.0 19.0 loc168
83.0 64.0 loc169
11.0 95.0 loc170
27.0 11.0 loc171
17.0 24.0 loc172
0.0 64.0 loc173
6.0 4.0 loc174
36.0 25.0 loc175
55.0 19.0 loc176
97.0 66.0 loc177
43.0 70.0 loc178
22.0 0.0 loc179
97.0 79.0 loc180
79.0 50.0 loc181
6.0 79.0 loc182
66.0 39.0 loc183
66.0 68.0 loc184
78.0 99.0 loc185
92.0 0.0 loc186
94.0 91.0 loc187
