/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
1.0
/*Number of Nodes*/
175
/*The Depot*/
0.4817690370938902 0.7944922019523596 depot
/*The Locations (x_coor y_coor name)*/
58.0 78.0 loc1
43.0 56.0 loc2
53.0 59.0 loc3
42.0 95.0 loc4
99.0 74.0 loc5
91.0 6.0 loc6
62.0 79.0 loc7
43.0 57.0 loc8
66.0 61.0 loc9
40.0 99.0 loc10
9.0 79.0 loc11
14.0 97.0 loc12
17.0 58.0 loc13
34.0 9.0 loc14
50.0 50.0 loc15
18.0 13.0 loc16
23.0 11.0 loc17
48.0 84.0 loc18
31.0 39.0 loc19
82.0 33.0 loc20
29.0 11.0 loc21
7.0 0.0 loc22
17.0 32.0 loc23
48.0 22.0 loc24
94.0 78.0 loc25
83.0 12.0 loc26
28.0 48.0 loc27
1.0 35.0 loc28
91.0 30.0 loc29
99.0 39.0 loc30
74.0 75.0 loc31
22.0 13.0 loc32
71.0 93.0 loc33
19.0 15.0 loc34
32.0 68.0 loc35
6.0 9.0 loc36
23.0 24.0 loc37
52.0 82.0 loc38
63.0 79.0 loc39
17.0 14.0 loc40
14.0 87.0 loc41
60.0 13.0 loc42
83.0 56.0 loc43
66.0 4.0 loc44
93.0 35.0 loc45
61.0 5.0 loc46
11.0 0.0 loc47
65.0 33.0 loc48
48.0 90.0 loc49
98.0 41.0 loc50
95.0 81.0 loc51
97.0 29.0 loc52
71.0 59.0 loc53
89.0 55.0 loc54
56.0 60.0 loc55
54.0 71.0 loc56
65.0 36.0 loc57
10.0 31.0 loc58
43.0 43.0 loc59
56.0 68.0 loc60
36.0 62.0 loc61
10.0 86.0 loc62
54.0 37.0 loc63
42.0 57.0 loc64
43.0 81.0 loc65
23.0 96.0 loc66
24.0 6.0 loc67
76.0 50.0 loc68
66.0 21.0 loc69
10.0 4.0 loc70
21.0 54.0 loc71
29.0 74.0 loc72
68.0 70.0 loc73
72.0 66.0 loc74
71.0 77.0 loc75
72.0 47.0 loc76
40.0 85.0 loc77
60.0 75.0 loc78
93.0 97.0 loc79
54.0 25.0 loc80
83.0 10.0 loc81
92.0 78.0 loc82
12.0 77.0 loc83
6.0 59.0 loc84
63.0 3.0 loc85
72.0 47.0 loc86
36.0 29.0 loc87
59.0 56.0 loc88
79.0 91.0 loc89
84.0 61.0 loc90
39.0 65.0 loc91
81.0 13.0 loc92
40.0 38.0 loc93
25.0 26.0 loc94
38.0 49.0 loc95
44.0 85.0 loc96
46.0 85.0 loc97
92.0 47.0 loc98
42.0 28.0 loc99
3.0 78.0 loc100
0.0 80.0 loc101
33.0 31.0 loc102
36.0 35.0 loc103
46.0 31.0 loc104
86.0 5.0 loc105
93.0 68.0 loc106
40.0 28.0 loc107
16.0 82.0 loc108
98.0 20.0 loc109
35.0 91.0 loc110
37.0 57.0 loc111
29.0 92.0 loc112
14.0 22.0 loc113
99.0 18.0 loc114
62.0 32.0 loc115
48.0 94.0 loc116
15.0 32.0 loc117
42.0 21.0 loc118
62.0 82.0 loc119
10.0 72.0 loc120
1.0 35.0 loc121
66.0 95.0 loc122
21.0 61.0 loc123
5.0 57.0 loc124
4.0 51.0 loc125
52.0 81.0 loc126
32.0 52.0 loc127
13.0 52.0 loc128
40.0 45.0 loc129
60.0 31.0 loc130
96.0 64.0 loc131
89.0 54.0 loc132
69.0 99.0 loc133
35.0 31.0 loc134
76.0 78.0 loc135
94.0 15.0 loc136
31.0 77.0 loc137
21.0 28.0 loc138
78.0 18.0 loc139
3.0 44.0 loc140
79.0 71.0 loc141
3.0 60.0 loc142
77.0 99.0 loc143
55.0 91.0 loc144
47.0 67.0 loc145
25.0 7.0 loc146
73.0 69.0 loc147
53.0 20.0 loc148
46.0 9.0 loc149
72.0 97.0 loc150
41.0 88.0 loc151
3.0 39.0 loc152
37.0 99.0 loc153
5.0 68.0 loc154
83.0 4.0 loc155
98.0 57.0 loc156
3.0 16.0 loc157
19.0 9.0 loc158
91.0 9.0 loc159
27.0 58.0 loc160
97.0 83.0 loc161
29.0 1.0 loc162
4.0 3.0 loc163
97.0 94.0 loc164
22.0 78.0 loc165
37.0 34.0 loc166
45.0 64.0 loc167
72.0 42.0 loc168
91.0 5.0 loc169
82.0 1.0 loc170
5.0 62.0 loc171
3.0 73.0 loc172
15.0 51.0 loc173
18.0 83.0 loc174
