/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.3333333333333333
/*Number of Nodes*/
500
/*The Depot*/
0.8272248866054869 0.5282543491695095 depot
/*The Locations (x_coor y_coor name)*/
30.0 25.0 loc1
15.0 11.0 loc2
33.0 22.0 loc3
29.0 94.0 loc4
12.0 41.0 loc5
66.0 95.0 loc6
20.0 43.0 loc7
23.0 46.0 loc8
71.0 5.0 loc9
92.0 32.0 loc10
80.0 26.0 loc11
0.0 36.0 loc12
32.0 40.0 loc13
25.0 10.0 loc14
36.0 29.0 loc15
43.0 84.0 loc16
43.0 0.0 loc17
67.0 41.0 loc18
92.0 83.0 loc19
9.0 50.0 loc20
69.0 70.0 loc21
89.0 75.0 loc22
40.0 35.0 loc23
19.0 40.0 loc24
91.0 24.0 loc25
78.0 58.0 loc26
31.0 78.0 loc27
27.0 14.0 loc28
77.0 38.0 loc29
53.0 97.0 loc30
40.0 91.0 loc31
55.0 10.0 loc32
80.0 95.0 loc33
94.0 40.0 loc34
56.0 7.0 loc35
66.0 75.0 loc36
8.0 26.0 loc37
44.0 90.0 loc38
73.0 42.0 loc39
56.0 55.0 loc40
21.0 56.0 loc41
0.0 36.0 loc42
1.0 38.0 loc43
61.0 91.0 loc44
70.0 98.0 loc45
32.0 93.0 loc46
36.0 29.0 loc47
66.0 31.0 loc48
65.0 5.0 loc49
33.0 17.0 loc50
33.0 57.0 loc51
45.0 52.0 loc52
20.0 64.0 loc53
87.0 68.0 loc54
25.0 45.0 loc55
81.0 75.0 loc56
78.0 53.0 loc57
36.0 65.0 loc58
29.0 10.0 loc59
88.0 33.0 loc60
93.0 73.0 loc61
45.0 29.0 loc62
80.0 68.0 loc63
99.0 95.0 loc64
90.0 87.0 loc65
27.0 60.0 loc66
2.0 40.0 loc67
21.0 45.0 loc68
76.0 57.0 loc69
94.0 40.0 loc70
81.0 18.0 loc71
44.0 96.0 loc72
96.0 56.0 loc73
97.0 99.0 loc74
12.0 38.0 loc75
57.0 78.0 loc76
8.0 86.0 loc77
12.0 14.0 loc78
31.0 20.0 loc79
79.0 22.0 loc80
67.0 84.0 loc81
24.0 52.0 loc82
71.0 25.0 loc83
5.0 54.0 loc84
22.0 51.0 loc85
14.0 71.0 loc86
24.0 18.0 loc87
55.0 27.0 loc88
25.0 8.0 loc89
64.0 11.0 loc90
69.0 10.0 loc91
28.0 69.0 loc92
46.0 50.0 loc93
65.0 76.0 loc94
37.0 93.0 loc95
98.0 48.0 loc96
96.0 40.0 loc97
33.0 18.0 loc98
53.0 89.0 loc99
84.0 12.0 loc100
56.0 46.0 loc101
74.0 68.0 loc102
84.0 0.0 loc103
26.0 66.0 loc104
23.0 18.0 loc105
95.0 4.0 loc106
73.0 73.0 loc107
45.0 78.0 loc108
22.0 56.0 loc109
41.0 46.0 loc110
31.0 7.0 loc111
0.0 98.0 loc112
17.0 8.0 loc113
72.0 86.0 loc114
0.0 54.0 loc115
71.0 69.0 loc116
4.0 44.0 loc117
62.0 73.0 loc118
21.0 78.0 loc119
63.0 35.0 loc120
76.0 73.0 loc121
12.0 48.0 loc122
95.0 21.0 loc123
23.0 89.0 loc124
70.0 97.0 loc125
7.0 41.0 loc126
5.0 61.0 loc127
68.0 71.0 loc128
34.0 39.0 loc129
8.0 67.0 loc130
35.0 49.0 loc131
18.0 99.0 loc132
93.0 24.0 loc133
19.0 99.0 loc134
68.0 59.0 loc135
56.0 29.0 loc136
23.0 58.0 loc137
3.0 43.0 loc138
24.0 8.0 loc139
27.0 10.0 loc140
81.0 40.0 loc141
59.0 61.0 loc142
50.0 49.0 loc143
32.0 23.0 loc144
71.0 82.0 loc145
70.0 50.0 loc146
95.0 50.0 loc147
28.0 5.0 loc148
99.0 87.0 loc149
88.0 29.0 loc150
68.0 35.0 loc151
90.0 84.0 loc152
55.0 40.0 loc153
90.0 66.0 loc154
51.0 16.0 loc155
61.0 49.0 loc156
47.0 13.0 loc157
17.0 89.0 loc158
31.0 26.0 loc159
58.0 22.0 loc160
88.0 96.0 loc161
44.0 19.0 loc162
79.0 69.0 loc163
15.0 95.0 loc164
49.0 79.0 loc165
1.0 9.0 loc166
46.0 49.0 loc167
89.0 56.0 loc168
70.0 35.0 loc169
43.0 5.0 loc170
69.0 15.0 loc171
45.0 71.0 loc172
35.0 49.0 loc173
22.0 30.0 loc174
31.0 83.0 loc175
18.0 68.0 loc176
9.0 42.0 loc177
81.0 37.0 loc178
36.0 54.0 loc179
73.0 97.0 loc180
21.0 24.0 loc181
62.0 88.0 loc182
22.0 66.0 loc183
61.0 69.0 loc184
47.0 47.0 loc185
81.0 8.0 loc186
90.0 19.0 loc187
10.0 63.0 loc188
19.0 47.0 loc189
85.0 76.0 loc190
67.0 57.0 loc191
98.0 6.0 loc192
35.0 31.0 loc193
41.0 97.0 loc194
85.0 40.0 loc195
19.0 63.0 loc196
66.0 49.0 loc197
4.0 61.0 loc198
91.0 99.0 loc199
22.0 80.0 loc200
33.0 62.0 loc201
80.0 30.0 loc202
29.0 30.0 loc203
66.0 37.0 loc204
2.0 36.0 loc205
43.0 10.0 loc206
26.0 17.0 loc207
28.0 54.0 loc208
12.0 87.0 loc209
76.0 91.0 loc210
67.0 69.0 loc211
88.0 46.0 loc212
24.0 66.0 loc213
14.0 62.0 loc214
25.0 22.0 loc215
43.0 95.0 loc216
90.0 69.0 loc217
25.0 48.0 loc218
63.0 41.0 loc219
47.0 37.0 loc220
76.0 54.0 loc221
66.0 57.0 loc222
85.0 65.0 loc223
54.0 30.0 loc224
65.0 35.0 loc225
99.0 6.0 loc226
9.0 0.0 loc227
50.0 68.0 loc228
11.0 88.0 loc229
60.0 48.0 loc230
17.0 76.0 loc231
97.0 20.0 loc232
65.0 26.0 loc233
3.0 62.0 loc234
43.0 16.0 loc235
94.0 31.0 loc236
45.0 32.0 loc237
20.0 57.0 loc238
99.0 74.0 loc239
74.0 73.0 loc240
18.0 54.0 loc241
21.0 15.0 loc242
96.0 44.0 loc243
79.0 75.0 loc244
7.0 54.0 loc245
63.0 98.0 loc246
7.0 45.0 loc247
56.0 14.0 loc248
18.0 0.0 loc249
58.0 79.0 loc250
89.0 31.0 loc251
42.0 63.0 loc252
