/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
500
/*The Depot*/
0.7442081089879087 0.06297940516662592 depot
/*The Locations (x_coor y_coor name)*/
33.0 29.0 loc1
23.0 76.0 loc2
68.0 73.0 loc3
84.0 9.0 loc4
43.0 76.0 loc5
74.0 52.0 loc6
37.0 27.0 loc7
43.0 66.0 loc8
67.0 28.0 loc9
1.0 17.0 loc10
36.0 5.0 loc11
93.0 96.0 loc12
9.0 54.0 loc13
28.0 90.0 loc14
20.0 78.0 loc15
74.0 31.0 loc16
6.0 77.0 loc17
80.0 39.0 loc18
5.0 43.0 loc19
37.0 28.0 loc20
64.0 65.0 loc21
16.0 39.0 loc22
48.0 34.0 loc23
65.0 58.0 loc24
45.0 4.0 loc25
47.0 97.0 loc26
71.0 81.0 loc27
80.0 87.0 loc28
43.0 92.0 loc29
70.0 84.0 loc30
26.0 37.0 loc31
46.0 5.0 loc32
92.0 34.0 loc33
95.0 32.0 loc34
71.0 49.0 loc35
69.0 23.0 loc36
39.0 51.0 loc37
33.0 88.0 loc38
26.0 78.0 loc39
76.0 91.0 loc40
41.0 90.0 loc41
76.0 64.0 loc42
53.0 58.0 loc43
86.0 15.0 loc44
88.0 83.0 loc45
86.0 54.0 loc46
49.0 63.0 loc47
36.0 58.0 loc48
71.0 68.0 loc49
19.0 19.0 loc50
90.0 30.0 loc51
64.0 54.0 loc52
32.0 71.0 loc53
45.0 72.0 loc54
26.0 74.0 loc55
94.0 33.0 loc56
99.0 96.0 loc57
85.0 78.0 loc58
87.0 52.0 loc59
2.0 62.0 loc60
93.0 70.0 loc61
75.0 28.0 loc62
67.0 91.0 loc63
35.0 58.0 loc64
50.0 11.0 loc65
74.0 74.0 loc66
23.0 31.0 loc67
41.0 97.0 loc68
34.0 94.0 loc69
24.0 34.0 loc70
1.0 71.0 loc71
87.0 68.0 loc72
89.0 50.0 loc73
7.0 32.0 loc74
19.0 8.0 loc75
14.0 50.0 loc76
38.0 5.0 loc77
53.0 95.0 loc78
15.0 66.0 loc79
95.0 81.0 loc80
47.0 67.0 loc81
63.0 55.0 loc82
25.0 39.0 loc83
41.0 79.0 loc84
14.0 50.0 loc85
86.0 7.0 loc86
65.0 49.0 loc87
44.0 20.0 loc88
37.0 22.0 loc89
4.0 46.0 loc90
91.0 94.0 loc91
54.0 84.0 loc92
43.0 4.0 loc93
64.0 51.0 loc94
46.0 43.0 loc95
82.0 87.0 loc96
8.0 53.0 loc97
30.0 58.0 loc98
72.0 56.0 loc99
47.0 42.0 loc100
88.0 25.0 loc101
