/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.3333333333333333
/*Number of Nodes*/
500
/*The Depot*/
0.7156108763532503 0.35031925383429996 depot
/*The Locations (x_coor y_coor name)*/
12.0 15.0 loc1
70.0 35.0 loc2
7.0 66.0 loc3
80.0 20.0 loc4
71.0 60.0 loc5
9.0 25.0 loc6
92.0 74.0 loc7
64.0 31.0 loc8
81.0 54.0 loc9
26.0 14.0 loc10
71.0 29.0 loc11
0.0 37.0 loc12
5.0 97.0 loc13
36.0 44.0 loc14
53.0 64.0 loc15
17.0 50.0 loc16
83.0 66.0 loc17
9.0 3.0 loc18
2.0 21.0 loc19
89.0 30.0 loc20
39.0 68.0 loc21
20.0 61.0 loc22
22.0 53.0 loc23
84.0 6.0 loc24
65.0 56.0 loc25
73.0 28.0 loc26
56.0 46.0 loc27
39.0 99.0 loc28
34.0 27.0 loc29
40.0 21.0 loc30
77.0 28.0 loc31
97.0 55.0 loc32
65.0 56.0 loc33
33.0 0.0 loc34
28.0 74.0 loc35
52.0 37.0 loc36
59.0 16.0 loc37
13.0 39.0 loc38
33.0 8.0 loc39
88.0 70.0 loc40
61.0 48.0 loc41
63.0 78.0 loc42
73.0 63.0 loc43
87.0 84.0 loc44
61.0 71.0 loc45
68.0 10.0 loc46
63.0 86.0 loc47
2.0 64.0 loc48
5.0 7.0 loc49
63.0 32.0 loc50
78.0 9.0 loc51
34.0 61.0 loc52
78.0 54.0 loc53
14.0 88.0 loc54
52.0 10.0 loc55
19.0 12.0 loc56
82.0 26.0 loc57
46.0 85.0 loc58
60.0 73.0 loc59
76.0 20.0 loc60
50.0 19.0 loc61
14.0 45.0 loc62
28.0 61.0 loc63
96.0 36.0 loc64
16.0 21.0 loc65
35.0 30.0 loc66
58.0 71.0 loc67
6.0 42.0 loc68
61.0 0.0 loc69
93.0 65.0 loc70
31.0 87.0 loc71
49.0 76.0 loc72
19.0 10.0 loc73
84.0 75.0 loc74
51.0 48.0 loc75
68.0 6.0 loc76
44.0 81.0 loc77
39.0 84.0 loc78
78.0 58.0 loc79
55.0 85.0 loc80
5.0 91.0 loc81
33.0 90.0 loc82
38.0 59.0 loc83
20.0 79.0 loc84
60.0 48.0 loc85
90.0 69.0 loc86
50.0 92.0 loc87
30.0 13.0 loc88
49.0 44.0 loc89
50.0 90.0 loc90
68.0 23.0 loc91
37.0 43.0 loc92
80.0 98.0 loc93
94.0 5.0 loc94
3.0 48.0 loc95
59.0 32.0 loc96
77.0 81.0 loc97
5.0 49.0 loc98
13.0 69.0 loc99
53.0 52.0 loc100
58.0 12.0 loc101
83.0 48.0 loc102
49.0 92.0 loc103
7.0 12.0 loc104
68.0 39.0 loc105
92.0 1.0 loc106
85.0 38.0 loc107
74.0 78.0 loc108
53.0 78.0 loc109
6.0 67.0 loc110
61.0 11.0 loc111
45.0 76.0 loc112
3.0 19.0 loc113
82.0 17.0 loc114
90.0 18.0 loc115
75.0 87.0 loc116
83.0 21.0 loc117
14.0 14.0 loc118
24.0 24.0 loc119
23.0 93.0 loc120
15.0 53.0 loc121
94.0 88.0 loc122
28.0 13.0 loc123
48.0 81.0 loc124
96.0 70.0 loc125
