/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
250
/*The Depot*/
0.7293824380492845 0.8791251896301311 depot
/*The Locations (x_coor y_coor name)*/
98.0 97.0 loc1
23.0 9.0 loc2
17.0 20.0 loc3
75.0 24.0 loc4
90.0 45.0 loc5
89.0 42.0 loc6
20.0 74.0 loc7
47.0 26.0 loc8
79.0 7.0 loc9
70.0 44.0 loc10
21.0 26.0 loc11
75.0 22.0 loc12
91.0 63.0 loc13
21.0 53.0 loc14
42.0 47.0 loc15
84.0 5.0 loc16
55.0 92.0 loc17
56.0 49.0 loc18
38.0 37.0 loc19
28.0 29.0 loc20
34.0 32.0 loc21
9.0 78.0 loc22
78.0 14.0 loc23
71.0 16.0 loc24
55.0 31.0 loc25
70.0 92.0 loc26
67.0 71.0 loc27
15.0 11.0 loc28
52.0 93.0 loc29
22.0 36.0 loc30
69.0 82.0 loc31
48.0 50.0 loc32
37.0 38.0 loc33
5.0 39.0 loc34
1.0 84.0 loc35
56.0 57.0 loc36
32.0 91.0 loc37
55.0 21.0 loc38
87.0 65.0 loc39
22.0 26.0 loc40
48.0 23.0 loc41
29.0 12.0 loc42
64.0 88.0 loc43
66.0 23.0 loc44
37.0 5.0 loc45
14.0 64.0 loc46
13.0 2.0 loc47
71.0 6.0 loc48
29.0 30.0 loc49
11.0 13.0 loc50
42.0 44.0 loc51
8.0 9.0 loc52
45.0 13.0 loc53
75.0 38.0 loc54
27.0 15.0 loc55
24.0 45.0 loc56
36.0 65.0 loc57
67.0 50.0 loc58
25.0 88.0 loc59
49.0 88.0 loc60
38.0 55.0 loc61
78.0 67.0 loc62
86.0 54.0 loc63
83.0 13.0 loc64
42.0 94.0 loc65
86.0 17.0 loc66
76.0 65.0 loc67
66.0 8.0 loc68
44.0 32.0 loc69
68.0 85.0 loc70
34.0 87.0 loc71
79.0 93.0 loc72
51.0 68.0 loc73
56.0 40.0 loc74
51.0 44.0 loc75
11.0 59.0 loc76
68.0 71.0 loc77
70.0 7.0 loc78
64.0 95.0 loc79
12.0 98.0 loc80
61.0 36.0 loc81
5.0 2.0 loc82
6.0 40.0 loc83
76.0 11.0 loc84
10.0 90.0 loc85
0.0 43.0 loc86
56.0 9.0 loc87
5.0 5.0 loc88
75.0 43.0 loc89
43.0 45.0 loc90
21.0 87.0 loc91
40.0 32.0 loc92
75.0 56.0 loc93
34.0 11.0 loc94
91.0 88.0 loc95
88.0 26.0 loc96
25.0 74.0 loc97
10.0 36.0 loc98
1.0 32.0 loc99
77.0 58.0 loc100
86.0 20.0 loc101
61.0 22.0 loc102
6.0 25.0 loc103
73.0 10.0 loc104
