/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
375
/*The Depot*/
0.4039441916608142 0.05385022788762972 depot
/*The Locations (x_coor y_coor name)*/
56.0 54.0 loc1
58.0 56.0 loc2
77.0 56.0 loc3
65.0 76.0 loc4
44.0 76.0 loc5
0.0 0.0 loc6
1.0 79.0 loc7
45.0 62.0 loc8
29.0 93.0 loc9
57.0 63.0 loc10
36.0 6.0 loc11
14.0 4.0 loc12
90.0 8.0 loc13
28.0 83.0 loc14
45.0 80.0 loc15
45.0 48.0 loc16
40.0 93.0 loc17
63.0 73.0 loc18
86.0 92.0 loc19
56.0 40.0 loc20
27.0 1.0 loc21
18.0 19.0 loc22
88.0 79.0 loc23
61.0 50.0 loc24
35.0 37.0 loc25
12.0 66.0 loc26
89.0 2.0 loc27
16.0 41.0 loc28
67.0 78.0 loc29
49.0 7.0 loc30
76.0 14.0 loc31
72.0 16.0 loc32
89.0 88.0 loc33
62.0 20.0 loc34
0.0 88.0 loc35
18.0 24.0 loc36
75.0 5.0 loc37
30.0 33.0 loc38
57.0 44.0 loc39
52.0 51.0 loc40
95.0 49.0 loc41
56.0 45.0 loc42
5.0 55.0 loc43
39.0 53.0 loc44
20.0 1.0 loc45
18.0 60.0 loc46
87.0 66.0 loc47
60.0 31.0 loc48
94.0 85.0 loc49
95.0 31.0 loc50
99.0 36.0 loc51
34.0 71.0 loc52
86.0 79.0 loc53
41.0 17.0 loc54
76.0 50.0 loc55
91.0 5.0 loc56
79.0 96.0 loc57
56.0 18.0 loc58
92.0 77.0 loc59
94.0 26.0 loc60
41.0 15.0 loc61
36.0 41.0 loc62
31.0 62.0 loc63
14.0 65.0 loc64
33.0 23.0 loc65
86.0 61.0 loc66
68.0 47.0 loc67
5.0 59.0 loc68
18.0 44.0 loc69
59.0 96.0 loc70
2.0 12.0 loc71
97.0 96.0 loc72
41.0 41.0 loc73
99.0 24.0 loc74
83.0 18.0 loc75
73.0 29.0 loc76
13.0 58.0 loc77
32.0 26.0 loc78
4.0 68.0 loc79
94.0 2.0 loc80
80.0 94.0 loc81
15.0 87.0 loc82
54.0 2.0 loc83
59.0 3.0 loc84
59.0 42.0 loc85
29.0 41.0 loc86
89.0 87.0 loc87
19.0 16.0 loc88
10.0 82.0 loc89
67.0 9.0 loc90
13.0 92.0 loc91
86.0 58.0 loc92
37.0 5.0 loc93
72.0 84.0 loc94
