/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
375
/*The Depot*/
0.8688704074375085 0.6057499256303062 depot
/*The Locations (x_coor y_coor name)*/
83.0 79.0 loc1
48.0 29.0 loc2
49.0 40.0 loc3
90.0 73.0 loc4
82.0 59.0 loc5
88.0 67.0 loc6
16.0 53.0 loc7
98.0 72.0 loc8
28.0 53.0 loc9
55.0 98.0 loc10
55.0 51.0 loc11
13.0 73.0 loc12
76.0 7.0 loc13
92.0 84.0 loc14
74.0 18.0 loc15
88.0 10.0 loc16
36.0 97.0 loc17
21.0 99.0 loc18
96.0 67.0 loc19
29.0 81.0 loc20
94.0 28.0 loc21
41.0 51.0 loc22
52.0 27.0 loc23
30.0 53.0 loc24
20.0 0.0 loc25
95.0 58.0 loc26
77.0 21.0 loc27
95.0 75.0 loc28
91.0 68.0 loc29
72.0 93.0 loc30
91.0 27.0 loc31
55.0 87.0 loc32
39.0 63.0 loc33
48.0 70.0 loc34
68.0 21.0 loc35
35.0 78.0 loc36
92.0 74.0 loc37
29.0 38.0 loc38
3.0 87.0 loc39
13.0 39.0 loc40
66.0 95.0 loc41
46.0 33.0 loc42
27.0 85.0 loc43
49.0 8.0 loc44
14.0 65.0 loc45
85.0 66.0 loc46
44.0 94.0 loc47
47.0 39.0 loc48
6.0 62.0 loc49
81.0 66.0 loc50
53.0 83.0 loc51
19.0 47.0 loc52
48.0 7.0 loc53
20.0 15.0 loc54
12.0 63.0 loc55
35.0 34.0 loc56
31.0 64.0 loc57
85.0 72.0 loc58
56.0 55.0 loc59
48.0 38.0 loc60
52.0 59.0 loc61
15.0 92.0 loc62
2.0 8.0 loc63
13.0 22.0 loc64
58.0 99.0 loc65
36.0 4.0 loc66
79.0 33.0 loc67
2.0 55.0 loc68
42.0 34.0 loc69
50.0 18.0 loc70
55.0 32.0 loc71
61.0 37.0 loc72
23.0 53.0 loc73
89.0 38.0 loc74
77.0 46.0 loc75
20.0 38.0 loc76
58.0 92.0 loc77
58.0 86.0 loc78
68.0 57.0 loc79
36.0 47.0 loc80
6.0 33.0 loc81
9.0 15.0 loc82
91.0 15.0 loc83
99.0 4.0 loc84
86.0 47.0 loc85
91.0 32.0 loc86
77.0 14.0 loc87
3.0 86.0 loc88
33.0 73.0 loc89
32.0 79.0 loc90
29.0 51.0 loc91
4.0 23.0 loc92
92.0 18.0 loc93
10.0 29.0 loc94
86.0 21.0 loc95
29.0 8.0 loc96
16.0 3.0 loc97
96.0 92.0 loc98
99.0 44.0 loc99
27.0 12.0 loc100
91.0 59.0 loc101
71.0 24.0 loc102
45.0 92.0 loc103
4.0 43.0 loc104
23.0 16.0 loc105
88.0 12.0 loc106
88.0 37.0 loc107
72.0 83.0 loc108
98.0 36.0 loc109
79.0 60.0 loc110
21.0 87.0 loc111
95.0 3.0 loc112
70.0 31.0 loc113
41.0 66.0 loc114
70.0 29.0 loc115
17.0 12.0 loc116
2.0 32.0 loc117
39.0 23.0 loc118
47.0 35.0 loc119
68.0 98.0 loc120
27.0 58.0 loc121
79.0 9.0 loc122
50.0 65.0 loc123
93.0 89.0 loc124
96.0 34.0 loc125
1.0 67.0 loc126
99.0 79.0 loc127
43.0 1.0 loc128
65.0 33.0 loc129
88.0 18.0 loc130
57.0 9.0 loc131
22.0 12.0 loc132
59.0 16.0 loc133
25.0 64.0 loc134
87.0 34.0 loc135
24.0 97.0 loc136
62.0 75.0 loc137
35.0 60.0 loc138
64.0 67.0 loc139
23.0 89.0 loc140
77.0 52.0 loc141
65.0 35.0 loc142
62.0 71.0 loc143
61.0 83.0 loc144
77.0 51.0 loc145
9.0 11.0 loc146
26.0 18.0 loc147
1.0 36.0 loc148
82.0 10.0 loc149
50.0 31.0 loc150
58.0 63.0 loc151
16.0 53.0 loc152
28.0 7.0 loc153
39.0 12.0 loc154
76.0 91.0 loc155
9.0 30.0 loc156
26.0 86.0 loc157
85.0 63.0 loc158
2.0 13.0 loc159
55.0 19.0 loc160
94.0 95.0 loc161
76.0 57.0 loc162
52.0 41.0 loc163
59.0 28.0 loc164
82.0 89.0 loc165
74.0 97.0 loc166
35.0 19.0 loc167
59.0 34.0 loc168
36.0 75.0 loc169
50.0 2.0 loc170
93.0 84.0 loc171
12.0 65.0 loc172
39.0 65.0 loc173
6.0 23.0 loc174
41.0 49.0 loc175
12.0 14.0 loc176
51.0 3.0 loc177
21.0 17.0 loc178
