/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.3333333333333333
/*Number of Nodes*/
500
/*The Depot*/
0.604288432119164 0.02674940319887764 depot
/*The Locations (x_coor y_coor name)*/
31.0 59.0 loc1
69.0 27.0 loc2
53.0 41.0 loc3
87.0 42.0 loc4
41.0 35.0 loc5
63.0 87.0 loc6
63.0 77.0 loc7
65.0 30.0 loc8
14.0 62.0 loc9
88.0 89.0 loc10
57.0 84.0 loc11
69.0 58.0 loc12
75.0 6.0 loc13
1.0 31.0 loc14
68.0 44.0 loc15
44.0 44.0 loc16
72.0 53.0 loc17
57.0 16.0 loc18
54.0 96.0 loc19
98.0 1.0 loc20
51.0 57.0 loc21
0.0 58.0 loc22
19.0 86.0 loc23
32.0 86.0 loc24
37.0 42.0 loc25
13.0 91.0 loc26
78.0 31.0 loc27
21.0 49.0 loc28
51.0 17.0 loc29
55.0 38.0 loc30
44.0 31.0 loc31
80.0 3.0 loc32
33.0 49.0 loc33
79.0 41.0 loc34
92.0 59.0 loc35
75.0 29.0 loc36
38.0 90.0 loc37
16.0 9.0 loc38
27.0 89.0 loc39
69.0 13.0 loc40
86.0 36.0 loc41
92.0 91.0 loc42
82.0 28.0 loc43
17.0 48.0 loc44
58.0 90.0 loc45
90.0 23.0 loc46
55.0 31.0 loc47
56.0 59.0 loc48
23.0 57.0 loc49
62.0 32.0 loc50
7.0 92.0 loc51
47.0 23.0 loc52
94.0 43.0 loc53
42.0 32.0 loc54
82.0 70.0 loc55
10.0 54.0 loc56
17.0 90.0 loc57
44.0 27.0 loc58
89.0 77.0 loc59
25.0 41.0 loc60
36.0 53.0 loc61
89.0 33.0 loc62
90.0 19.0 loc63
90.0 26.0 loc64
64.0 22.0 loc65
63.0 34.0 loc66
67.0 50.0 loc67
12.0 86.0 loc68
28.0 52.0 loc69
51.0 72.0 loc70
47.0 50.0 loc71
37.0 14.0 loc72
26.0 81.0 loc73
7.0 56.0 loc74
42.0 29.0 loc75
65.0 19.0 loc76
58.0 5.0 loc77
12.0 26.0 loc78
69.0 42.0 loc79
32.0 31.0 loc80
95.0 59.0 loc81
61.0 63.0 loc82
11.0 73.0 loc83
95.0 62.0 loc84
83.0 45.0 loc85
54.0 39.0 loc86
81.0 35.0 loc87
84.0 80.0 loc88
74.0 92.0 loc89
5.0 6.0 loc90
23.0 84.0 loc91
1.0 35.0 loc92
31.0 26.0 loc93
48.0 4.0 loc94
48.0 87.0 loc95
48.0 55.0 loc96
97.0 46.0 loc97
73.0 76.0 loc98
17.0 9.0 loc99
61.0 44.0 loc100
59.0 69.0 loc101
8.0 34.0 loc102
25.0 83.0 loc103
97.0 48.0 loc104
48.0 64.0 loc105
55.0 77.0 loc106
10.0 31.0 loc107
9.0 35.0 loc108
11.0 90.0 loc109
37.0 21.0 loc110
86.0 35.0 loc111
41.0 72.0 loc112
24.0 56.0 loc113
78.0 7.0 loc114
79.0 19.0 loc115
97.0 19.0 loc116
40.0 16.0 loc117
64.0 36.0 loc118
15.0 93.0 loc119
