/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.3333333333333333
/*Number of Nodes*/
175
/*The Depot*/
0.08275678292544475 0.5471654118001188 depot
/*The Locations (x_coor y_coor name)*/
33.0 49.0 loc1
79.0 41.0 loc2
92.0 59.0 loc3
75.0 29.0 loc4
38.0 90.0 loc5
16.0 9.0 loc6
27.0 89.0 loc7
69.0 13.0 loc8
86.0 36.0 loc9
92.0 91.0 loc10
82.0 28.0 loc11
17.0 48.0 loc12
58.0 90.0 loc13
90.0 23.0 loc14
55.0 31.0 loc15
56.0 59.0 loc16
23.0 57.0 loc17
62.0 32.0 loc18
7.0 92.0 loc19
47.0 23.0 loc20
94.0 43.0 loc21
42.0 32.0 loc22
82.0 70.0 loc23
10.0 54.0 loc24
17.0 90.0 loc25
44.0 27.0 loc26
89.0 77.0 loc27
25.0 41.0 loc28
36.0 53.0 loc29
89.0 33.0 loc30
90.0 19.0 loc31
90.0 26.0 loc32
64.0 22.0 loc33
63.0 34.0 loc34
67.0 50.0 loc35
12.0 86.0 loc36
28.0 52.0 loc37
51.0 72.0 loc38
47.0 50.0 loc39
37.0 14.0 loc40
26.0 81.0 loc41
7.0 56.0 loc42
42.0 29.0 loc43
65.0 19.0 loc44
58.0 5.0 loc45
12.0 26.0 loc46
69.0 42.0 loc47
32.0 31.0 loc48
95.0 59.0 loc49
61.0 63.0 loc50
11.0 73.0 loc51
95.0 62.0 loc52
83.0 45.0 loc53
54.0 39.0 loc54
81.0 35.0 loc55
84.0 80.0 loc56
74.0 92.0 loc57
5.0 6.0 loc58
23.0 84.0 loc59
1.0 35.0 loc60
31.0 26.0 loc61
48.0 4.0 loc62
48.0 87.0 loc63
48.0 55.0 loc64
97.0 46.0 loc65
73.0 76.0 loc66
17.0 9.0 loc67
61.0 44.0 loc68
59.0 69.0 loc69
8.0 34.0 loc70
25.0 83.0 loc71
97.0 48.0 loc72
48.0 64.0 loc73
55.0 77.0 loc74
10.0 31.0 loc75
9.0 35.0 loc76
11.0 90.0 loc77
37.0 21.0 loc78
86.0 35.0 loc79
41.0 72.0 loc80
24.0 56.0 loc81
78.0 7.0 loc82
79.0 19.0 loc83
97.0 19.0 loc84
40.0 16.0 loc85
64.0 36.0 loc86
15.0 93.0 loc87
74.0 19.0 loc88
4.0 37.0 loc89
65.0 57.0 loc90
60.0 92.0 loc91
5.0 99.0 loc92
23.0 7.0 loc93
82.0 27.0 loc94
28.0 3.0 loc95
34.0 78.0 loc96
75.0 57.0 loc97
93.0 12.0 loc98
65.0 81.0 loc99
46.0 32.0 loc100
51.0 76.0 loc101
51.0 67.0 loc102
23.0 65.0 loc103
62.0 32.0 loc104
23.0 86.0 loc105
54.0 78.0 loc106
20.0 37.0 loc107
77.0 14.0 loc108
37.0 69.0 loc109
83.0 47.0 loc110
94.0 76.0 loc111
25.0 76.0 loc112
90.0 36.0 loc113
33.0 97.0 loc114
85.0 89.0 loc115
42.0 86.0 loc116
19.0 51.0 loc117
52.0 74.0 loc118
64.0 23.0 loc119
96.0 35.0 loc120
12.0 76.0 loc121
39.0 68.0 loc122
28.0 17.0 loc123
69.0 80.0 loc124
8.0 82.0 loc125
57.0 77.0 loc126
84.0 96.0 loc127
29.0 6.0 loc128
66.0 2.0 loc129
99.0 21.0 loc130
33.0 30.0 loc131
3.0 66.0 loc132
92.0 77.0 loc133
40.0 76.0 loc134
95.0 39.0 loc135
78.0 53.0 loc136
23.0 75.0 loc137
3.0 79.0 loc138
38.0 87.0 loc139
57.0 82.0 loc140
29.0 96.0 loc141
28.0 89.0 loc142
46.0 21.0 loc143
85.0 20.0 loc144
25.0 14.0 loc145
14.0 51.0 loc146
95.0 4.0 loc147
95.0 46.0 loc148
39.0 16.0 loc149
74.0 43.0 loc150
76.0 29.0 loc151
67.0 18.0 loc152
9.0 90.0 loc153
35.0 26.0 loc154
27.0 54.0 loc155
93.0 27.0 loc156
86.0 83.0 loc157
7.0 95.0 loc158
55.0 90.0 loc159
39.0 11.0 loc160
18.0 69.0 loc161
35.0 9.0 loc162
29.0 95.0 loc163
57.0 29.0 loc164
58.0 70.0 loc165
23.0 85.0 loc166
55.0 22.0 loc167
87.0 48.0 loc168
92.0 90.0 loc169
82.0 75.0 loc170
43.0 91.0 loc171
89.0 35.0 loc172
30.0 41.0 loc173
3.0 99.0 loc174
