/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
1.0
/*Number of Nodes*/
250
/*The Depot*/
0.29181144003414694 0.2028556949149627 depot
/*The Locations (x_coor y_coor name)*/
14.0 31.0 loc1
88.0 35.0 loc2
24.0 31.0 loc3
91.0 71.0 loc4
0.0 25.0 loc5
10.0 51.0 loc6
33.0 38.0 loc7
81.0 56.0 loc8
86.0 43.0 loc9
53.0 18.0 loc10
10.0 90.0 loc11
9.0 68.0 loc12
81.0 37.0 loc13
47.0 78.0 loc14
71.0 74.0 loc15
52.0 33.0 loc16
97.0 59.0 loc17
79.0 1.0 loc18
89.0 55.0 loc19
24.0 85.0 loc20
14.0 67.0 loc21
35.0 15.0 loc22
93.0 19.0 loc23
65.0 62.0 loc24
24.0 49.0 loc25
63.0 98.0 loc26
53.0 57.0 loc27
79.0 35.0 loc28
20.0 66.0 loc29
85.0 31.0 loc30
49.0 77.0 loc31
81.0 22.0 loc32
48.0 88.0 loc33
78.0 64.0 loc34
47.0 54.0 loc35
70.0 54.0 loc36
82.0 2.0 loc37
27.0 9.0 loc38
10.0 69.0 loc39
68.0 84.0 loc40
4.0 77.0 loc41
96.0 0.0 loc42
71.0 57.0 loc43
35.0 99.0 loc44
41.0 75.0 loc45
50.0 19.0 loc46
70.0 6.0 loc47
62.0 97.0 loc48
14.0 48.0 loc49
2.0 31.0 loc50
1.0 27.0 loc51
22.0 70.0 loc52
26.0 25.0 loc53
76.0 12.0 loc54
65.0 26.0 loc55
57.0 69.0 loc56
58.0 0.0 loc57
37.0 97.0 loc58
6.0 49.0 loc59
80.0 56.0 loc60
41.0 55.0 loc61
68.0 86.0 loc62
87.0 88.0 loc63
36.0 62.0 loc64
21.0 9.0 loc65
76.0 94.0 loc66
23.0 27.0 loc67
36.0 4.0 loc68
7.0 78.0 loc69
35.0 93.0 loc70
61.0 15.0 loc71
60.0 23.0 loc72
18.0 72.0 loc73
64.0 32.0 loc74
68.0 74.0 loc75
87.0 46.0 loc76
16.0 38.0 loc77
90.0 69.0 loc78
67.0 52.0 loc79
18.0 78.0 loc80
11.0 50.0 loc81
70.0 94.0 loc82
81.0 90.0 loc83
99.0 90.0 loc84
17.0 32.0 loc85
40.0 95.0 loc86
90.0 99.0 loc87
42.0 61.0 loc88
32.0 91.0 loc89
98.0 78.0 loc90
40.0 19.0 loc91
43.0 76.0 loc92
30.0 68.0 loc93
52.0 75.0 loc94
74.0 62.0 loc95
25.0 23.0 loc96
77.0 63.0 loc97
73.0 30.0 loc98
16.0 71.0 loc99
59.0 83.0 loc100
91.0 12.0 loc101
8.0 70.0 loc102
32.0 79.0 loc103
3.0 14.0 loc104
83.0 19.0 loc105
56.0 73.0 loc106
46.0 57.0 loc107
58.0 24.0 loc108
18.0 66.0 loc109
69.0 61.0 loc110
53.0 46.0 loc111
84.0 62.0 loc112
75.0 9.0 loc113
98.0 75.0 loc114
15.0 63.0 loc115
82.0 66.0 loc116
47.0 40.0 loc117
81.0 27.0 loc118
8.0 11.0 loc119
98.0 31.0 loc120
88.0 78.0 loc121
12.0 0.0 loc122
19.0 40.0 loc123
68.0 60.0 loc124
73.0 94.0 loc125
95.0 54.0 loc126
87.0 83.0 loc127
16.0 74.0 loc128
20.0 22.0 loc129
67.0 36.0 loc130
27.0 90.0 loc131
33.0 1.0 loc132
71.0 6.0 loc133
20.0 9.0 loc134
13.0 11.0 loc135
12.0 21.0 loc136
71.0 27.0 loc137
56.0 96.0 loc138
66.0 51.0 loc139
34.0 58.0 loc140
47.0 90.0 loc141
33.0 18.0 loc142
4.0 69.0 loc143
77.0 73.0 loc144
98.0 88.0 loc145
82.0 5.0 loc146
42.0 27.0 loc147
18.0 90.0 loc148
8.0 93.0 loc149
26.0 9.0 loc150
27.0 34.0 loc151
20.0 90.0 loc152
24.0 50.0 loc153
50.0 48.0 loc154
99.0 87.0 loc155
91.0 16.0 loc156
60.0 81.0 loc157
83.0 2.0 loc158
92.0 34.0 loc159
26.0 14.0 loc160
