/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
250
/*The Depot*/
0.3696005216138747 0.8445919372750051 depot
/*The Locations (x_coor y_coor name)*/
33.0 50.0 loc1
39.0 91.0 loc2
92.0 0.0 loc3
91.0 48.0 loc4
28.0 63.0 loc5
57.0 86.0 loc6
81.0 98.0 loc7
43.0 14.0 loc8
69.0 43.0 loc9
87.0 28.0 loc10
52.0 58.0 loc11
2.0 11.0 loc12
99.0 27.0 loc13
73.0 93.0 loc14
1.0 19.0 loc15
59.0 84.0 loc16
10.0 19.0 loc17
66.0 83.0 loc18
45.0 69.0 loc19
74.0 96.0 loc20
89.0 39.0 loc21
30.0 10.0 loc22
57.0 82.0 loc23
90.0 6.0 loc24
72.0 36.0 loc25
49.0 6.0 loc26
9.0 62.0 loc27
54.0 95.0 loc28
88.0 82.0 loc29
32.0 42.0 loc30
13.0 33.0 loc31
17.0 39.0 loc32
30.0 52.0 loc33
27.0 25.0 loc34
27.0 9.0 loc35
73.0 61.0 loc36
11.0 33.0 loc37
78.0 61.0 loc38
90.0 22.0 loc39
14.0 45.0 loc40
94.0 55.0 loc41
64.0 54.0 loc42
40.0 44.0 loc43
91.0 51.0 loc44
27.0 12.0 loc45
98.0 50.0 loc46
4.0 16.0 loc47
32.0 10.0 loc48
65.0 51.0 loc49
80.0 87.0 loc50
56.0 65.0 loc51
87.0 48.0 loc52
21.0 85.0 loc53
22.0 21.0 loc54
88.0 35.0 loc55
75.0 98.0 loc56
73.0 42.0 loc57
96.0 55.0 loc58
17.0 90.0 loc59
58.0 6.0 loc60
45.0 42.0 loc61
5.0 15.0 loc62
39.0 11.0 loc63
94.0 42.0 loc64
8.0 10.0 loc65
15.0 28.0 loc66
90.0 60.0 loc67
20.0 56.0 loc68
95.0 79.0 loc69
25.0 61.0 loc70
24.0 63.0 loc71
63.0 26.0 loc72
45.0 75.0 loc73
28.0 57.0 loc74
88.0 19.0 loc75
47.0 1.0 loc76
25.0 53.0 loc77
6.0 90.0 loc78
72.0 83.0 loc79
18.0 75.0 loc80
59.0 43.0 loc81
86.0 28.0 loc82
75.0 10.0 loc83
0.0 6.0 loc84
15.0 86.0 loc85
49.0 53.0 loc86
52.0 85.0 loc87
64.0 41.0 loc88
95.0 43.0 loc89
33.0 28.0 loc90
17.0 8.0 loc91
72.0 43.0 loc92
12.0 91.0 loc93
9.0 28.0 loc94
92.0 2.0 loc95
45.0 33.0 loc96
57.0 24.0 loc97
15.0 0.0 loc98
81.0 36.0 loc99
0.0 34.0 loc100
26.0 96.0 loc101
16.0 41.0 loc102
13.0 59.0 loc103
29.0 74.0 loc104
26.0 55.0 loc105
31.0 21.0 loc106
40.0 83.0 loc107
43.0 89.0 loc108
73.0 85.0 loc109
66.0 4.0 loc110
27.0 84.0 loc111
81.0 51.0 loc112
39.0 54.0 loc113
78.0 86.0 loc114
3.0 65.0 loc115
