/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
250
/*The Depot*/
0.6872808619047478 0.09382647225774199 depot
/*The Locations (x_coor y_coor name)*/
80.0 75.0 loc1
2.0 49.0 loc2
1.0 99.0 loc3
18.0 80.0 loc4
8.0 29.0 loc5
41.0 71.0 loc6
39.0 11.0 loc7
90.0 35.0 loc8
85.0 37.0 loc9
46.0 79.0 loc10
79.0 38.0 loc11
56.0 15.0 loc12
52.0 80.0 loc13
29.0 49.0 loc14
60.0 6.0 loc15
91.0 17.0 loc16
49.0 88.0 loc17
4.0 57.0 loc18
81.0 3.0 loc19
39.0 10.0 loc20
88.0 90.0 loc21
94.0 31.0 loc22
43.0 57.0 loc23
36.0 48.0 loc24
83.0 64.0 loc25
15.0 14.0 loc26
36.0 40.0 loc27
78.0 34.0 loc28
37.0 22.0 loc29
96.0 7.0 loc30
37.0 61.0 loc31
89.0 62.0 loc32
45.0 55.0 loc33
23.0 37.0 loc34
68.0 15.0 loc35
11.0 0.0 loc36
12.0 58.0 loc37
10.0 28.0 loc38
6.0 13.0 loc39
61.0 45.0 loc40
22.0 39.0 loc41
55.0 64.0 loc42
86.0 48.0 loc43
41.0 50.0 loc44
61.0 53.0 loc45
14.0 73.0 loc46
72.0 39.0 loc47
74.0 9.0 loc48
27.0 92.0 loc49
90.0 45.0 loc50
79.0 57.0 loc51
77.0 16.0 loc52
96.0 10.0 loc53
73.0 51.0 loc54
99.0 70.0 loc55
66.0 95.0 loc56
10.0 43.0 loc57
12.0 52.0 loc58
82.0 15.0 loc59
92.0 8.0 loc60
39.0 67.0 loc61
20.0 2.0 loc62
10.0 97.0 loc63
52.0 46.0 loc64
29.0 51.0 loc65
30.0 71.0 loc66
45.0 91.0 loc67
91.0 32.0 loc68
57.0 57.0 loc69
91.0 64.0 loc70
95.0 82.0 loc71
14.0 20.0 loc72
79.0 63.0 loc73
73.0 55.0 loc74
56.0 34.0 loc75
69.0 74.0 loc76
7.0 37.0 loc77
32.0 27.0 loc78
7.0 39.0 loc79
76.0 73.0 loc80
42.0 25.0 loc81
64.0 93.0 loc82
39.0 6.0 loc83
15.0 18.0 loc84
41.0 36.0 loc85
1.0 66.0 loc86
69.0 71.0 loc87
87.0 86.0 loc88
61.0 20.0 loc89
46.0 65.0 loc90
3.0 51.0 loc91
34.0 54.0 loc92
84.0 53.0 loc93
49.0 39.0 loc94
86.0 17.0 loc95
10.0 26.0 loc96
2.0 42.0 loc97
21.0 23.0 loc98
96.0 22.0 loc99
62.0 96.0 loc100
41.0 94.0 loc101
66.0 10.0 loc102
27.0 15.0 loc103
59.0 19.0 loc104
67.0 69.0 loc105
67.0 90.0 loc106
99.0 79.0 loc107
55.0 63.0 loc108
40.0 62.0 loc109
31.0 32.0 loc110
75.0 39.0 loc111
62.0 93.0 loc112
65.0 40.0 loc113
36.0 59.0 loc114
81.0 63.0 loc115
31.0 29.0 loc116
14.0 60.0 loc117
59.0 59.0 loc118
1.0 8.0 loc119
15.0 9.0 loc120
35.0 34.0 loc121
5.0 77.0 loc122
22.0 42.0 loc123
54.0 17.0 loc124
42.0 13.0 loc125
54.0 31.0 loc126
48.0 61.0 loc127
59.0 15.0 loc128
79.0 50.0 loc129
18.0 42.0 loc130
98.0 69.0 loc131
96.0 29.0 loc132
50.0 5.0 loc133
62.0 31.0 loc134
4.0 55.0 loc135
11.0 47.0 loc136
24.0 40.0 loc137
43.0 54.0 loc138
25.0 60.0 loc139
53.0 40.0 loc140
2.0 17.0 loc141
67.0 59.0 loc142
46.0 79.0 loc143
31.0 54.0 loc144
8.0 21.0 loc145
62.0 31.0 loc146
61.0 76.0 loc147
51.0 1.0 loc148
62.0 57.0 loc149
81.0 91.0 loc150
67.0 21.0 loc151
19.0 94.0 loc152
75.0 51.0 loc153
18.0 51.0 loc154
35.0 72.0 loc155
66.0 81.0 loc156
88.0 95.0 loc157
1.0 70.0 loc158
16.0 68.0 loc159
80.0 88.0 loc160
36.0 19.0 loc161
68.0 32.0 loc162
13.0 28.0 loc163
73.0 63.0 loc164
47.0 41.0 loc165
67.0 94.0 loc166
15.0 56.0 loc167
54.0 84.0 loc168
62.0 97.0 loc169
88.0 90.0 loc170
9.0 0.0 loc171
95.0 98.0 loc172
60.0 42.0 loc173
68.0 81.0 loc174
99.0 70.0 loc175
26.0 60.0 loc176
39.0 52.0 loc177
12.0 2.0 loc178
24.0 0.0 loc179
22.0 37.0 loc180
67.0 76.0 loc181
33.0 54.0 loc182
68.0 33.0 loc183
1.0 63.0 loc184
38.0 56.0 loc185
59.0 60.0 loc186
90.0 91.0 loc187
36.0 65.0 loc188
66.0 30.0 loc189
65.0 72.0 loc190
58.0 3.0 loc191
15.0 30.0 loc192
77.0 62.0 loc193
75.0 53.0 loc194
18.0 70.0 loc195
22.0 26.0 loc196
84.0 2.0 loc197
62.0 20.0 loc198
13.0 88.0 loc199
12.0 17.0 loc200
47.0 80.0 loc201
70.0 0.0 loc202
91.0 12.0 loc203
39.0 81.0 loc204
42.0 96.0 loc205
71.0 62.0 loc206
10.0 48.0 loc207
17.0 63.0 loc208
11.0 28.0 loc209
63.0 72.0 loc210
21.0 0.0 loc211
72.0 66.0 loc212
88.0 52.0 loc213
86.0 40.0 loc214
26.0 4.0 loc215
15.0 16.0 loc216
25.0 68.0 loc217
54.0 75.0 loc218
27.0 32.0 loc219
86.0 6.0 loc220
96.0 39.0 loc221
82.0 40.0 loc222
34.0 54.0 loc223
93.0 9.0 loc224
27.0 91.0 loc225
47.0 8.0 loc226
22.0 95.0 loc227
37.0 1.0 loc228
