/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.3333333333333333
/*Number of Nodes*/
375
/*The Depot*/
0.8250662488849813 0.14604435849183595 depot
/*The Locations (x_coor y_coor name)*/
56.0 14.0 loc1
66.0 88.0 loc2
4.0 82.0 loc3
44.0 65.0 loc4
29.0 20.0 loc5
84.0 29.0 loc6
73.0 91.0 loc7
91.0 57.0 loc8
6.0 98.0 loc9
71.0 47.0 loc10
8.0 77.0 loc11
17.0 26.0 loc12
33.0 25.0 loc13
12.0 93.0 loc14
36.0 9.0 loc15
88.0 49.0 loc16
77.0 50.0 loc17
7.0 38.0 loc18
50.0 97.0 loc19
77.0 33.0 loc20
34.0 68.0 loc21
50.0 5.0 loc22
10.0 32.0 loc23
76.0 80.0 loc24
41.0 7.0 loc25
7.0 78.0 loc26
2.0 46.0 loc27
49.0 30.0 loc28
41.0 85.0 loc29
86.0 12.0 loc30
63.0 2.0 loc31
85.0 10.0 loc32
23.0 20.0 loc33
31.0 31.0 loc34
33.0 82.0 loc35
17.0 30.0 loc36
26.0 64.0 loc37
12.0 89.0 loc38
11.0 86.0 loc39
86.0 41.0 loc40
55.0 32.0 loc41
28.0 30.0 loc42
20.0 54.0 loc43
63.0 64.0 loc44
66.0 50.0 loc45
69.0 29.0 loc46
55.0 19.0 loc47
56.0 44.0 loc48
83.0 24.0 loc49
35.0 38.0 loc50
87.0 34.0 loc51
69.0 0.0 loc52
49.0 43.0 loc53
9.0 64.0 loc54
59.0 26.0 loc55
88.0 25.0 loc56
93.0 53.0 loc57
71.0 69.0 loc58
98.0 17.0 loc59
98.0 82.0 loc60
88.0 32.0 loc61
50.0 59.0 loc62
8.0 55.0 loc63
62.0 70.0 loc64
20.0 27.0 loc65
81.0 75.0 loc66
95.0 52.0 loc67
28.0 6.0 loc68
59.0 86.0 loc69
27.0 18.0 loc70
34.0 96.0 loc71
55.0 50.0 loc72
7.0 10.0 loc73
38.0 69.0 loc74
41.0 62.0 loc75
3.0 31.0 loc76
23.0 43.0 loc77
73.0 2.0 loc78
22.0 99.0 loc79
63.0 91.0 loc80
12.0 12.0 loc81
98.0 27.0 loc82
33.0 58.0 loc83
67.0 54.0 loc84
99.0 55.0 loc85
73.0 47.0 loc86
37.0 71.0 loc87
10.0 93.0 loc88
