/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
1.0
/*Number of Nodes*/
250
/*The Depot*/
0.6465821602909256 0.9513577109193919 depot
/*The Locations (x_coor y_coor name)*/
10.0 93.0 loc1
29.0 49.0 loc2
97.0 37.0 loc3
60.0 38.0 loc4
47.0 86.0 loc5
89.0 64.0 loc6
50.0 12.0 loc7
97.0 27.0 loc8
74.0 59.0 loc9
7.0 46.0 loc10
78.0 63.0 loc11
72.0 96.0 loc12
89.0 6.0 loc13
18.0 44.0 loc14
54.0 26.0 loc15
50.0 54.0 loc16
73.0 18.0 loc17
53.0 43.0 loc18
41.0 90.0 loc19
76.0 23.0 loc20
90.0 67.0 loc21
44.0 10.0 loc22
56.0 28.0 loc23
97.0 0.0 loc24
6.0 96.0 loc25
40.0 34.0 loc26
18.0 53.0 loc27
20.0 79.0 loc28
62.0 43.0 loc29
29.0 3.0 loc30
56.0 30.0 loc31
3.0 28.0 loc32
95.0 20.0 loc33
66.0 78.0 loc34
89.0 59.0 loc35
84.0 97.0 loc36
73.0 68.0 loc37
57.0 99.0 loc38
14.0 73.0 loc39
76.0 51.0 loc40
75.0 93.0 loc41
70.0 82.0 loc42
23.0 78.0 loc43
54.0 28.0 loc44
45.0 76.0 loc45
68.0 91.0 loc46
64.0 61.0 loc47
84.0 57.0 loc48
96.0 1.0 loc49
96.0 32.0 loc50
84.0 80.0 loc51
70.0 3.0 loc52
5.0 6.0 loc53
59.0 11.0 loc54
53.0 56.0 loc55
60.0 11.0 loc56
86.0 10.0 loc57
20.0 54.0 loc58
49.0 69.0 loc59
64.0 8.0 loc60
74.0 6.0 loc61
91.0 92.0 loc62
91.0 68.0 loc63
17.0 13.0 loc64
89.0 7.0 loc65
34.0 51.0 loc66
71.0 46.0 loc67
65.0 17.0 loc68
1.0 4.0 loc69
87.0 6.0 loc70
5.0 19.0 loc71
35.0 29.0 loc72
81.0 70.0 loc73
99.0 34.0 loc74
82.0 2.0 loc75
69.0 26.0 loc76
98.0 44.0 loc77
73.0 34.0 loc78
96.0 17.0 loc79
10.0 69.0 loc80
16.0 50.0 loc81
77.0 76.0 loc82
86.0 23.0 loc83
