/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
75
/*The Depot*/
0.8876685319898495 0.8272248866054869 depot
/*The Locations (x_coor y_coor name)*/
70.0 65.0 loc1
30.0 25.0 loc2
15.0 11.0 loc3
33.0 22.0 loc4
29.0 94.0 loc5
12.0 41.0 loc6
66.0 95.0 loc7
20.0 43.0 loc8
23.0 46.0 loc9
71.0 5.0 loc10
92.0 32.0 loc11
80.0 26.0 loc12
0.0 36.0 loc13
32.0 40.0 loc14
25.0 10.0 loc15
36.0 29.0 loc16
43.0 84.0 loc17
43.0 0.0 loc18
67.0 41.0 loc19
92.0 83.0 loc20
9.0 50.0 loc21
69.0 70.0 loc22
89.0 75.0 loc23
40.0 35.0 loc24
19.0 40.0 loc25
91.0 24.0 loc26
78.0 58.0 loc27
31.0 78.0 loc28
27.0 14.0 loc29
77.0 38.0 loc30
53.0 97.0 loc31
40.0 91.0 loc32
55.0 10.0 loc33
80.0 95.0 loc34
94.0 40.0 loc35
56.0 7.0 loc36
66.0 75.0 loc37
8.0 26.0 loc38
44.0 90.0 loc39
73.0 42.0 loc40
56.0 55.0 loc41
21.0 56.0 loc42
0.0 36.0 loc43
1.0 38.0 loc44
61.0 91.0 loc45
70.0 98.0 loc46
32.0 93.0 loc47
36.0 29.0 loc48
66.0 31.0 loc49
65.0 5.0 loc50
33.0 17.0 loc51
33.0 57.0 loc52
45.0 52.0 loc53
20.0 64.0 loc54
87.0 68.0 loc55
25.0 45.0 loc56
81.0 75.0 loc57
78.0 53.0 loc58
36.0 65.0 loc59
29.0 10.0 loc60
88.0 33.0 loc61
93.0 73.0 loc62
45.0 29.0 loc63
80.0 68.0 loc64
99.0 95.0 loc65
90.0 87.0 loc66
27.0 60.0 loc67
2.0 40.0 loc68
21.0 45.0 loc69
76.0 57.0 loc70
94.0 40.0 loc71
81.0 18.0 loc72
44.0 96.0 loc73
96.0 56.0 loc74
