/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.3333333333333333
/*Number of Nodes*/
50
/*The Depot*/
0.7339627783276398 0.17524511155119138 depot
/*The Locations (x_coor y_coor name)*/
86.0 43.0 loc1
26.0 78.0 loc2
59.0 50.0 loc3
3.0 95.0 loc4
96.0 5.0 loc5
22.0 10.0 loc6
87.0 48.0 loc7
97.0 2.0 loc8
4.0 82.0 loc9
11.0 50.0 loc10
23.0 81.0 loc11
67.0 15.0 loc12
13.0 13.0 loc13
83.0 89.0 loc14
78.0 66.0 loc15
24.0 53.0 loc16
81.0 89.0 loc17
54.0 0.0 loc18
13.0 34.0 loc19
48.0 62.0 loc20
71.0 62.0 loc21
15.0 29.0 loc22
41.0 32.0 loc23
83.0 5.0 loc24
54.0 17.0 loc25
40.0 70.0 loc26
69.0 61.0 loc27
22.0 42.0 loc28
0.0 81.0 loc29
41.0 61.0 loc30
44.0 68.0 loc31
5.0 61.0 loc32
3.0 42.0 loc33
41.0 70.0 loc34
23.0 40.0 loc35
51.0 48.0 loc36
98.0 57.0 loc37
19.0 70.0 loc38
88.0 97.0 loc39
45.0 76.0 loc40
96.0 41.0 loc41
10.0 68.0 loc42
39.0 28.0 loc43
19.0 69.0 loc44
44.0 34.0 loc45
72.0 84.0 loc46
9.0 50.0 loc47
0.0 56.0 loc48
35.0 69.0 loc49
