/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
175
/*The Depot*/
0.38769864850456404 0.1510953932752609 depot
/*The Locations (x_coor y_coor name)*/
10.0 85.0 loc1
14.0 50.0 loc2
60.0 89.0 loc3
61.0 39.0 loc4
53.0 53.0 loc5
1.0 27.0 loc6
51.0 31.0 loc7
79.0 60.0 loc8
66.0 90.0 loc9
34.0 1.0 loc10
35.0 76.0 loc11
4.0 80.0 loc12
11.0 67.0 loc13
27.0 24.0 loc14
91.0 80.0 loc15
7.0 23.0 loc16
26.0 52.0 loc17
76.0 67.0 loc18
22.0 14.0 loc19
65.0 59.0 loc20
24.0 29.0 loc21
19.0 61.0 loc22
48.0 23.0 loc23
52.0 98.0 loc24
17.0 96.0 loc25
71.0 34.0 loc26
3.0 86.0 loc27
40.0 6.0 loc28
78.0 29.0 loc29
69.0 96.0 loc30
90.0 59.0 loc31
56.0 22.0 loc32
64.0 49.0 loc33
74.0 92.0 loc34
5.0 78.0 loc35
62.0 4.0 loc36
59.0 2.0 loc37
70.0 44.0 loc38
46.0 30.0 loc39
58.0 23.0 loc40
12.0 79.0 loc41
70.0 16.0 loc42
32.0 52.0 loc43
50.0 16.0 loc44
42.0 53.0 loc45
10.0 30.0 loc46
36.0 70.0 loc47
5.0 38.0 loc48
97.0 14.0 loc49
39.0 96.0 loc50
6.0 26.0 loc51
91.0 72.0 loc52
38.0 31.0 loc53
30.0 86.0 loc54
84.0 95.0 loc55
54.0 7.0 loc56
0.0 30.0 loc57
39.0 43.0 loc58
11.0 9.0 loc59
67.0 18.0 loc60
96.0 16.0 loc61
83.0 35.0 loc62
15.0 26.0 loc63
93.0 87.0 loc64
21.0 26.0 loc65
89.0 51.0 loc66
99.0 93.0 loc67
9.0 41.0 loc68
72.0 31.0 loc69
28.0 14.0 loc70
90.0 35.0 loc71
48.0 98.0 loc72
17.0 91.0 loc73
38.0 83.0 loc74
63.0 57.0 loc75
27.0 71.0 loc76
32.0 48.0 loc77
70.0 6.0 loc78
9.0 7.0 loc79
9.0 53.0 loc80
20.0 93.0 loc81
91.0 2.0 loc82
31.0 29.0 loc83
27.0 40.0 loc84
82.0 44.0 loc85
62.0 50.0 loc86
96.0 42.0 loc87
3.0 3.0 loc88
55.0 6.0 loc89
24.0 69.0 loc90
60.0 50.0 loc91
17.0 37.0 loc92
29.0 59.0 loc93
49.0 3.0 loc94
5.0 33.0 loc95
16.0 84.0 loc96
18.0 95.0 loc97
57.0 20.0 loc98
78.0 63.0 loc99
50.0 33.0 loc100
36.0 5.0 loc101
50.0 10.0 loc102
43.0 83.0 loc103
91.0 56.0 loc104
6.0 17.0 loc105
83.0 73.0 loc106
30.0 58.0 loc107
46.0 94.0 loc108
93.0 91.0 loc109
74.0 23.0 loc110
7.0 99.0 loc111
43.0 75.0 loc112
42.0 29.0 loc113
7.0 70.0 loc114
17.0 66.0 loc115
81.0 68.0 loc116
6.0 15.0 loc117
10.0 34.0 loc118
18.0 59.0 loc119
21.0 76.0 loc120
61.0 97.0 loc121
0.0 6.0 loc122
90.0 62.0 loc123
45.0 76.0 loc124
34.0 98.0 loc125
34.0 94.0 loc126
60.0 66.0 loc127
42.0 20.0 loc128
46.0 89.0 loc129
12.0 95.0 loc130
35.0 55.0 loc131
17.0 21.0 loc132
28.0 36.0 loc133
68.0 79.0 loc134
94.0 17.0 loc135
53.0 90.0 loc136
45.0 79.0 loc137
16.0 56.0 loc138
55.0 41.0 loc139
22.0 73.0 loc140
21.0 79.0 loc141
62.0 70.0 loc142
59.0 69.0 loc143
80.0 33.0 loc144
28.0 89.0 loc145
62.0 3.0 loc146
36.0 30.0 loc147
17.0 51.0 loc148
89.0 82.0 loc149
54.0 37.0 loc150
49.0 91.0 loc151
2.0 95.0 loc152
54.0 10.0 loc153
29.0 87.0 loc154
73.0 20.0 loc155
82.0 14.0 loc156
1.0 50.0 loc157
29.0 41.0 loc158
40.0 45.0 loc159
5.0 11.0 loc160
69.0 36.0 loc161
16.0 55.0 loc162
16.0 70.0 loc163
98.0 28.0 loc164
6.0 76.0 loc165
90.0 31.0 loc166
97.0 67.0 loc167
81.0 0.0 loc168
72.0 22.0 loc169
76.0 96.0 loc170
73.0 67.0 loc171
29.0 67.0 loc172
4.0 40.0 loc173
54.0 59.0 loc174
