/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
1.0
/*Number of Nodes*/
175
/*The Depot*/
0.3992266424183244 0.3133177854628103 depot
/*The Locations (x_coor y_coor name)*/
7.0 65.0 loc1
29.0 24.0 loc2
25.0 9.0 loc3
25.0 69.0 loc4
81.0 43.0 loc5
4.0 14.0 loc6
24.0 61.0 loc7
3.0 45.0 loc8
37.0 60.0 loc9
1.0 77.0 loc10
64.0 86.0 loc11
21.0 84.0 loc12
48.0 44.0 loc13
88.0 19.0 loc14
80.0 66.0 loc15
79.0 58.0 loc16
5.0 48.0 loc17
98.0 3.0 loc18
81.0 51.0 loc19
59.0 15.0 loc20
45.0 38.0 loc21
98.0 74.0 loc22
84.0 3.0 loc23
63.0 41.0 loc24
55.0 33.0 loc25
38.0 17.0 loc26
37.0 55.0 loc27
16.0 43.0 loc28
0.0 71.0 loc29
90.0 70.0 loc30
15.0 42.0 loc31
7.0 49.0 loc32
83.0 28.0 loc33
88.0 22.0 loc34
9.0 60.0 loc35
75.0 96.0 loc36
45.0 22.0 loc37
18.0 42.0 loc38
5.0 17.0 loc39
69.0 41.0 loc40
10.0 1.0 loc41
50.0 17.0 loc42
8.0 53.0 loc43
42.0 47.0 loc44
6.0 17.0 loc45
65.0 65.0 loc46
52.0 35.0 loc47
76.0 99.0 loc48
13.0 45.0 loc49
47.0 54.0 loc50
1.0 80.0 loc51
61.0 48.0 loc52
55.0 87.0 loc53
0.0 17.0 loc54
64.0 38.0 loc55
58.0 25.0 loc56
31.0 98.0 loc57
1.0 26.0 loc58
22.0 84.0 loc59
48.0 0.0 loc60
7.0 38.0 loc61
23.0 7.0 loc62
65.0 46.0 loc63
50.0 14.0 loc64
34.0 17.0 loc65
55.0 95.0 loc66
37.0 83.0 loc67
48.0 15.0 loc68
77.0 69.0 loc69
60.0 12.0 loc70
48.0 84.0 loc71
57.0 24.0 loc72
10.0 62.0 loc73
27.0 70.0 loc74
66.0 59.0 loc75
78.0 73.0 loc76
16.0 43.0 loc77
77.0 37.0 loc78
53.0 22.0 loc79
72.0 55.0 loc80
24.0 97.0 loc81
20.0 87.0 loc82
54.0 8.0 loc83
13.0 5.0 loc84
44.0 37.0 loc85
17.0 45.0 loc86
5.0 60.0 loc87
35.0 4.0 loc88
95.0 72.0 loc89
32.0 5.0 loc90
24.0 71.0 loc91
59.0 80.0 loc92
14.0 26.0 loc93
64.0 70.0 loc94
45.0 20.0 loc95
6.0 22.0 loc96
5.0 90.0 loc97
94.0 84.0 loc98
39.0 16.0 loc99
63.0 77.0 loc100
64.0 14.0 loc101
73.0 51.0 loc102
80.0 1.0 loc103
43.0 59.0 loc104
30.0 72.0 loc105
77.0 57.0 loc106
93.0 0.0 loc107
59.0 11.0 loc108
68.0 85.0 loc109
2.0 63.0 loc110
96.0 20.0 loc111
49.0 7.0 loc112
38.0 10.0 loc113
37.0 18.0 loc114
72.0 66.0 loc115
11.0 65.0 loc116
52.0 88.0 loc117
55.0 67.0 loc118
92.0 89.0 loc119
2.0 43.0 loc120
94.0 67.0 loc121
72.0 17.0 loc122
36.0 9.0 loc123
31.0 76.0 loc124
72.0 3.0 loc125
73.0 67.0 loc126
2.0 66.0 loc127
89.0 13.0 loc128
7.0 79.0 loc129
1.0 4.0 loc130
69.0 71.0 loc131
0.0 39.0 loc132
65.0 83.0 loc133
80.0 64.0 loc134
69.0 9.0 loc135
27.0 50.0 loc136
4.0 27.0 loc137
58.0 30.0 loc138
69.0 31.0 loc139
63.0 33.0 loc140
84.0 12.0 loc141
32.0 86.0 loc142
15.0 81.0 loc143
17.0 2.0 loc144
39.0 0.0 loc145
54.0 58.0 loc146
39.0 83.0 loc147
35.0 16.0 loc148
72.0 87.0 loc149
74.0 43.0 loc150
36.0 32.0 loc151
55.0 77.0 loc152
96.0 82.0 loc153
35.0 22.0 loc154
72.0 33.0 loc155
62.0 35.0 loc156
86.0 97.0 loc157
82.0 73.0 loc158
32.0 34.0 loc159
98.0 37.0 loc160
63.0 66.0 loc161
29.0 49.0 loc162
13.0 33.0 loc163
76.0 49.0 loc164
74.0 48.0 loc165
22.0 63.0 loc166
71.0 28.0 loc167
49.0 12.0 loc168
74.0 70.0 loc169
91.0 61.0 loc170
66.0 68.0 loc171
61.0 58.0 loc172
74.0 4.0 loc173
53.0 3.0 loc174
