/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.3333333333333333
/*Number of Nodes*/
250
/*The Depot*/
0.7683028657887896 0.22523042885460964 depot
/*The Locations (x_coor y_coor name)*/
72.0 42.0 loc1
39.0 78.0 loc2
88.0 17.0 loc3
18.0 15.0 loc4
3.0 97.0 loc5
93.0 60.0 loc6
87.0 41.0 loc7
73.0 0.0 loc8
25.0 30.0 loc9
94.0 3.0 loc10
19.0 27.0 loc11
36.0 81.0 loc12
70.0 50.0 loc13
2.0 98.0 loc14
47.0 22.0 loc15
15.0 78.0 loc16
18.0 94.0 loc17
21.0 71.0 loc18
17.0 26.0 loc19
55.0 10.0 loc20
7.0 32.0 loc21
48.0 15.0 loc22
68.0 61.0 loc23
19.0 34.0 loc24
54.0 95.0 loc25
6.0 59.0 loc26
78.0 68.0 loc27
97.0 93.0 loc28
73.0 37.0 loc29
67.0 39.0 loc30
75.0 69.0 loc31
84.0 95.0 loc32
17.0 44.0 loc33
8.0 73.0 loc34
3.0 36.0 loc35
25.0 56.0 loc36
5.0 83.0 loc37
44.0 52.0 loc38
51.0 47.0 loc39
29.0 12.0 loc40
60.0 71.0 loc41
48.0 46.0 loc42
4.0 60.0 loc43
20.0 22.0 loc44
19.0 13.0 loc45
95.0 60.0 loc46
38.0 83.0 loc47
61.0 51.0 loc48
76.0 64.0 loc49
70.0 78.0 loc50
82.0 58.0 loc51
43.0 73.0 loc52
44.0 17.0 loc53
41.0 74.0 loc54
32.0 46.0 loc55
81.0 17.0 loc56
82.0 56.0 loc57
67.0 71.0 loc58
53.0 94.0 loc59
74.0 11.0 loc60
8.0 37.0 loc61
50.0 92.0 loc62
70.0 80.0 loc63
13.0 27.0 loc64
40.0 22.0 loc65
16.0 92.0 loc66
18.0 61.0 loc67
69.0 68.0 loc68
33.0 41.0 loc69
34.0 33.0 loc70
19.0 35.0 loc71
61.0 27.0 loc72
21.0 44.0 loc73
85.0 11.0 loc74
54.0 38.0 loc75
82.0 38.0 loc76
21.0 51.0 loc77
19.0 11.0 loc78
5.0 1.0 loc79
84.0 38.0 loc80
93.0 26.0 loc81
98.0 50.0 loc82
44.0 60.0 loc83
64.0 62.0 loc84
7.0 60.0 loc85
85.0 21.0 loc86
64.0 33.0 loc87
36.0 40.0 loc88
36.0 48.0 loc89
92.0 4.0 loc90
85.0 84.0 loc91
60.0 21.0 loc92
90.0 41.0 loc93
15.0 61.0 loc94
65.0 78.0 loc95
46.0 98.0 loc96
38.0 11.0 loc97
71.0 32.0 loc98
30.0 15.0 loc99
6.0 59.0 loc100
87.0 11.0 loc101
48.0 90.0 loc102
91.0 25.0 loc103
7.0 40.0 loc104
69.0 89.0 loc105
5.0 72.0 loc106
27.0 21.0 loc107
80.0 24.0 loc108
30.0 60.0 loc109
34.0 98.0 loc110
28.0 77.0 loc111
64.0 44.0 loc112
68.0 59.0 loc113
28.0 46.0 loc114
13.0 67.0 loc115
69.0 70.0 loc116
64.0 76.0 loc117
8.0 28.0 loc118
88.0 34.0 loc119
12.0 0.0 loc120
12.0 65.0 loc121
55.0 98.0 loc122
84.0 61.0 loc123
23.0 96.0 loc124
2.0 48.0 loc125
52.0 30.0 loc126
16.0 0.0 loc127
56.0 55.0 loc128
2.0 44.0 loc129
82.0 65.0 loc130
25.0 75.0 loc131
29.0 80.0 loc132
27.0 0.0 loc133
28.0 52.0 loc134
20.0 96.0 loc135
94.0 40.0 loc136
18.0 17.0 loc137
48.0 94.0 loc138
8.0 83.0 loc139
40.0 45.0 loc140
1.0 1.0 loc141
69.0 6.0 loc142
72.0 3.0 loc143
89.0 0.0 loc144
69.0 16.0 loc145
14.0 71.0 loc146
31.0 47.0 loc147
20.0 81.0 loc148
80.0 91.0 loc149
90.0 20.0 loc150
49.0 96.0 loc151
33.0 99.0 loc152
10.0 48.0 loc153
50.0 76.0 loc154
28.0 75.0 loc155
11.0 39.0 loc156
64.0 95.0 loc157
8.0 65.0 loc158
95.0 33.0 loc159
52.0 95.0 loc160
48.0 61.0 loc161
7.0 18.0 loc162
81.0 84.0 loc163
28.0 24.0 loc164
86.0 9.0 loc165
20.0 2.0 loc166
28.0 49.0 loc167
18.0 63.0 loc168
25.0 80.0 loc169
50.0 60.0 loc170
62.0 2.0 loc171
77.0 73.0 loc172
54.0 6.0 loc173
18.0 75.0 loc174
31.0 34.0 loc175
71.0 32.0 loc176
12.0 4.0 loc177
51.0 37.0 loc178
56.0 94.0 loc179
68.0 6.0 loc180
57.0 34.0 loc181
67.0 77.0 loc182
97.0 48.0 loc183
60.0 81.0 loc184
47.0 48.0 loc185
4.0 98.0 loc186
32.0 67.0 loc187
28.0 84.0 loc188
60.0 38.0 loc189
95.0 48.0 loc190
51.0 23.0 loc191
9.0 34.0 loc192
80.0 29.0 loc193
48.0 19.0 loc194
1.0 87.0 loc195
73.0 27.0 loc196
18.0 41.0 loc197
71.0 25.0 loc198
0.0 52.0 loc199
19.0 24.0 loc200
43.0 59.0 loc201
79.0 3.0 loc202
20.0 54.0 loc203
23.0 87.0 loc204
33.0 43.0 loc205
43.0 24.0 loc206
3.0 63.0 loc207
86.0 18.0 loc208
73.0 92.0 loc209
56.0 91.0 loc210
74.0 86.0 loc211
90.0 70.0 loc212
25.0 52.0 loc213
75.0 58.0 loc214
26.0 85.0 loc215
11.0 50.0 loc216
90.0 79.0 loc217
65.0 77.0 loc218
79.0 0.0 loc219
15.0 31.0 loc220
90.0 0.0 loc221
1.0 47.0 loc222
34.0 31.0 loc223
11.0 23.0 loc224
26.0 21.0 loc225
15.0 6.0 loc226
44.0 16.0 loc227
7.0 52.0 loc228
97.0 22.0 loc229
41.0 1.0 loc230
33.0 88.0 loc231
25.0 20.0 loc232
83.0 66.0 loc233
64.0 94.0 loc234
22.0 20.0 loc235
78.0 40.0 loc236
38.0 95.0 loc237
30.0 50.0 loc238
62.0 26.0 loc239
67.0 26.0 loc240
96.0 24.0 loc241
63.0 45.0 loc242
16.0 15.0 loc243
84.0 13.0 loc244
3.0 74.0 loc245
31.0 85.0 loc246
86.0 32.0 loc247
28.0 37.0 loc248
50.0 58.0 loc249
