/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
1.0
/*Number of Nodes*/
375
/*The Depot*/
0.9246285305290387 0.0029717098611710124 depot
/*The Locations (x_coor y_coor name)*/
37.0 93.0 loc1
15.0 51.0 loc2
22.0 9.0 loc3
94.0 87.0 loc4
76.0 58.0 loc5
9.0 10.0 loc6
61.0 32.0 loc7
58.0 17.0 loc8
73.0 63.0 loc9
18.0 57.0 loc10
29.0 79.0 loc11
68.0 22.0 loc12
52.0 37.0 loc13
38.0 60.0 loc14
53.0 9.0 loc15
37.0 38.0 loc16
66.0 84.0 loc17
49.0 77.0 loc18
44.0 52.0 loc19
97.0 47.0 loc20
65.0 98.0 loc21
9.0 10.0 loc22
53.0 47.0 loc23
61.0 27.0 loc24
62.0 93.0 loc25
95.0 8.0 loc26
42.0 38.0 loc27
66.0 19.0 loc28
98.0 47.0 loc29
37.0 76.0 loc30
31.0 63.0 loc31
27.0 63.0 loc32
37.0 70.0 loc33
77.0 98.0 loc34
41.0 21.0 loc35
19.0 74.0 loc36
5.0 95.0 loc37
36.0 6.0 loc38
36.0 70.0 loc39
88.0 88.0 loc40
24.0 48.0 loc41
76.0 65.0 loc42
6.0 50.0 loc43
73.0 52.0 loc44
56.0 56.0 loc45
90.0 15.0 loc46
3.0 31.0 loc47
40.0 25.0 loc48
34.0 19.0 loc49
40.0 16.0 loc50
59.0 56.0 loc51
80.0 79.0 loc52
27.0 77.0 loc53
52.0 4.0 loc54
37.0 72.0 loc55
31.0 45.0 loc56
36.0 41.0 loc57
14.0 0.0 loc58
71.0 2.0 loc59
60.0 66.0 loc60
63.0 40.0 loc61
25.0 72.0 loc62
95.0 92.0 loc63
78.0 53.0 loc64
43.0 21.0 loc65
57.0 89.0 loc66
15.0 13.0 loc67
71.0 26.0 loc68
92.0 15.0 loc69
50.0 47.0 loc70
1.0 21.0 loc71
98.0 89.0 loc72
60.0 20.0 loc73
80.0 29.0 loc74
23.0 30.0 loc75
53.0 76.0 loc76
6.0 42.0 loc77
77.0 9.0 loc78
56.0 78.0 loc79
91.0 11.0 loc80
26.0 90.0 loc81
61.0 79.0 loc82
89.0 49.0 loc83
90.0 56.0 loc84
39.0 42.0 loc85
44.0 22.0 loc86
96.0 33.0 loc87
54.0 80.0 loc88
23.0 68.0 loc89
23.0 24.0 loc90
20.0 42.0 loc91
63.0 54.0 loc92
78.0 3.0 loc93
98.0 12.0 loc94
17.0 2.0 loc95
78.0 9.0 loc96
78.0 18.0 loc97
8.0 40.0 loc98
20.0 83.0 loc99
36.0 96.0 loc100
4.0 70.0 loc101
14.0 18.0 loc102
61.0 85.0 loc103
81.0 43.0 loc104
65.0 66.0 loc105
34.0 29.0 loc106
43.0 42.0 loc107
2.0 77.0 loc108
45.0 30.0 loc109
69.0 67.0 loc110
36.0 54.0 loc111
67.0 41.0 loc112
11.0 54.0 loc113
97.0 9.0 loc114
6.0 79.0 loc115
37.0 47.0 loc116
83.0 18.0 loc117
40.0 84.0 loc118
66.0 67.0 loc119
40.0 66.0 loc120
46.0 30.0 loc121
78.0 88.0 loc122
3.0 59.0 loc123
30.0 52.0 loc124
77.0 44.0 loc125
38.0 44.0 loc126
83.0 72.0 loc127
1.0 7.0 loc128
6.0 6.0 loc129
64.0 90.0 loc130
49.0 93.0 loc131
89.0 56.0 loc132
13.0 59.0 loc133
48.0 82.0 loc134
77.0 49.0 loc135
87.0 11.0 loc136
11.0 3.0 loc137
14.0 72.0 loc138
23.0 39.0 loc139
39.0 68.0 loc140
58.0 85.0 loc141
8.0 48.0 loc142
35.0 14.0 loc143
90.0 46.0 loc144
30.0 82.0 loc145
35.0 67.0 loc146
50.0 5.0 loc147
24.0 47.0 loc148
25.0 29.0 loc149
41.0 9.0 loc150
83.0 94.0 loc151
75.0 32.0 loc152
19.0 38.0 loc153
31.0 78.0 loc154
18.0 0.0 loc155
65.0 60.0 loc156
34.0 4.0 loc157
91.0 39.0 loc158
96.0 62.0 loc159
77.0 22.0 loc160
87.0 5.0 loc161
3.0 48.0 loc162
8.0 59.0 loc163
42.0 45.0 loc164
47.0 39.0 loc165
97.0 45.0 loc166
68.0 26.0 loc167
78.0 93.0 loc168
15.0 14.0 loc169
28.0 15.0 loc170
5.0 33.0 loc171
88.0 60.0 loc172
67.0 91.0 loc173
25.0 45.0 loc174
78.0 63.0 loc175
26.0 68.0 loc176
38.0 20.0 loc177
78.0 57.0 loc178
21.0 84.0 loc179
11.0 81.0 loc180
11.0 54.0 loc181
88.0 30.0 loc182
7.0 97.0 loc183
97.0 69.0 loc184
41.0 69.0 loc185
66.0 61.0 loc186
52.0 78.0 loc187
8.0 9.0 loc188
60.0 39.0 loc189
91.0 70.0 loc190
60.0 22.0 loc191
