/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
1.0
/*Number of Nodes*/
100
/*The Depot*/
0.817703815157299 0.47103955486090887 depot
/*The Locations (x_coor y_coor name)*/
5.0 22.0 loc1
83.0 59.0 loc2
66.0 21.0 loc3
78.0 74.0 loc4
94.0 0.0 loc5
7.0 13.0 loc6
55.0 3.0 loc7
61.0 49.0 loc8
21.0 0.0 loc9
44.0 36.0 loc10
4.0 50.0 loc11
73.0 39.0 loc12
69.0 61.0 loc13
42.0 48.0 loc14
94.0 35.0 loc15
31.0 9.0 loc16
63.0 12.0 loc17
49.0 86.0 loc18
76.0 71.0 loc19
20.0 41.0 loc20
39.0 66.0 loc21
58.0 60.0 loc22
24.0 17.0 loc23
23.0 81.0 loc24
18.0 30.0 loc25
0.0 58.0 loc26
98.0 12.0 loc27
89.0 58.0 loc28
98.0 9.0 loc29
28.0 85.0 loc30
99.0 94.0 loc31
67.0 96.0 loc32
19.0 64.0 loc33
86.0 1.0 loc34
18.0 69.0 loc35
1.0 82.0 loc36
82.0 30.0 loc37
1.0 40.0 loc38
66.0 71.0 loc39
22.0 96.0 loc40
48.0 87.0 loc41
34.0 21.0 loc42
90.0 51.0 loc43
77.0 6.0 loc44
74.0 58.0 loc45
76.0 64.0 loc46
39.0 20.0 loc47
53.0 83.0 loc48
16.0 36.0 loc49
13.0 6.0 loc50
41.0 43.0 loc51
33.0 88.0 loc52
60.0 67.0 loc53
92.0 7.0 loc54
77.0 81.0 loc55
81.0 37.0 loc56
55.0 40.0 loc57
40.0 18.0 loc58
75.0 19.0 loc59
71.0 89.0 loc60
81.0 78.0 loc61
95.0 29.0 loc62
42.0 16.0 loc63
62.0 7.0 loc64
11.0 89.0 loc65
95.0 71.0 loc66
3.0 63.0 loc67
85.0 53.0 loc68
64.0 19.0 loc69
70.0 55.0 loc70
61.0 72.0 loc71
12.0 13.0 loc72
16.0 99.0 loc73
3.0 52.0 loc74
3.0 45.0 loc75
62.0 95.0 loc76
58.0 74.0 loc77
90.0 4.0 loc78
59.0 54.0 loc79
17.0 40.0 loc80
35.0 43.0 loc81
20.0 95.0 loc82
49.0 35.0 loc83
48.0 59.0 loc84
32.0 56.0 loc85
88.0 91.0 loc86
58.0 83.0 loc87
36.0 67.0 loc88
75.0 33.0 loc89
19.0 75.0 loc90
1.0 61.0 loc91
62.0 49.0 loc92
98.0 54.0 loc93
80.0 33.0 loc94
56.0 3.0 loc95
66.0 1.0 loc96
2.0 90.0 loc97
60.0 62.0 loc98
7.0 91.0 loc99
