/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
500
/*The Depot*/
0.6506012358832072 0.9959814304950002 depot
/*The Locations (x_coor y_coor name)*/
95.0 94.0 loc1
59.0 8.0 loc2
72.0 4.0 loc3
11.0 16.0 loc4
51.0 54.0 loc5
29.0 47.0 loc6
49.0 3.0 loc7
67.0 3.0 loc8
78.0 48.0 loc9
34.0 76.0 loc10
71.0 44.0 loc11
86.0 79.0 loc12
35.0 18.0 loc13
44.0 87.0 loc14
53.0 73.0 loc15
73.0 67.0 loc16
88.0 56.0 loc17
39.0 91.0 loc18
89.0 16.0 loc19
33.0 21.0 loc20
78.0 31.0 loc21
32.0 80.0 loc22
92.0 47.0 loc23
57.0 52.0 loc24
80.0 72.0 loc25
48.0 40.0 loc26
60.0 31.0 loc27
78.0 74.0 loc28
5.0 28.0 loc29
58.0 45.0 loc30
80.0 70.0 loc31
90.0 77.0 loc32
48.0 87.0 loc33
72.0 42.0 loc34
87.0 31.0 loc35
81.0 31.0 loc36
7.0 86.0 loc37
43.0 7.0 loc38
1.0 63.0 loc39
39.0 43.0 loc40
53.0 47.0 loc41
37.0 8.0 loc42
32.0 63.0 loc43
59.0 70.0 loc44
46.0 98.0 loc45
74.0 38.0 loc46
36.0 22.0 loc47
5.0 29.0 loc48
94.0 7.0 loc49
16.0 51.0 loc50
59.0 45.0 loc51
52.0 56.0 loc52
49.0 24.0 loc53
96.0 21.0 loc54
85.0 79.0 loc55
48.0 18.0 loc56
77.0 41.0 loc57
7.0 23.0 loc58
84.0 81.0 loc59
96.0 89.0 loc60
95.0 64.0 loc61
34.0 97.0 loc62
4.0 57.0 loc63
1.0 36.0 loc64
45.0 28.0 loc65
69.0 14.0 loc66
56.0 20.0 loc67
69.0 41.0 loc68
94.0 51.0 loc69
29.0 49.0 loc70
39.0 13.0 loc71
96.0 46.0 loc72
59.0 94.0 loc73
5.0 14.0 loc74
67.0 57.0 loc75
62.0 21.0 loc76
95.0 86.0 loc77
76.0 55.0 loc78
81.0 18.0 loc79
99.0 22.0 loc80
88.0 22.0 loc81
9.0 66.0 loc82
58.0 54.0 loc83
73.0 26.0 loc84
28.0 85.0 loc85
45.0 51.0 loc86
43.0 63.0 loc87
40.0 3.0 loc88
68.0 10.0 loc89
31.0 28.0 loc90
89.0 82.0 loc91
45.0 36.0 loc92
20.0 0.0 loc93
75.0 98.0 loc94
89.0 94.0 loc95
22.0 91.0 loc96
88.0 5.0 loc97
30.0 31.0 loc98
65.0 96.0 loc99
47.0 58.0 loc100
0.0 81.0 loc101
63.0 16.0 loc102
37.0 98.0 loc103
56.0 81.0 loc104
12.0 30.0 loc105
5.0 97.0 loc106
11.0 65.0 loc107
48.0 4.0 loc108
20.0 94.0 loc109
90.0 26.0 loc110
30.0 92.0 loc111
99.0 19.0 loc112
41.0 50.0 loc113
2.0 5.0 loc114
58.0 25.0 loc115
8.0 23.0 loc116
89.0 79.0 loc117
41.0 79.0 loc118
74.0 65.0 loc119
43.0 72.0 loc120
31.0 80.0 loc121
79.0 2.0 loc122
23.0 54.0 loc123
12.0 74.0 loc124
68.0 69.0 loc125
83.0 13.0 loc126
32.0 74.0 loc127
69.0 6.0 loc128
10.0 92.0 loc129
39.0 61.0 loc130
0.0 26.0 loc131
55.0 80.0 loc132
9.0 67.0 loc133
58.0 84.0 loc134
57.0 93.0 loc135
58.0 28.0 loc136
36.0 58.0 loc137
22.0 18.0 loc138
76.0 8.0 loc139
64.0 98.0 loc140
96.0 83.0 loc141
61.0 46.0 loc142
85.0 14.0 loc143
57.0 80.0 loc144
85.0 62.0 loc145
91.0 3.0 loc146
31.0 27.0 loc147
93.0 80.0 loc148
26.0 85.0 loc149
77.0 28.0 loc150
34.0 94.0 loc151
12.0 44.0 loc152
76.0 27.0 loc153
20.0 74.0 loc154
3.0 20.0 loc155
61.0 24.0 loc156
99.0 34.0 loc157
20.0 18.0 loc158
15.0 40.0 loc159
94.0 32.0 loc160
92.0 46.0 loc161
37.0 6.0 loc162
64.0 83.0 loc163
30.0 57.0 loc164
29.0 69.0 loc165
76.0 87.0 loc166
57.0 23.0 loc167
5.0 22.0 loc168
83.0 59.0 loc169
66.0 21.0 loc170
78.0 74.0 loc171
94.0 0.0 loc172
7.0 13.0 loc173
55.0 3.0 loc174
61.0 49.0 loc175
21.0 0.0 loc176
44.0 36.0 loc177
4.0 50.0 loc178
73.0 39.0 loc179
69.0 61.0 loc180
42.0 48.0 loc181
94.0 35.0 loc182
31.0 9.0 loc183
63.0 12.0 loc184
49.0 86.0 loc185
76.0 71.0 loc186
20.0 41.0 loc187
39.0 66.0 loc188
58.0 60.0 loc189
24.0 17.0 loc190
23.0 81.0 loc191
18.0 30.0 loc192
0.0 58.0 loc193
98.0 12.0 loc194
89.0 58.0 loc195
98.0 9.0 loc196
28.0 85.0 loc197
99.0 94.0 loc198
67.0 96.0 loc199
19.0 64.0 loc200
86.0 1.0 loc201
18.0 69.0 loc202
1.0 82.0 loc203
82.0 30.0 loc204
1.0 40.0 loc205
66.0 71.0 loc206
22.0 96.0 loc207
48.0 87.0 loc208
34.0 21.0 loc209
90.0 51.0 loc210
77.0 6.0 loc211
74.0 58.0 loc212
76.0 64.0 loc213
39.0 20.0 loc214
53.0 83.0 loc215
16.0 36.0 loc216
13.0 6.0 loc217
41.0 43.0 loc218
33.0 88.0 loc219
60.0 67.0 loc220
92.0 7.0 loc221
77.0 81.0 loc222
81.0 37.0 loc223
55.0 40.0 loc224
40.0 18.0 loc225
75.0 19.0 loc226
71.0 89.0 loc227
81.0 78.0 loc228
95.0 29.0 loc229
42.0 16.0 loc230
62.0 7.0 loc231
11.0 89.0 loc232
95.0 71.0 loc233
3.0 63.0 loc234
85.0 53.0 loc235
64.0 19.0 loc236
70.0 55.0 loc237
61.0 72.0 loc238
12.0 13.0 loc239
16.0 99.0 loc240
3.0 52.0 loc241
3.0 45.0 loc242
62.0 95.0 loc243
58.0 74.0 loc244
90.0 4.0 loc245
59.0 54.0 loc246
17.0 40.0 loc247
35.0 43.0 loc248
20.0 95.0 loc249
49.0 35.0 loc250
48.0 59.0 loc251
32.0 56.0 loc252
88.0 91.0 loc253
58.0 83.0 loc254
36.0 67.0 loc255
75.0 33.0 loc256
19.0 75.0 loc257
