/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
250
/*The Depot*/
0.0883763409258731 0.09591156952855528 depot
/*The Locations (x_coor y_coor name)*/
92.0 15.0 loc1
9.0 73.0 loc2
54.0 88.0 loc3
56.0 98.0 loc4
53.0 38.0 loc5
7.0 9.0 loc6
4.0 19.0 loc7
20.0 1.0 loc8
21.0 36.0 loc9
42.0 78.0 loc10
39.0 30.0 loc11
8.0 38.0 loc12
77.0 88.0 loc13
3.0 58.0 loc14
41.0 76.0 loc15
15.0 92.0 loc16
31.0 56.0 loc17
95.0 27.0 loc18
86.0 25.0 loc19
97.0 25.0 loc20
37.0 28.0 loc21
13.0 8.0 loc22
84.0 62.0 loc23
5.0 23.0 loc24
46.0 78.0 loc25
7.0 0.0 loc26
79.0 12.0 loc27
9.0 58.0 loc28
27.0 21.0 loc29
72.0 57.0 loc30
54.0 74.0 loc31
0.0 69.0 loc32
43.0 39.0 loc33
7.0 82.0 loc34
40.0 90.0 loc35
50.0 45.0 loc36
43.0 29.0 loc37
75.0 31.0 loc38
15.0 21.0 loc39
11.0 4.0 loc40
79.0 84.0 loc41
52.0 91.0 loc42
80.0 42.0 loc43
54.0 44.0 loc44
22.0 31.0 loc45
20.0 52.0 loc46
72.0 76.0 loc47
8.0 94.0 loc48
41.0 1.0 loc49
91.0 85.0 loc50
96.0 49.0 loc51
58.0 86.0 loc52
49.0 13.0 loc53
9.0 61.0 loc54
17.0 35.0 loc55
94.0 38.0 loc56
23.0 38.0 loc57
39.0 2.0 loc58
64.0 26.0 loc59
18.0 93.0 loc60
38.0 98.0 loc61
61.0 78.0 loc62
55.0 34.0 loc63
18.0 15.0 loc64
65.0 1.0 loc65
25.0 37.0 loc66
42.0 63.0 loc67
2.0 84.0 loc68
20.0 1.0 loc69
59.0 82.0 loc70
55.0 46.0 loc71
25.0 38.0 loc72
23.0 12.0 loc73
3.0 17.0 loc74
17.0 8.0 loc75
78.0 4.0 loc76
83.0 7.0 loc77
85.0 36.0 loc78
24.0 15.0 loc79
79.0 64.0 loc80
75.0 55.0 loc81
59.0 65.0 loc82
91.0 23.0 loc83
65.0 59.0 loc84
55.0 87.0 loc85
85.0 7.0 loc86
79.0 6.0 loc87
36.0 85.0 loc88
27.0 43.0 loc89
3.0 21.0 loc90
98.0 21.0 loc91
41.0 19.0 loc92
65.0 29.0 loc93
42.0 80.0 loc94
70.0 48.0 loc95
94.0 92.0 loc96
42.0 71.0 loc97
28.0 86.0 loc98
45.0 83.0 loc99
51.0 83.0 loc100
89.0 93.0 loc101
15.0 7.0 loc102
36.0 33.0 loc103
9.0 37.0 loc104
95.0 5.0 loc105
53.0 70.0 loc106
16.0 33.0 loc107
97.0 93.0 loc108
59.0 36.0 loc109
10.0 38.0 loc110
41.0 41.0 loc111
8.0 41.0 loc112
35.0 69.0 loc113
88.0 46.0 loc114
31.0 23.0 loc115
97.0 56.0 loc116
25.0 50.0 loc117
77.0 83.0 loc118
