/* Number of Operations */
75
/* List of Operations. */
/* Start	End	Fly	#Internal	Locations...*/
0	34	-1	0
34	12	-1	0
12	59	-1	0
59	67	-1	0
67	72	-1	0
72	25	-1	0
25	70	-1	0
70	50	-1	0
50	22	-1	0
22	36	-1	0
36	62	-1	0
62	52	-1	0
52	24	-1	0
24	33	-1	0
33	7	-1	0
7	31	-1	0
31	69	-1	0
69	74	-1	0
74	2	-1	0
2	19	-1	0
19	55	-1	0
55	57	-1	0
57	27	-1	0
27	10	-1	0
10	15	-1	0
15	16	-1	0
16	60	-1	0
60	20	-1	0
20	58	-1	0
58	3	-1	0
3	18	-1	0
18	48	-1	0
48	68	-1	0
68	44	-1	0
44	73	-1	0
73	41	-1	0
41	45	-1	0
45	9	-1	0
9	29	-1	0
29	23	-1	0
23	14	-1	0
14	28	-1	0
28	54	-1	0
54	30	-1	0
30	8	-1	0
8	1	-1	0
1	6	-1	0
6	65	-1	0
65	63	-1	0
63	51	-1	0
51	38	-1	0
38	42	-1	0
42	5	-1	0
5	47	-1	0
47	53	-1	0
53	13	-1	0
13	49	-1	0
49	26	-1	0
26	66	-1	0
66	39	-1	0
39	40	-1	0
40	17	-1	0
17	11	-1	0
11	37	-1	0
37	64	-1	0
64	4	-1	0
4	35	-1	0
35	71	-1	0
71	56	-1	0
56	61	-1	0
61	43	-1	0
43	32	-1	0
32	21	-1	0
21	46	-1	0
46	0	-1	0
