#MAXFLY 34.125831180069895

/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
75
/*The Depot*/
0.9431587282203138 0.014223184127593602 depot
/*The Locations (x_coor y_coor name)*/
77.0 74.0 loc1
53.0 16.0 loc2
32.0 39.0 loc3
96.0 14.0 loc4
35.0 10.0 loc5
38.0 51.0 loc6
68.0 46.0 loc7
13.0 90.0 loc8
88.0 26.0 loc9
67.0 7.0 loc10
67.0 49.0 loc11
97.0 19.0 loc12
69.0 44.0 loc13
87.0 51.0 loc14
67.0 75.0 loc15
75.0 4.0 loc16
5.0 97.0 loc17
77.0 7.0 loc18
72.0 52.0 loc19
32.0 72.0 loc20
35.0 13.0 loc21
3.0 65.0 loc22
74.0 76.0 loc23
42.0 45.0 loc24
0.0 33.0 loc25
3.0 38.0 loc26
97.0 23.0 loc27
30.0 40.0 loc28
86.0 26.0 loc29
49.0 48.0 loc30
44.0 80.0 loc31
86.0 77.0 loc32
95.0 12.0 loc33
47.0 63.0 loc34
24.0 21.0 loc35
59.0 86.0 loc36
85.0 34.0 loc37
67.0 13.0 loc38
51.0 98.0 loc39
96.0 45.0 loc40
23.0 98.0 loc41
48.0 60.0 loc42
98.0 19.0 loc43
16.0 8.0 loc44
42.0 84.0 loc45
4.0 29.0 loc46
97.0 97.0 loc47
75.0 1.0 loc48
68.0 97.0 loc49
99.0 0.0 loc50
35.0 57.0 loc51
49.0 44.0 loc52
77.0 33.0 loc53
42.0 0.0 loc54
10.0 86.0 loc55
69.0 26.0 loc56
60.0 79.0 loc57
76.0 49.0 loc58
7.0 89.0 loc59
82.0 89.0 loc60
10.0 26.0 loc61
92.0 26.0 loc62
99.0 28.0 loc63
93.0 68.0 loc64
99.0 71.0 loc65
61.0 31.0 loc66
10.0 85.0 loc67
9.0 46.0 loc68
58.0 55.0 loc69
12.0 97.0 loc70
28.0 66.0 loc71
73.0 36.0 loc72
77.0 96.0 loc73
64.0 46.0 loc74

