#MAXFLY 9.920716959978245

/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
75
/*The Depot*/
0.5767089492853373 0.47879275570179736 depot
/*The Locations (x_coor y_coor name)*/
69.0 61.0 loc1
43.0 74.0 loc2
49.0 43.0 loc3
11.0 45.0 loc4
65.0 90.0 loc5
8.0 11.0 loc6
4.0 72.0 loc7
90.0 69.0 loc8
36.0 18.0 loc9
10.0 16.0 loc10
24.0 46.0 loc11
9.0 98.0 loc12
33.0 57.0 loc13
59.0 94.0 loc14
16.0 67.0 loc15
26.0 4.0 loc16
50.0 48.0 loc17
51.0 61.0 loc18
89.0 87.0 loc19
84.0 91.0 loc20
0.0 1.0 loc21
85.0 54.0 loc22
55.0 99.0 loc23
90.0 38.0 loc24
1.0 8.0 loc25
81.0 28.0 loc26
89.0 71.0 loc27
98.0 24.0 loc28
60.0 82.0 loc29
54.0 29.0 loc30
41.0 69.0 loc31
22.0 37.0 loc32
5.0 54.0 loc33
93.0 95.0 loc34
58.0 54.0 loc35
41.0 36.0 loc36
38.0 32.0 loc37
56.0 9.0 loc38
32.0 57.0 loc39
94.0 7.0 loc40
2.0 44.0 loc41
56.0 97.0 loc42
50.0 44.0 loc43
31.0 59.0 loc44
1.0 21.0 loc45
15.0 90.0 loc46
83.0 80.0 loc47
52.0 95.0 loc48
96.0 92.0 loc49
74.0 53.0 loc50
60.0 54.0 loc51
89.0 90.0 loc52
17.0 0.0 loc53
87.0 54.0 loc54
76.0 18.0 loc55
35.0 64.0 loc56
30.0 49.0 loc57
92.0 33.0 loc58
96.0 89.0 loc59
62.0 3.0 loc60
25.0 15.0 loc61
22.0 55.0 loc62
98.0 28.0 loc63
72.0 79.0 loc64
58.0 78.0 loc65
58.0 44.0 loc66
29.0 57.0 loc67
0.0 55.0 loc68
59.0 21.0 loc69
50.0 59.0 loc70
86.0 42.0 loc71
91.0 48.0 loc72
49.0 92.0 loc73
68.0 39.0 loc74

