#MAXFLY 32.315155751730885

/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
100
/*The Depot*/
0.06141081369203716 0.20108735338581962 depot
/*The Locations (x_coor y_coor name)*/
45.0 28.0 loc1
69.0 14.0 loc2
56.0 20.0 loc3
69.0 41.0 loc4
94.0 51.0 loc5
29.0 49.0 loc6
39.0 13.0 loc7
96.0 46.0 loc8
59.0 94.0 loc9
5.0 14.0 loc10
67.0 57.0 loc11
62.0 21.0 loc12
95.0 86.0 loc13
76.0 55.0 loc14
81.0 18.0 loc15
99.0 22.0 loc16
88.0 22.0 loc17
9.0 66.0 loc18
58.0 54.0 loc19
73.0 26.0 loc20
28.0 85.0 loc21
45.0 51.0 loc22
43.0 63.0 loc23
40.0 3.0 loc24
68.0 10.0 loc25
31.0 28.0 loc26
89.0 82.0 loc27
45.0 36.0 loc28
20.0 0.0 loc29
75.0 98.0 loc30
89.0 94.0 loc31
22.0 91.0 loc32
88.0 5.0 loc33
30.0 31.0 loc34
65.0 96.0 loc35
47.0 58.0 loc36
0.0 81.0 loc37
63.0 16.0 loc38
37.0 98.0 loc39
56.0 81.0 loc40
12.0 30.0 loc41
5.0 97.0 loc42
11.0 65.0 loc43
48.0 4.0 loc44
20.0 94.0 loc45
90.0 26.0 loc46
30.0 92.0 loc47
99.0 19.0 loc48
41.0 50.0 loc49
2.0 5.0 loc50
58.0 25.0 loc51
8.0 23.0 loc52
89.0 79.0 loc53
41.0 79.0 loc54
74.0 65.0 loc55
43.0 72.0 loc56
31.0 80.0 loc57
79.0 2.0 loc58
23.0 54.0 loc59
12.0 74.0 loc60
68.0 69.0 loc61
83.0 13.0 loc62
32.0 74.0 loc63
69.0 6.0 loc64
10.0 92.0 loc65
39.0 61.0 loc66
0.0 26.0 loc67
55.0 80.0 loc68
9.0 67.0 loc69
58.0 84.0 loc70
57.0 93.0 loc71
58.0 28.0 loc72
36.0 58.0 loc73
22.0 18.0 loc74
76.0 8.0 loc75
64.0 98.0 loc76
96.0 83.0 loc77
61.0 46.0 loc78
85.0 14.0 loc79
57.0 80.0 loc80
85.0 62.0 loc81
91.0 3.0 loc82
31.0 27.0 loc83
93.0 80.0 loc84
26.0 85.0 loc85
77.0 28.0 loc86
34.0 94.0 loc87
12.0 44.0 loc88
76.0 27.0 loc89
20.0 74.0 loc90
3.0 20.0 loc91
61.0 24.0 loc92
99.0 34.0 loc93
20.0 18.0 loc94
15.0 40.0 loc95
94.0 32.0 loc96
92.0 46.0 loc97
37.0 6.0 loc98
64.0 83.0 loc99

