#MAXFLY 3.1163979002707882

/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
50
/*The Depot*/
0.01983571217907698 0.09392959003464241 depot
/*The Locations (x_coor y_coor name)*/
82.0 74.0 loc1
28.0 29.0 loc2
14.0 43.0 loc3
2.0 44.0 loc4
25.0 49.0 loc5
42.0 92.0 loc6
32.0 75.0 loc7
81.0 40.0 loc8
63.0 55.0 loc9
74.0 42.0 loc10
10.0 87.0 loc11
36.0 38.0 loc12
55.0 41.0 loc13
26.0 62.0 loc14
33.0 85.0 loc15
57.0 87.0 loc16
36.0 3.0 loc17
20.0 58.0 loc18
25.0 23.0 loc19
43.0 66.0 loc20
27.0 90.0 loc21
58.0 50.0 loc22
24.0 10.0 loc23
90.0 38.0 loc24
38.0 97.0 loc25
74.0 75.0 loc26
21.0 3.0 loc27
76.0 81.0 loc28
65.0 90.0 loc29
86.0 2.0 loc30
10.0 83.0 loc31
56.0 5.0 loc32
40.0 16.0 loc33
73.0 16.0 loc34
14.0 32.0 loc35
82.0 39.0 loc36
75.0 15.0 loc37
80.0 53.0 loc38
35.0 76.0 loc39
85.0 57.0 loc40
96.0 29.0 loc41
33.0 28.0 loc42
36.0 78.0 loc43
27.0 13.0 loc44
92.0 73.0 loc45
82.0 94.0 loc46
43.0 86.0 loc47
84.0 70.0 loc48
66.0 95.0 loc49

