#MAXFLY 13.364505228402585

/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
75
/*The Depot*/
0.06578003830199053 0.014722771987154548 depot
/*The Locations (x_coor y_coor name)*/
12.0 14.0 loc1
31.0 20.0 loc2
79.0 22.0 loc3
67.0 84.0 loc4
24.0 52.0 loc5
71.0 25.0 loc6
5.0 54.0 loc7
22.0 51.0 loc8
14.0 71.0 loc9
24.0 18.0 loc10
55.0 27.0 loc11
25.0 8.0 loc12
64.0 11.0 loc13
69.0 10.0 loc14
28.0 69.0 loc15
46.0 50.0 loc16
65.0 76.0 loc17
37.0 93.0 loc18
98.0 48.0 loc19
96.0 40.0 loc20
33.0 18.0 loc21
53.0 89.0 loc22
84.0 12.0 loc23
56.0 46.0 loc24
74.0 68.0 loc25
84.0 0.0 loc26
26.0 66.0 loc27
23.0 18.0 loc28
95.0 4.0 loc29
73.0 73.0 loc30
45.0 78.0 loc31
22.0 56.0 loc32
41.0 46.0 loc33
31.0 7.0 loc34
0.0 98.0 loc35
17.0 8.0 loc36
72.0 86.0 loc37
0.0 54.0 loc38
71.0 69.0 loc39
4.0 44.0 loc40
62.0 73.0 loc41
21.0 78.0 loc42
63.0 35.0 loc43
76.0 73.0 loc44
12.0 48.0 loc45
95.0 21.0 loc46
23.0 89.0 loc47
70.0 97.0 loc48
7.0 41.0 loc49
5.0 61.0 loc50
68.0 71.0 loc51
34.0 39.0 loc52
8.0 67.0 loc53
35.0 49.0 loc54
18.0 99.0 loc55
93.0 24.0 loc56
19.0 99.0 loc57
68.0 59.0 loc58
56.0 29.0 loc59
23.0 58.0 loc60
3.0 43.0 loc61
24.0 8.0 loc62
27.0 10.0 loc63
81.0 40.0 loc64
59.0 61.0 loc65
50.0 49.0 loc66
32.0 23.0 loc67
71.0 82.0 loc68
70.0 50.0 loc69
95.0 50.0 loc70
28.0 5.0 loc71
99.0 87.0 loc72
88.0 29.0 loc73
68.0 35.0 loc74

