#MAXFLY 10.20272792412699

/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
50
/*The Depot*/
0.3436381337878901 0.27412938377528684 depot
/*The Locations (x_coor y_coor name)*/
70.0 36.0 loc1
84.0 1.0 loc2
82.0 67.0 loc3
20.0 33.0 loc4
67.0 21.0 loc5
20.0 90.0 loc6
68.0 65.0 loc7
55.0 68.0 loc8
65.0 34.0 loc9
88.0 48.0 loc10
17.0 85.0 loc11
91.0 43.0 loc12
42.0 97.0 loc13
8.0 33.0 loc14
50.0 70.0 loc15
16.0 51.0 loc16
97.0 96.0 loc17
8.0 14.0 loc18
32.0 27.0 loc19
65.0 62.0 loc20
33.0 80.0 loc21
61.0 35.0 loc22
42.0 11.0 loc23
27.0 72.0 loc24
70.0 9.0 loc25
94.0 37.0 loc26
87.0 60.0 loc27
58.0 19.0 loc28
47.0 57.0 loc29
32.0 60.0 loc30
42.0 86.0 loc31
87.0 81.0 loc32
82.0 30.0 loc33
56.0 1.0 loc34
41.0 22.0 loc35
74.0 82.0 loc36
64.0 42.0 loc37
61.0 99.0 loc38
92.0 69.0 loc39
86.0 21.0 loc40
29.0 47.0 loc41
79.0 3.0 loc42
8.0 69.0 loc43
63.0 10.0 loc44
99.0 10.0 loc45
56.0 93.0 loc46
81.0 72.0 loc47
70.0 6.0 loc48
8.0 53.0 loc49

