#MAXFLY 31.16667908416076

/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
100
/*The Depot*/
0.7432475045288823 0.06475827937294809 depot
/*The Locations (x_coor y_coor name)*/
1.0 60.0 loc1
99.0 37.0 loc2
60.0 40.0 loc3
48.0 88.0 loc4
81.0 16.0 loc5
79.0 17.0 loc6
25.0 72.0 loc7
11.0 57.0 loc8
87.0 35.0 loc9
25.0 78.0 loc10
28.0 21.0 loc11
59.0 72.0 loc12
76.0 71.0 loc13
0.0 52.0 loc14
73.0 91.0 loc15
46.0 25.0 loc16
18.0 62.0 loc17
26.0 4.0 loc18
13.0 63.0 loc19
53.0 20.0 loc20
78.0 6.0 loc21
5.0 14.0 loc22
28.0 88.0 loc23
6.0 8.0 loc24
11.0 98.0 loc25
11.0 93.0 loc26
56.0 1.0 loc27
77.0 33.0 loc28
96.0 69.0 loc29
73.0 28.0 loc30
39.0 69.0 loc31
27.0 68.0 loc32
82.0 71.0 loc33
75.0 69.0 loc34
49.0 33.0 loc35
81.0 95.0 loc36
14.0 29.0 loc37
74.0 87.0 loc38
7.0 26.0 loc39
41.0 72.0 loc40
51.0 88.0 loc41
92.0 45.0 loc42
56.0 78.0 loc43
6.0 45.0 loc44
54.0 90.0 loc45
19.0 14.0 loc46
20.0 69.0 loc47
52.0 78.0 loc48
27.0 37.0 loc49
46.0 48.0 loc50
67.0 53.0 loc51
66.0 56.0 loc52
34.0 49.0 loc53
10.0 79.0 loc54
34.0 60.0 loc55
90.0 6.0 loc56
64.0 15.0 loc57
45.0 96.0 loc58
78.0 79.0 loc59
25.0 11.0 loc60
85.0 14.0 loc61
6.0 68.0 loc62
14.0 18.0 loc63
31.0 28.0 loc64
60.0 95.0 loc65
38.0 1.0 loc66
53.0 32.0 loc67
6.0 37.0 loc68
90.0 10.0 loc69
92.0 85.0 loc70
85.0 73.0 loc71
0.0 53.0 loc72
61.0 56.0 loc73
14.0 96.0 loc74
57.0 56.0 loc75
91.0 8.0 loc76
94.0 36.0 loc77
5.0 72.0 loc78
31.0 96.0 loc79
28.0 14.0 loc80
75.0 80.0 loc81
17.0 96.0 loc82
34.0 21.0 loc83
20.0 82.0 loc84
37.0 59.0 loc85
29.0 35.0 loc86
68.0 30.0 loc87
76.0 42.0 loc88
42.0 75.0 loc89
79.0 92.0 loc90
61.0 21.0 loc91
78.0 39.0 loc92
12.0 42.0 loc93
77.0 13.0 loc94
38.0 76.0 loc95
1.0 47.0 loc96
20.0 74.0 loc97
88.0 61.0 loc98
30.0 64.0 loc99

