#MAXFLY 9.969271650684727

/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
100
/*The Depot*/
0.9877251671270187 0.029890556760838183 depot
/*The Locations (x_coor y_coor name)*/
68.0 23.0 loc1
31.0 42.0 loc2
24.0 94.0 loc3
6.0 38.0 loc4
18.0 93.0 loc5
7.0 49.0 loc6
10.0 49.0 loc7
94.0 43.0 loc8
87.0 68.0 loc9
42.0 28.0 loc10
0.0 33.0 loc11
75.0 83.0 loc12
71.0 57.0 loc13
50.0 46.0 loc14
58.0 95.0 loc15
63.0 42.0 loc16
78.0 1.0 loc17
94.0 3.0 loc18
74.0 55.0 loc19
36.0 88.0 loc20
70.0 34.0 loc21
50.0 18.0 loc22
23.0 45.0 loc23
40.0 58.0 loc24
6.0 88.0 loc25
92.0 81.0 loc26
0.0 39.0 loc27
94.0 79.0 loc28
76.0 37.0 loc29
36.0 44.0 loc30
33.0 79.0 loc31
31.0 56.0 loc32
64.0 75.0 loc33
81.0 47.0 loc34
78.0 82.0 loc35
34.0 61.0 loc36
10.0 38.0 loc37
5.0 46.0 loc38
49.0 93.0 loc39
95.0 94.0 loc40
59.0 8.0 loc41
72.0 4.0 loc42
11.0 16.0 loc43
51.0 54.0 loc44
29.0 47.0 loc45
49.0 3.0 loc46
67.0 3.0 loc47
78.0 48.0 loc48
34.0 76.0 loc49
71.0 44.0 loc50
86.0 79.0 loc51
35.0 18.0 loc52
44.0 87.0 loc53
53.0 73.0 loc54
73.0 67.0 loc55
88.0 56.0 loc56
39.0 91.0 loc57
89.0 16.0 loc58
33.0 21.0 loc59
78.0 31.0 loc60
32.0 80.0 loc61
92.0 47.0 loc62
57.0 52.0 loc63
80.0 72.0 loc64
48.0 40.0 loc65
60.0 31.0 loc66
78.0 74.0 loc67
5.0 28.0 loc68
58.0 45.0 loc69
80.0 70.0 loc70
90.0 77.0 loc71
48.0 87.0 loc72
72.0 42.0 loc73
87.0 31.0 loc74
81.0 31.0 loc75
7.0 86.0 loc76
43.0 7.0 loc77
1.0 63.0 loc78
39.0 43.0 loc79
53.0 47.0 loc80
37.0 8.0 loc81
32.0 63.0 loc82
59.0 70.0 loc83
46.0 98.0 loc84
74.0 38.0 loc85
36.0 22.0 loc86
5.0 29.0 loc87
94.0 7.0 loc88
16.0 51.0 loc89
59.0 45.0 loc90
52.0 56.0 loc91
49.0 24.0 loc92
96.0 21.0 loc93
85.0 79.0 loc94
48.0 18.0 loc95
77.0 41.0 loc96
7.0 23.0 loc97
84.0 81.0 loc98
96.0 89.0 loc99

