#MAXFLY 20.15819103845092

/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
100
/*The Depot*/
0.9256638919154092 0.03276939415388336 depot
/*The Locations (x_coor y_coor name)*/
60.0 76.0 loc1
66.0 4.0 loc2
25.0 92.0 loc3
32.0 51.0 loc4
49.0 23.0 loc5
71.0 22.0 loc6
62.0 97.0 loc7
27.0 18.0 loc8
75.0 78.0 loc9
82.0 78.0 loc10
27.0 10.0 loc11
78.0 52.0 loc12
5.0 34.0 loc13
62.0 63.0 loc14
30.0 77.0 loc15
57.0 90.0 loc16
61.0 8.0 loc17
53.0 55.0 loc18
76.0 7.0 loc19
2.0 96.0 loc20
79.0 86.0 loc21
88.0 30.0 loc22
10.0 71.0 loc23
79.0 44.0 loc24
1.0 53.0 loc25
88.0 77.0 loc26
87.0 14.0 loc27
69.0 29.0 loc28
49.0 38.0 loc29
53.0 62.0 loc30
44.0 44.0 loc31
27.0 11.0 loc32
86.0 15.0 loc33
39.0 94.0 loc34
74.0 6.0 loc35
79.0 35.0 loc36
46.0 84.0 loc37
99.0 73.0 loc38
23.0 56.0 loc39
83.0 33.0 loc40
28.0 24.0 loc41
99.0 78.0 loc42
33.0 17.0 loc43
29.0 4.0 loc44
3.0 55.0 loc45
18.0 5.0 loc46
45.0 15.0 loc47
79.0 21.0 loc48
1.0 55.0 loc49
23.0 26.0 loc50
17.0 74.0 loc51
22.0 26.0 loc52
49.0 25.0 loc53
3.0 1.0 loc54
97.0 94.0 loc55
59.0 90.0 loc56
80.0 27.0 loc57
29.0 49.0 loc58
89.0 79.0 loc59
25.0 19.0 loc60
91.0 10.0 loc61
13.0 95.0 loc62
88.0 78.0 loc63
84.0 39.0 loc64
31.0 95.0 loc65
29.0 70.0 loc66
38.0 75.0 loc67
77.0 43.0 loc68
43.0 82.0 loc69
29.0 19.0 loc70
71.0 26.0 loc71
66.0 12.0 loc72
86.0 75.0 loc73
52.0 96.0 loc74
66.0 12.0 loc75
94.0 48.0 loc76
61.0 66.0 loc77
4.0 22.0 loc78
14.0 41.0 loc79
35.0 74.0 loc80
96.0 0.0 loc81
10.0 4.0 loc82
72.0 29.0 loc83
94.0 28.0 loc84
58.0 19.0 loc85
11.0 70.0 loc86
90.0 73.0 loc87
26.0 86.0 loc88
44.0 72.0 loc89
55.0 25.0 loc90
80.0 0.0 loc91
76.0 66.0 loc92
58.0 63.0 loc93
29.0 15.0 loc94
15.0 24.0 loc95
4.0 59.0 loc96
93.0 56.0 loc97
13.0 89.0 loc98
60.0 71.0 loc99

