#MAXFLY 20.342313569708647

/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
100
/*The Depot*/
0.918698792535453 0.2989693300935474 depot
/*The Locations (x_coor y_coor name)*/
0.0 88.0 loc1
67.0 82.0 loc2
16.0 35.0 loc3
77.0 85.0 loc4
39.0 67.0 loc5
52.0 85.0 loc6
8.0 41.0 loc7
48.0 14.0 loc8
57.0 39.0 loc9
0.0 86.0 loc10
71.0 56.0 loc11
62.0 2.0 loc12
76.0 31.0 loc13
9.0 25.0 loc14
28.0 95.0 loc15
67.0 58.0 loc16
72.0 44.0 loc17
65.0 98.0 loc18
65.0 0.0 loc19
43.0 67.0 loc20
30.0 13.0 loc21
8.0 1.0 loc22
5.0 6.0 loc23
79.0 24.0 loc24
59.0 97.0 loc25
66.0 19.0 loc26
48.0 29.0 loc27
92.0 16.0 loc28
1.0 54.0 loc29
74.0 92.0 loc30
18.0 83.0 loc31
7.0 42.0 loc32
96.0 38.0 loc33
84.0 36.0 loc34
27.0 35.0 loc35
31.0 79.0 loc36
14.0 70.0 loc37
96.0 97.0 loc38
68.0 82.0 loc39
54.0 16.0 loc40
51.0 85.0 loc41
60.0 13.0 loc42
56.0 66.0 loc43
15.0 6.0 loc44
53.0 91.0 loc45
4.0 85.0 loc46
87.0 51.0 loc47
68.0 19.0 loc48
69.0 91.0 loc49
53.0 26.0 loc50
18.0 58.0 loc51
93.0 8.0 loc52
75.0 11.0 loc53
89.0 76.0 loc54
65.0 0.0 loc55
99.0 42.0 loc56
45.0 69.0 loc57
41.0 39.0 loc58
87.0 58.0 loc59
25.0 71.0 loc60
69.0 21.0 loc61
75.0 16.0 loc62
56.0 60.0 loc63
74.0 40.0 loc64
26.0 47.0 loc65
75.0 87.0 loc66
78.0 39.0 loc67
57.0 58.0 loc68
14.0 76.0 loc69
46.0 88.0 loc70
59.0 32.0 loc71
95.0 95.0 loc72
38.0 1.0 loc73
93.0 71.0 loc74
52.0 72.0 loc75
84.0 40.0 loc76
60.0 77.0 loc77
18.0 85.0 loc78
17.0 37.0 loc79
37.0 86.0 loc80
95.0 45.0 loc81
43.0 22.0 loc82
31.0 97.0 loc83
95.0 62.0 loc84
62.0 60.0 loc85
48.0 63.0 loc86
67.0 95.0 loc87
82.0 66.0 loc88
37.0 2.0 loc89
89.0 99.0 loc90
65.0 34.0 loc91
14.0 0.0 loc92
26.0 98.0 loc93
10.0 68.0 loc94
42.0 37.0 loc95
5.0 48.0 loc96
16.0 95.0 loc97
12.0 16.0 loc98
96.0 24.0 loc99

