#MAXFLY 3.3080394495833936

/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
50
/*The Depot*/
0.6827590389804444 0.242347737349892 depot
/*The Locations (x_coor y_coor name)*/
37.0 86.0 loc1
35.0 87.0 loc2
16.0 35.0 loc3
1.0 28.0 loc4
53.0 76.0 loc5
64.0 96.0 loc6
67.0 18.0 loc7
45.0 37.0 loc8
47.0 76.0 loc9
47.0 70.0 loc10
81.0 93.0 loc11
7.0 95.0 loc12
6.0 29.0 loc13
77.0 70.0 loc14
40.0 32.0 loc15
24.0 64.0 loc16
84.0 67.0 loc17
11.0 56.0 loc18
30.0 80.0 loc19
96.0 69.0 loc20
32.0 12.0 loc21
9.0 14.0 loc22
20.0 60.0 loc23
55.0 86.0 loc24
92.0 1.0 loc25
66.0 5.0 loc26
76.0 78.0 loc27
92.0 20.0 loc28
47.0 9.0 loc29
65.0 49.0 loc30
3.0 49.0 loc31
16.0 7.0 loc32
48.0 43.0 loc33
69.0 62.0 loc34
72.0 42.0 loc35
39.0 78.0 loc36
88.0 17.0 loc37
18.0 15.0 loc38
3.0 97.0 loc39
93.0 60.0 loc40
87.0 41.0 loc41
73.0 0.0 loc42
25.0 30.0 loc43
94.0 3.0 loc44
19.0 27.0 loc45
36.0 81.0 loc46
70.0 50.0 loc47
2.0 98.0 loc48
47.0 22.0 loc49

