#MAXFLY 20.583343901760944

/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
100
/*The Depot*/
0.09420877995465027 0.852126110375784 depot
/*The Locations (x_coor y_coor name)*/
47.0 90.0 loc1
48.0 14.0 loc2
48.0 92.0 loc3
45.0 90.0 loc4
98.0 97.0 loc5
23.0 9.0 loc6
17.0 20.0 loc7
75.0 24.0 loc8
90.0 45.0 loc9
89.0 42.0 loc10
20.0 74.0 loc11
47.0 26.0 loc12
79.0 7.0 loc13
70.0 44.0 loc14
21.0 26.0 loc15
75.0 22.0 loc16
91.0 63.0 loc17
21.0 53.0 loc18
42.0 47.0 loc19
84.0 5.0 loc20
55.0 92.0 loc21
56.0 49.0 loc22
38.0 37.0 loc23
28.0 29.0 loc24
34.0 32.0 loc25
9.0 78.0 loc26
78.0 14.0 loc27
71.0 16.0 loc28
55.0 31.0 loc29
70.0 92.0 loc30
67.0 71.0 loc31
15.0 11.0 loc32
52.0 93.0 loc33
22.0 36.0 loc34
69.0 82.0 loc35
48.0 50.0 loc36
37.0 38.0 loc37
5.0 39.0 loc38
1.0 84.0 loc39
56.0 57.0 loc40
32.0 91.0 loc41
55.0 21.0 loc42
87.0 65.0 loc43
22.0 26.0 loc44
48.0 23.0 loc45
29.0 12.0 loc46
64.0 88.0 loc47
66.0 23.0 loc48
37.0 5.0 loc49
14.0 64.0 loc50
13.0 2.0 loc51
71.0 6.0 loc52
29.0 30.0 loc53
11.0 13.0 loc54
42.0 44.0 loc55
8.0 9.0 loc56
45.0 13.0 loc57
75.0 38.0 loc58
27.0 15.0 loc59
24.0 45.0 loc60
36.0 65.0 loc61
67.0 50.0 loc62
25.0 88.0 loc63
49.0 88.0 loc64
38.0 55.0 loc65
78.0 67.0 loc66
86.0 54.0 loc67
83.0 13.0 loc68
42.0 94.0 loc69
86.0 17.0 loc70
76.0 65.0 loc71
66.0 8.0 loc72
44.0 32.0 loc73
68.0 85.0 loc74
34.0 87.0 loc75
79.0 93.0 loc76
51.0 68.0 loc77
56.0 40.0 loc78
51.0 44.0 loc79
11.0 59.0 loc80
68.0 71.0 loc81
70.0 7.0 loc82
64.0 95.0 loc83
12.0 98.0 loc84
61.0 36.0 loc85
5.0 2.0 loc86
6.0 40.0 loc87
76.0 11.0 loc88
10.0 90.0 loc89
0.0 43.0 loc90
56.0 9.0 loc91
5.0 5.0 loc92
75.0 43.0 loc93
43.0 45.0 loc94
21.0 87.0 loc95
40.0 32.0 loc96
75.0 56.0 loc97
34.0 11.0 loc98
91.0 88.0 loc99

