#MAXFLY 20.067592386310142

/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
50
/*The Depot*/
0.21337485424297087 0.6393251015409809 depot
/*The Locations (x_coor y_coor name)*/
55.0 10.0 loc1
7.0 32.0 loc2
48.0 15.0 loc3
68.0 61.0 loc4
19.0 34.0 loc5
54.0 95.0 loc6
6.0 59.0 loc7
78.0 68.0 loc8
97.0 93.0 loc9
73.0 37.0 loc10
67.0 39.0 loc11
75.0 69.0 loc12
84.0 95.0 loc13
17.0 44.0 loc14
8.0 73.0 loc15
3.0 36.0 loc16
25.0 56.0 loc17
5.0 83.0 loc18
44.0 52.0 loc19
51.0 47.0 loc20
29.0 12.0 loc21
60.0 71.0 loc22
48.0 46.0 loc23
4.0 60.0 loc24
20.0 22.0 loc25
19.0 13.0 loc26
95.0 60.0 loc27
38.0 83.0 loc28
61.0 51.0 loc29
76.0 64.0 loc30
70.0 78.0 loc31
82.0 58.0 loc32
43.0 73.0 loc33
44.0 17.0 loc34
41.0 74.0 loc35
32.0 46.0 loc36
81.0 17.0 loc37
82.0 56.0 loc38
67.0 71.0 loc39
53.0 94.0 loc40
74.0 11.0 loc41
8.0 37.0 loc42
50.0 92.0 loc43
70.0 80.0 loc44
13.0 27.0 loc45
40.0 22.0 loc46
16.0 92.0 loc47
18.0 61.0 loc48
69.0 68.0 loc49

