#MAXFLY 6.62959641382798

/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
100
/*The Depot*/
0.4725959154177344 0.06588851907829607 depot
/*The Locations (x_coor y_coor name)*/
1.0 68.0 loc1
19.0 41.0 loc2
31.0 60.0 loc3
84.0 58.0 loc4
15.0 1.0 loc5
0.0 54.0 loc6
11.0 85.0 loc7
70.0 58.0 loc8
14.0 19.0 loc9
16.0 39.0 loc10
46.0 0.0 loc11
21.0 79.0 loc12
36.0 96.0 loc13
76.0 26.0 loc14
88.0 66.0 loc15
93.0 79.0 loc16
52.0 54.0 loc17
68.0 34.0 loc18
10.0 51.0 loc19
46.0 36.0 loc20
23.0 94.0 loc21
40.0 47.0 loc22
11.0 50.0 loc23
56.0 61.0 loc24
11.0 44.0 loc25
91.0 4.0 loc26
1.0 55.0 loc27
53.0 32.0 loc28
62.0 38.0 loc29
54.0 0.0 loc30
72.0 19.0 loc31
98.0 51.0 loc32
35.0 60.0 loc33
1.0 19.0 loc34
90.0 40.0 loc35
57.0 85.0 loc36
79.0 31.0 loc37
23.0 1.0 loc38
91.0 35.0 loc39
16.0 75.0 loc40
29.0 8.0 loc41
32.0 79.0 loc42
23.0 27.0 loc43
92.0 41.0 loc44
34.0 12.0 loc45
73.0 30.0 loc46
91.0 1.0 loc47
42.0 20.0 loc48
37.0 75.0 loc49
76.0 77.0 loc50
51.0 15.0 loc51
42.0 8.0 loc52
24.0 86.0 loc53
63.0 28.0 loc54
5.0 7.0 loc55
46.0 33.0 loc56
57.0 30.0 loc57
13.0 65.0 loc58
95.0 3.0 loc59
27.0 68.0 loc60
93.0 88.0 loc61
0.0 84.0 loc62
13.0 48.0 loc63
92.0 96.0 loc64
44.0 53.0 loc65
27.0 72.0 loc66
59.0 81.0 loc67
76.0 2.0 loc68
46.0 77.0 loc69
89.0 97.0 loc70
65.0 87.0 loc71
60.0 96.0 loc72
15.0 82.0 loc73
76.0 61.0 loc74
5.0 12.0 loc75
93.0 91.0 loc76
63.0 96.0 loc77
31.0 69.0 loc78
62.0 18.0 loc79
2.0 78.0 loc80
54.0 32.0 loc81
20.0 66.0 loc82
68.0 62.0 loc83
24.0 72.0 loc84
73.0 46.0 loc85
2.0 91.0 loc86
9.0 3.0 loc87
51.0 94.0 loc88
18.0 1.0 loc89
31.0 79.0 loc90
50.0 62.0 loc91
43.0 43.0 loc92
31.0 91.0 loc93
54.0 37.0 loc94
71.0 9.0 loc95
68.0 33.0 loc96
80.0 51.0 loc97
5.0 74.0 loc98
57.0 62.0 loc99

