#MAXFLY 3.3398850856793363

/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
75
/*The Depot*/
0.150900438667936 0.9783518348621937 depot
/*The Locations (x_coor y_coor name)*/
93.0 46.0 loc1
65.0 34.0 loc2
74.0 15.0 loc3
32.0 75.0 loc4
83.0 80.0 loc5
92.0 47.0 loc6
77.0 51.0 loc7
97.0 37.0 loc8
92.0 30.0 loc9
49.0 23.0 loc10
32.0 91.0 loc11
17.0 15.0 loc12
81.0 89.0 loc13
81.0 29.0 loc14
34.0 14.0 loc15
31.0 2.0 loc16
36.0 98.0 loc17
82.0 11.0 loc18
63.0 27.0 loc19
66.0 0.0 loc20
9.0 27.0 loc21
29.0 49.0 loc22
86.0 24.0 loc23
61.0 51.0 loc24
34.0 28.0 loc25
72.0 86.0 loc26
46.0 37.0 loc27
81.0 34.0 loc28
91.0 27.0 loc29
89.0 40.0 loc30
73.0 48.0 loc31
2.0 37.0 loc32
66.0 57.0 loc33
5.0 7.0 loc34
32.0 73.0 loc35
38.0 55.0 loc36
24.0 86.0 loc37
89.0 70.0 loc38
53.0 84.0 loc39
40.0 83.0 loc40
94.0 9.0 loc41
79.0 67.0 loc42
3.0 43.0 loc43
94.0 1.0 loc44
97.0 19.0 loc45
5.0 13.0 loc46
88.0 79.0 loc47
86.0 12.0 loc48
73.0 91.0 loc49
29.0 41.0 loc50
97.0 71.0 loc51
52.0 52.0 loc52
97.0 93.0 loc53
87.0 36.0 loc54
54.0 34.0 loc55
26.0 62.0 loc56
52.0 40.0 loc57
70.0 8.0 loc58
23.0 12.0 loc59
42.0 0.0 loc60
2.0 65.0 loc61
42.0 52.0 loc62
99.0 62.0 loc63
27.0 76.0 loc64
96.0 47.0 loc65
59.0 79.0 loc66
24.0 23.0 loc67
88.0 13.0 loc68
67.0 47.0 loc69
24.0 33.0 loc70
36.0 71.0 loc71
31.0 23.0 loc72
97.0 7.0 loc73
64.0 35.0 loc74

