/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.3333333333333333
/*Number of Nodes*/
10
/*The Depot*/
-3.0068106603830445 -16.229770876906077 depot
/*The Locations (x_coor y_coor name)*/
-36.83059669838015 -76.34748521172541 v1
5.744613439336465 9.187418667455052 v2
13.368610887621191 -5.108056701125241 v3
-0.045636127052833236 0.9580916323736679 v4
-0.9326868669270845 9.761290720909852 v5
-125.23801629290551 51.33701472528999 v6
63.66090439926708 -69.50724313729064 v7
4.290967968565463 -16.70356264147155 v8
-24.123337142947555 -0.6271199740807987 v9
