/*The speed of the Truck*/
1.0
/*The speed of the Drone*/
0.5
/*Number of Nodes*/
10
/*The Depot*/
-80.48676406148454 75.2089185382228 depot
/*The Locations (x_coor y_coor name)*/
-1.6498698749974838 -9.491525942007533 v1
10.487079300170748 -8.04503384707431 v2
29.02643344961846 12.447161918095263 v3
55.58043088844167 13.75204854929546 v4
-10.410223035589297 -0.39667741255642264 v5
34.25826881755652 -5.715246825718984 v6
4.268650313882557 3.6100990285067276 v7
13.293143999015806 -15.670224712448885 v8
-26.707297262964513 -26.88084772060775 v9
